,user_id,typeAccount,verified,territories,createdAt,role,status
0,56,USER,True,75,2020-11-19 11:33:29.049,OWNER,PRO
2,57,USER,True,75,2020-11-19 12:22:21.422,OWNER,PRO
7,58,USER,True,75,2020-11-19 12:45:35.822,OWNER,PRO
28,59,USER,True,75,2020-11-19 13:30:48.541,OWNER,PRO
33,60,USER,True,75,2020-11-19 13:51:48.877,OWNER,PRO
35,61,USER,True,75,2020-11-19 13:54:03.974,OWNER,PRO
37,62,USER,True,75,2020-11-19 14:48:23.162,OWNER,PRO
39,63,USER,True,75,2020-11-19 16:21:43.773,OWNER,PRO
42,64,USER,True,75,2020-11-19 17:02:53.628,OWNER,PRO
44,65,USER,True,75,2020-11-19 19:21:46.258,OWNER,PRO
46,66,USER,True,75,2020-11-20 08:27:05.046,OWNER,PRO
49,67,USER,True,75,2020-11-20 11:16:48.375,OWNER,PRO
57,68,USER,True,75,2020-11-22 09:23:36.462,OWNER,PRO
60,69,USER,True,67,2020-11-23 13:52:08.500,OWNER,PRO
62,70,USER,True,67,2020-11-23 13:56:46.377,OWNER,PRO
65,71,USER,True,67,2020-11-23 14:04:13.705,OWNER,PRO
67,72,USER,True,67,2020-11-23 14:04:41.827,OWNER,PRO
80,73,USER,True,67,2020-11-23 14:25:16.531,OWNER,PRO
88,74,USER,True,67,2020-11-23 14:37:46.803,OWNER,PRO
94,75,USER,True,67,2020-11-23 14:38:42.456,OWNER,PRO
96,76,USER,True,67,2020-11-23 15:12:07.289,OWNER,PRO
98,78,USER,True,67,2020-11-23 17:51:51.031,OWNER,PRO
101,79,USER,True,67,2020-11-23 20:05:41.170,OWNER,PRO
104,80,USER,True,67,2020-11-24 05:46:53.034,OWNER,PRO
113,81,USER,True,67,2020-11-24 05:53:32.868,OWNER,PRO
115,82,USER,True,67,2020-11-24 10:12:07.086,OWNER,PRO
117,83,USER,True,67,2020-11-24 14:40:14.802,OWNER,PRO
119,84,USER,True,67,2020-11-25 08:19:33.698,OWNER,PRO
121,85,USER,True,67,2020-11-25 13:00:10.596,OWNER,PRO
123,87,USER,True,67,2020-11-26 14:27:48.060,OWNER,PRO
125,88,USER,True,67,2020-11-30 14:31:59.172,OWNER,PRO
127,89,USER,True,67,2020-11-30 17:56:02.253,OWNER,PRO
129,90,USER,True,92,2020-12-07 09:52:49.707,OWNER,PRO
131,91,USER,True,75,2020-12-07 09:57:49.389,OWNER,PRO
134,92,USER,True,75,2020-12-07 09:57:50.640,OWNER,PRO
136,93,USER,True,75,2020-12-07 10:00:58.051,OWNER,PRO
144,94,USER,True,75,2020-12-07 10:01:30.570,OWNER,PRO
146,95,USER,True,75,2020-12-07 10:03:00.418,OWNER,PRO
148,96,USER,True,75,2020-12-07 10:05:16.880,OWNER,PRO
150,97,USER,True,92,2020-12-07 10:08:15.244,OWNER,PRO
155,98,USER,True,75,2020-12-07 10:08:44.169,OWNER,PRO
157,99,USER,True,33,2020-12-07 10:11:21.715,OWNER,PRO
159,100,USER,True,75,2020-12-07 10:11:23.550,OWNER,PRO
160,101,USER,True,75,2020-12-07 10:12:49.738,OWNER,PRO
162,102,USER,True,92,2020-12-07 10:15:54.274,OWNER,PRO
164,103,USER,True,75,2020-12-07 10:15:55.238,OWNER,PRO
166,104,USER,True,92,2020-12-07 10:18:57.137,OWNER,PRO
168,105,USER,True,75,2020-12-07 10:21:34.946,OWNER,PRO
183,106,USER,True,75,2020-12-07 10:25:34.554,OWNER,PRO
185,107,USER,True,75,2020-12-07 10:26:34.113,OWNER,PRO
187,108,USER,True,75,2020-12-07 10:26:34.725,OWNER,PRO
189,109,USER,True,78,2020-12-07 10:30:22.677,OWNER,PRO
215,110,USER,True,75,2020-12-07 10:32:48.798,,PRO
216,111,USER,True,75,2020-12-07 10:33:17.254,OWNER,PRO
218,112,USER,True,75,2020-12-07 10:33:17.481,OWNER,PRO
220,113,USER,True,92,2020-12-07 10:34:45.225,OWNER,PRO
222,114,USER,True,92,2020-12-07 10:36:57.151,OWNER,PRO
224,115,USER,True,75,2020-12-07 10:37:10.727,OWNER,PRO
237,116,USER,True,78,2020-12-07 10:41:41.181,OWNER,PRO
240,117,USER,True,75,2020-12-07 10:45:16.159,OWNER,PRO
242,118,USER,True,00,2020-12-07 10:45:26.222,,PRO
243,119,USER,True,92,2020-12-07 10:46:03.819,OWNER,PRO
245,120,USER,True,78,2020-12-07 10:46:37.060,OWNER,PRO
248,121,USER,True,75,2020-12-07 10:48:12.038,OWNER,PRO
250,122,USER,True,92,2020-12-07 10:49:08.174,OWNER,PRO
263,123,USER,True,75,2020-12-07 10:49:16.359,OWNER,PRO
265,124,USER,True,75,2020-12-07 10:50:45.907,OWNER,PRO
269,125,USER,True,78,2020-12-07 10:55:05.573,OWNER,PRO
271,126,USER,True,00,2020-12-07 10:55:15.253,,PRO
272,127,USER,True,78,2020-12-07 10:55:49.192,OWNER,PRO
274,128,USER,True,33,2020-12-07 11:05:04.330,OWNER,PRO
276,129,USER,True,75,2020-12-07 11:06:27.029,OWNER,PRO
278,130,USER,True,75,2020-12-07 11:09:06.539,OWNER,PRO
280,131,USER,True,75,2020-12-07 11:11:18.302,OWNER,PRO
282,132,USER,True,75,2020-12-07 11:11:20.704,OWNER,PRO
284,133,USER,True,75,2020-12-07 11:12:28.114,OWNER,PRO
286,134,USER,True,78,2020-12-07 11:20:37.760,OWNER,PRO
315,135,USER,True,75,2020-12-07 11:22:41.665,OWNER,PRO
317,136,USER,True,44,2020-12-07 11:28:57.248,OWNER,PRO
319,137,USER,True,44,2020-12-07 11:30:18.173,OWNER,PRO
321,138,USER,True,75,2020-12-07 11:31:23.626,OWNER,PRO
323,139,USER,True,75,2020-12-07 11:33:00.523,OWNER,PRO
325,140,USER,True,78,2020-12-07 11:36:23.402,OWNER,PRO
329,141,USER,True,92,2020-12-07 11:37:31.803,OWNER,PRO
331,142,USER,True,33,2020-12-07 11:38:59.479,OWNER,PRO
333,143,USER,True,75,2020-12-07 11:40:39.121,OWNER,PRO
335,145,USER,True,33,2020-12-07 11:46:08.632,OWNER,PRO
337,146,USER,True,33,2020-12-07 11:46:08.695,OWNER,PRO
383,147,USER,True,00,2020-12-07 11:47:52.760,,PRO
384,148,USER,True,44,2020-12-07 11:48:31.351,EDITOR,PRO
386,149,USER,True,93,2020-12-07 11:50:52.181,OWNER,PRO
388,150,USER,True,93,2020-12-07 11:53:33.790,OWNER,PRO
391,151,USER,True,94,2020-12-07 12:03:27.703,OWNER,PRO
393,152,USER,True,44,2020-12-07 12:05:44.179,OWNER,PRO
398,153,USER,True,44,2020-12-07 12:09:36.895,EDITOR,PRO
400,154,USER,True,94,2020-12-07 12:17:11.215,OWNER,PRO
402,155,USER,True,75,2020-12-07 12:19:25.311,OWNER,PRO
404,156,USER,True,93,2020-12-07 12:24:52.219,OWNER,PRO
406,157,USER,True,44,2020-12-07 12:25:53.703,OWNER,PRO
408,158,USER,True,93,2020-12-07 12:32:32.108,OWNER,PRO
410,159,USER,True,94,2020-12-07 12:37:34.121,OWNER,PRO
412,160,USER,True,44,2020-12-07 12:40:22.795,OWNER,PRO
414,161,USER,True,44,2020-12-07 12:41:17.654,OWNER,PRO
416,162,USER,True,44,2020-12-07 12:44:41.473,OWNER,PRO
418,163,USER,True,93,2020-12-07 12:45:15.296,OWNER,PRO
420,164,USER,True,94,2020-12-07 12:47:40.948,OWNER,PRO
422,165,USER,True,93,2020-12-07 12:47:41.492,OWNER,PRO
425,166,USER,True,33,2020-12-07 12:51:20.182,OWNER,PRO
427,167,USER,True,78,2020-12-07 12:51:20.898,OWNER,PRO
429,168,USER,True,75,2020-12-07 12:54:47.766,OWNER,PRO
431,169,USER,True,94,2020-12-07 12:54:48.808,OWNER,PRO
433,170,USER,True,44,2020-12-07 12:55:07.767,OWNER,PRO
435,171,USER,True,94,2020-12-07 12:55:18.727,OWNER,PRO
437,172,USER,True,44,2020-12-07 12:56:47.151,OWNER,PRO
440,173,USER,True,44,2020-12-07 12:58:53.016,OWNER,PRO
442,174,USER,True,33,2020-12-07 13:00:01.624,OWNER,PRO
447,175,USER,True,33,2020-12-07 13:01:37.482,OWNER,PRO
449,176,USER,True,44,2020-12-07 13:03:55.029,OWNER,PRO
451,177,USER,True,33,2020-12-07 13:04:51.542,OWNER,PRO
455,178,USER,True,75,2020-12-07 13:05:23.450,OWNER,PRO
457,179,USER,True,33,2020-12-07 13:05:23.821,OWNER,PRO
459,180,USER,True,78,2020-12-07 13:09:09.602,OWNER,PRO
461,181,USER,True,75,2020-12-07 13:14:16.145,OWNER,PRO
463,182,USER,True,94,2020-12-07 13:19:44.536,OWNER,PRO
465,183,USER,True,93,2020-12-07 13:21:10.190,OWNER,PRO
467,184,USER,True,93,2020-12-07 13:23:53.929,OWNER,PRO
469,185,USER,True,93,2020-12-07 13:28:57.271,OWNER,PRO
471,186,USER,True,93,2020-12-07 13:30:48.713,OWNER,PRO
496,187,USER,True,33,2020-12-07 13:31:43.865,OWNER,PRO
498,188,USER,True,75,2020-12-07 13:35:28.095,OWNER,PRO
500,189,USER,True,75,2020-12-07 13:39:08.383,OWNER,PRO
505,190,USER,True,93,2020-12-07 13:41:17.721,OWNER,PRO
510,191,USER,True,75,2020-12-07 13:44:22.758,OWNER,PRO
512,192,USER,True,00,2020-12-07 13:50:11.959,,PRO
513,193,USER,True,78,2020-12-07 13:59:04.887,OWNER,PRO
515,194,USER,True,78,2020-12-07 14:05:35.397,OWNER,PRO
517,195,USER,True,33,2020-12-07 14:14:31.911,OWNER,PRO
522,196,USER,True,75,2020-12-07 14:16:34.166,OWNER,PRO
524,197,USER,True,67,2020-12-07 14:17:35.765,OWNER,PRO
537,198,USER,True,94,2020-12-07 14:21:14.268,OWNER,PRO
539,199,USER,True,67,2020-12-07 14:21:28.761,OWNER,PRO
541,200,USER,True,67,2020-12-07 14:24:17.802,OWNER,PRO
543,201,USER,True,75,2020-12-07 14:30:20.189,OWNER,PRO
546,202,USER,True,67,2020-12-07 14:32:31.235,OWNER,PRO
548,203,USER,True,67,2020-12-07 14:32:59.429,OWNER,PRO
550,204,USER,True,75,2020-12-07 14:35:32.513,OWNER,PRO
552,205,USER,True,78,2020-12-07 14:39:02.348,OWNER,PRO
555,206,USER,True,75,2020-12-07 14:39:14.146,OWNER,PRO
557,207,USER,True,75,2020-12-07 14:48:25.792,OWNER,PRO
563,208,USER,True,94,2020-12-07 14:50:35.446,OWNER,PRO
566,209,USER,True,44,2020-12-07 14:53:48.408,OWNER,PRO
571,210,USER,True,75,2020-12-07 15:09:54.188,OWNER,PRO
573,211,USER,True,44,2020-12-07 15:13:44.675,OWNER,PRO
597,212,USER,True,75,2020-12-07 15:15:06.553,OWNER,PRO
601,213,USER,True,75,2020-12-07 15:23:49.528,OWNER,PRO
604,214,USER,True,67,2020-12-07 15:34:34.320,OWNER,PRO
614,215,USER,True,67,2020-12-07 15:37:54.850,OWNER,PRO
616,216,USER,True,44,2020-12-07 15:49:24.397,OWNER,PRO
619,217,USER,True,44,2020-12-07 16:08:11.816,OWNER,PRO
621,218,USER,True,33,2020-12-07 16:23:25.038,OWNER,PRO
623,220,USER,True,94,2020-12-07 16:44:23.657,OWNER,PRO
645,221,USER,True,33,2020-12-07 16:57:39.146,OWNER,PRO
647,222,USER,True,33,2020-12-07 17:15:27.468,OWNER,PRO
649,223,USER,True,92,2020-12-07 17:34:13.717,OWNER,PRO
664,224,USER,True,44,2020-12-07 17:40:47.581,OWNER,PRO
667,225,USER,True,75,2020-12-07 19:31:34.146,OWNER,PRO
669,226,USER,True,67,2020-12-07 20:40:39.570,OWNER,PRO
672,227,USER,True,75,2020-12-07 21:38:31.625,OWNER,PRO
674,228,USER,True,75,2020-12-07 21:43:07.066,OWNER,PRO
676,229,USER,True,33,2020-12-07 23:00:06.679,OWNER,PRO
678,230,USER,True,33,2020-12-08 06:46:10.632,OWNER,PRO
680,231,USER,True,75,2020-12-08 07:18:04.665,OWNER,PRO
682,232,USER,True,78,2020-12-08 07:53:44.312,OWNER,PRO
684,233,USER,True,00,2020-12-08 07:58:55.699,,PRO
685,234,USER,True,78,2020-12-08 08:09:11.431,OWNER,PRO
692,235,USER,True,44,2020-12-08 08:10:47.250,,PRO
693,236,USER,True,44,2020-12-08 08:20:26.771,OWNER,PRO
695,237,USER,True,33,2020-12-08 08:42:29.878,OWNER,PRO
703,238,USER,True,44,2020-12-08 09:00:44.460,EDITOR,PRO
705,239,USER,True,44,2020-12-08 09:03:02.092,OWNER,PRO
708,240,USER,True,33,2020-12-08 09:16:11.106,OWNER,PRO
713,241,USER,True,93,2020-12-08 09:16:56.772,OWNER,PRO
715,242,USER,True,67,2020-12-08 09:20:27.867,OWNER,PRO
718,243,USER,True,75,2020-12-08 09:21:10.606,OWNER,PRO
720,244,USER,True,94,2020-12-08 09:49:56.793,OWNER,PRO
722,245,USER,True,33,2020-12-08 10:09:32.662,OWNER,PRO
724,246,USER,True,75,2020-12-08 10:43:14.787,OWNER,PRO
726,247,USER,True,75,2020-12-08 10:44:09.457,OWNER,PRO
728,248,USER,True,93,2020-12-08 11:00:25.420,OWNER,PRO
758,250,USER,True,33,2020-12-08 11:21:34.383,OWNER,PRO
760,251,USER,True,75,2020-12-08 11:39:58.883,OWNER,PRO
762,252,USER,True,33,2020-12-08 11:55:29.036,,PRO
763,253,USER,True,33,2020-12-08 12:28:03.250,OWNER,PRO
765,254,USER,True,67,2020-12-08 12:28:31.123,OWNER,PRO
767,256,USER,True,75,2020-12-08 12:59:03.350,OWNER,PRO
769,257,USER,True,94,2020-12-08 13:18:39.152,OWNER,PRO
789,258,USER,True,75,2020-12-08 13:23:40.679,OWNER,PRO
791,259,USER,True,75,2020-12-08 13:29:20.626,OWNER,PRO
793,260,USER,True,44,2020-12-08 13:33:42.250,EDITOR,PRO
796,261,USER,True,94,2020-12-08 13:35:02.602,OWNER,PRO
829,262,USER,True,93,2020-12-08 13:49:54.121,OWNER,PRO
832,263,USER,True,44,2020-12-08 13:53:45.689,OWNER,PRO
835,264,USER,True,33,2020-12-08 14:06:37.701,OWNER,PRO
837,265,USER,True,67,2020-12-08 14:17:43.737,OWNER,PRO
839,266,USER,True,93,2020-12-08 14:25:37.840,OWNER,PRO
843,267,USER,True,75,2020-12-08 14:37:41.054,OWNER,PRO
845,268,USER,True,75,2020-12-08 15:46:38.109,OWNER,PRO
847,269,USER,True,75,2020-12-08 15:49:54.035,OWNER,PRO
849,270,USER,True,75,2020-12-08 15:51:56.470,OWNER,PRO
851,271,USER,True,93,2020-12-08 15:53:57.493,OWNER,PRO
855,272,USER,True,33,2020-12-08 16:12:52.330,OWNER,PRO
858,273,USER,True,94,2020-12-08 16:26:42.135,OWNER,PRO
861,274,USER,True,75,2020-12-08 17:14:08.873,OWNER,PRO
863,275,USER,True,93,2020-12-08 17:27:52.443,OWNER,PRO
865,276,USER,True,92,2020-12-08 17:51:47.376,OWNER,PRO
867,277,USER,True,75,2020-12-08 21:19:14.908,OWNER,PRO
869,278,USER,True,75,2020-12-09 08:02:27.569,OWNER,PRO
871,279,USER,True,92,2020-12-09 08:36:55.820,OWNER,PRO
873,280,USER,True,75,2020-12-09 09:53:36.978,OWNER,PRO
875,281,USER,True,67,2020-12-09 10:29:00.537,OWNER,PRO
884,282,USER,True,00,2020-12-09 11:15:27.673,,PRO
885,283,USER,True,44,2020-12-09 12:59:56.753,OWNER,PRO
887,284,USER,True,75,2020-12-09 14:12:21.501,OWNER,PRO
890,285,USER,True,33,2020-12-09 14:50:24.103,OWNER,PRO
892,286,USER,True,92,2020-12-09 15:11:25.256,OWNER,PRO
895,287,USER,True,75,2020-12-09 15:21:39.250,OWNER,PRO
897,288,USER,True,33,2020-12-09 15:44:55.749,OWNER,PRO
899,289,USER,True,92,2020-12-09 17:27:14.451,OWNER,PRO
901,290,USER,True,33,2020-12-09 17:33:55.471,OWNER,PRO
904,291,USER,True,67,2020-12-09 18:30:48.849,EDITOR,PRO
907,292,USER,True,94,2020-12-09 21:17:07.355,OWNER,PRO
909,293,USER,True,75,2020-12-09 21:21:41.862,OWNER,PRO
911,294,USER,True,94,2020-12-10 00:33:55.740,OWNER,PRO
913,295,USER,True,75,2020-12-10 07:45:26.689,OWNER,PRO
915,296,USER,True,33,2020-12-10 08:20:37.490,OWNER,PRO
917,297,USER,True,75,2020-12-10 08:28:29.499,OWNER,PRO
919,298,USER,True,44,2020-12-10 09:18:00.364,OWNER,PRO
921,299,USER,True,93,2020-12-10 10:49:31.252,OWNER,PRO
923,300,USER,True,67,2020-12-10 11:01:20.124,OWNER,PRO
925,301,USER,True,67,2020-12-10 11:13:15.880,OWNER,PRO
927,302,USER,True,67,2020-12-10 11:17:38.515,OWNER,PRO
929,303,USER,True,75,2020-12-10 11:21:30.980,OWNER,PRO
931,304,USER,True,33,2020-12-10 11:32:14.583,OWNER,PRO
933,305,USER,True,78,2020-12-10 11:34:53.555,OWNER,PRO
950,306,USER,True,33,2020-12-10 11:36:07.841,OWNER,PRO
952,307,USER,True,75,2020-12-10 11:55:41.078,OWNER,PRO
954,308,USER,True,75,2020-12-10 12:01:41.108,OWNER,PRO
956,309,USER,True,75,2020-12-10 12:03:15.458,OWNER,PRO
958,310,USER,True,75,2020-12-10 12:05:49.265,OWNER,PRO
961,311,USER,True,75,2020-12-10 12:06:00.595,OWNER,PRO
963,312,USER,True,67,2020-12-10 12:33:50.346,OWNER,PRO
965,313,USER,True,75,2020-12-10 12:43:34.998,OWNER,PRO
967,314,USER,True,33,2020-12-10 12:50:03.634,OWNER,PRO
969,315,USER,True,75,2020-12-10 13:10:26.489,OWNER,PRO
971,316,USER,True,75,2020-12-10 13:17:41.706,OWNER,PRO
973,317,USER,True,75,2020-12-10 13:19:59.525,OWNER,PRO
975,318,USER,True,75,2020-12-10 13:21:35.197,OWNER,PRO
978,319,USER,True,75,2020-12-10 13:23:33.722,OWNER,PRO
980,320,USER,True,33,2020-12-10 13:29:13.951,OWNER,PRO
982,321,USER,True,75,2020-12-10 13:31:04.780,OWNER,PRO
984,322,USER,True,33,2020-12-10 13:31:19.362,OWNER,PRO
986,323,USER,True,75,2020-12-10 13:32:14.417,OWNER,PRO
988,324,USER,True,75,2020-12-10 13:52:40.283,OWNER,PRO
995,325,USER,True,33,2020-12-10 13:56:33.894,EDITOR,PRO
997,326,USER,True,75,2020-12-10 14:02:32.314,OWNER,PRO
999,327,USER,True,33,2020-12-10 14:21:00.244,OWNER,PRO
1001,328,USER,True,44,2020-12-10 14:35:18.924,EDITOR,PRO
1003,329,USER,True,93,2020-12-10 14:40:02.545,OWNER,PRO
1006,330,USER,True,92,2020-12-10 14:55:02.080,OWNER,PRO
1008,331,USER,True,75,2020-12-10 14:55:47.067,OWNER,PRO
1010,332,USER,True,92,2020-12-10 15:10:39.091,OWNER,PRO
1012,333,USER,True,92,2020-12-10 15:15:33.533,OWNER,PRO
1015,334,USER,True,78,2020-12-10 15:15:38.979,OWNER,PRO
1017,335,USER,True,93,2020-12-10 15:16:51.475,OWNER,PRO
1019,336,USER,True,92,2020-12-10 15:18:10.529,OWNER,PRO
1022,337,USER,True,93,2020-12-10 15:21:13.514,,PRO
1023,338,USER,True,93,2020-12-10 15:21:45.358,OWNER,PRO
1025,339,USER,True,94,2020-12-10 15:24:09.215,OWNER,PRO
1027,340,USER,True,92,2020-12-10 15:25:07.899,OWNER,PRO
1029,341,USER,True,93,2020-12-10 15:26:03.769,OWNER,PRO
1031,342,USER,True,75,2020-12-10 15:28:19.002,OWNER,PRO
1033,343,USER,True,92,2020-12-10 15:38:55.811,OWNER,PRO
1035,344,USER,True,94,2020-12-10 15:39:11.231,OWNER,PRO
1037,345,USER,True,75,2020-12-10 15:41:01.675,OWNER,PRO
1039,346,USER,True,33,2020-12-10 15:41:47.706,OWNER,PRO
1043,347,USER,True,00,2020-12-10 15:47:08.658,,PRO
1044,348,USER,True,67,2020-12-10 15:49:03.414,OWNER,PRO
1050,349,USER,True,93,2020-12-10 15:50:10.995,OWNER,PRO
1052,350,USER,True,94,2020-12-10 15:53:29.376,OWNER,PRO
1055,351,USER,True,94,2020-12-10 15:57:08.354,OWNER,PRO
1057,352,USER,True,33,2020-12-10 15:58:16.336,OWNER,PRO
1059,353,USER,True,93,2020-12-10 15:59:55.274,OWNER,PRO
1063,354,USER,True,75,2020-12-10 16:00:49.077,OWNER,PRO
1065,355,USER,True,78,2020-12-10 16:05:17.665,OWNER,PRO
1067,356,USER,True,78,2020-12-10 16:14:05.160,OWNER,PRO
1144,357,USER,True,78,2020-12-10 16:15:23.399,OWNER,PRO
1149,358,USER,True,78,2020-12-10 16:17:01.635,OWNER,PRO
1151,359,USER,True,33,2020-12-10 16:32:44.941,OWNER,PRO
1153,360,USER,True,93,2020-12-10 16:48:00.842,OWNER,PRO
1155,361,USER,True,75,2020-12-10 16:50:07.457,OWNER,PRO
1157,362,USER,True,94,2020-12-10 16:55:32.924,OWNER,PRO
1159,363,USER,True,67,2020-12-10 17:00:20.249,EDITOR,PRO
1162,364,USER,True,78,2020-12-10 17:03:47.101,,PRO
1163,365,USER,True,00,2020-12-10 17:13:16.883,,PRO
1164,366,USER,True,33,2020-12-10 17:17:09.224,OWNER,PRO
1166,367,USER,True,92,2020-12-10 17:26:56.266,OWNER,PRO
1168,368,USER,True,67,2020-12-10 17:35:33.546,OWNER,PRO
1170,369,USER,True,93,2020-12-10 18:32:22.196,OWNER,PRO
1172,370,USER,True,93,2020-12-10 18:48:42.023,OWNER,PRO
1174,371,USER,True,78,2020-12-10 20:03:19.354,OWNER,PRO
1176,372,USER,True,00,2020-12-10 20:20:17.573,,PRO
1177,373,USER,True,75,2020-12-10 20:40:44.527,OWNER,PRO
1179,374,USER,True,75,2020-12-10 22:18:41.679,OWNER,PRO
1181,375,USER,True,93,2020-12-11 07:46:44.328,OWNER,PRO
1183,376,USER,True,75,2020-12-11 07:54:33.966,OWNER,PRO
1185,377,USER,True,94,2020-12-11 08:10:37.365,OWNER,PRO
1187,378,USER,True,78,2020-12-11 08:44:17.529,OWNER,PRO
1189,379,USER,True,93,2020-12-11 09:10:20.113,OWNER,PRO
1191,380,USER,True,93,2020-12-11 09:31:00.676,OWNER,PRO
1193,381,USER,True,75,2020-12-11 09:31:06.679,OWNER,PRO
1195,382,USER,True,78,2020-12-11 09:51:49.761,OWNER,PRO
1197,383,USER,True,75,2020-12-11 09:53:13.653,OWNER,PRO
1199,384,USER,True,92,2020-12-11 10:00:12.318,OWNER,PRO
1201,385,USER,True,"94,78",2020-12-11 10:09:41.602,EDITOR,PRO
1203,386,USER,True,93,2020-12-11 10:33:56.616,OWNER,PRO
1205,387,USER,True,94,2020-12-11 10:41:55.490,OWNER,PRO
1207,388,USER,True,94,2020-12-11 11:09:47.691,OWNER,PRO
1209,389,USER,True,33,2020-12-11 11:27:29.073,OWNER,PRO
1213,390,USER,True,94,2020-12-11 11:59:22.706,OWNER,PRO
1215,391,USER,True,94,2020-12-11 12:26:38.874,,PRO
1216,392,USER,True,00,2020-12-11 12:44:44.815,,PRO
1217,393,USER,True,75,2020-12-11 13:16:10.683,OWNER,PRO
1219,394,USER,True,33,2020-12-11 13:20:54.921,OWNER,PRO
1221,395,USER,True,75,2020-12-11 13:22:03.238,OWNER,PRO
1223,396,USER,True,75,2020-12-11 13:32:21.626,OWNER,PRO
1225,397,USER,True,67,2020-12-11 13:36:22.145,OWNER,PRO
1227,398,USER,True,93,2020-12-11 14:15:30.293,OWNER,PRO
1229,399,USER,True,78,2020-12-11 14:16:43.700,OWNER,PRO
1235,400,USER,True,93,2020-12-11 14:19:24.869,OWNER,PRO
1239,401,USER,True,75,2020-12-11 14:33:31.444,OWNER,PRO
1241,402,USER,True,00,2020-12-11 14:34:37.006,,PRO
1242,403,USER,True,75,2020-12-11 14:37:01.710,OWNER,PRO
1244,404,USER,True,33,2020-12-11 15:02:30.492,OWNER,PRO
1257,405,USER,True,92,2020-12-11 15:03:51.296,OWNER,PRO
1259,406,USER,True,67,2020-12-11 15:04:45.382,,PRO
1260,407,USER,True,75,2020-12-11 15:34:28.924,OWNER,PRO
1282,408,USER,True,33,2020-12-11 15:43:18.075,OWNER,PRO
1284,409,USER,True,93,2020-12-11 16:02:12.256,OWNER,PRO
1286,410,USER,True,75,2020-12-11 16:48:57.982,OWNER,PRO
1288,411,USER,True,67,2020-12-11 17:18:54.817,OWNER,PRO
1290,412,USER,True,94,2020-12-11 17:38:12.709,OWNER,PRO
1293,413,USER,True,94,2020-12-12 05:56:15.839,OWNER,PRO
1296,414,USER,True,75,2020-12-12 09:37:53.492,OWNER,PRO
1298,415,USER,True,75,2020-12-12 10:15:50.157,OWNER,PRO
1300,416,USER,True,94,2020-12-12 14:33:05.627,OWNER,PRO
1302,417,USER,True,94,2020-12-12 16:44:49.581,OWNER,PRO
1309,418,USER,True,33,2020-12-12 17:16:57.347,OWNER,PRO
1311,420,USER,True,33,2020-12-14 08:26:04.299,OWNER,PRO
1315,421,USER,True,94,2020-12-14 08:29:41.823,OWNER,PRO
1323,422,USER,True,93,2020-12-14 08:42:00.635,OWNER,PRO
1325,423,USER,True,00,2020-12-14 09:10:48.788,,PRO
1326,424,USER,True,75,2020-12-14 09:16:14.618,OWNER,PRO
1328,425,USER,True,75,2020-12-14 09:20:12.029,OWNER,PRO
1330,426,USER,True,78,2020-12-14 09:34:26.215,OWNER,PRO
1332,427,USER,True,93,2020-12-14 09:52:25.335,OWNER,PRO
1334,428,USER,True,75,2020-12-14 09:56:19.246,OWNER,PRO
1336,429,USER,True,93,2020-12-14 10:07:06.449,OWNER,PRO
1338,430,USER,True,33,2020-12-14 10:26:16.366,OWNER,PRO
1348,431,USER,True,93,2020-12-14 10:28:05.640,OWNER,PRO
1350,432,USER,True,93,2020-12-14 10:44:16.911,EDITOR,PRO
1352,433,USER,True,67,2020-12-14 10:53:48.885,EDITOR,PRO
1355,434,USER,True,67,2020-12-14 10:55:42.569,EDITOR,PRO
1358,435,USER,True,67,2020-12-14 10:56:13.333,EDITOR,PRO
1361,436,USER,True,93,2020-12-14 11:19:21.263,OWNER,PRO
1363,437,USER,True,33,2020-12-14 11:53:26.539,OWNER,PRO
1365,438,USER,True,75,2020-12-14 12:37:44.227,OWNER,PRO
1367,439,USER,True,93,2020-12-14 12:40:02.569,OWNER,PRO
1397,440,USER,True,78,2020-12-14 12:55:06.843,OWNER,PRO
1402,441,USER,True,67,2020-12-14 13:02:51.625,OWNER,PRO
1404,442,USER,True,78,2020-12-14 13:38:59.352,OWNER,PRO
1406,443,USER,True,33,2020-12-14 13:46:05.341,OWNER,PRO
1409,444,USER,True,00,2020-12-14 13:52:53.482,,PRO
1410,445,USER,True,78,2020-12-14 14:10:59.135,OWNER,PRO
1412,446,USER,True,94,2020-12-14 14:22:29.800,OWNER,PRO
1414,447,USER,True,92,2020-12-14 14:24:59.888,OWNER,PRO
1416,448,USER,True,94,2020-12-14 14:41:06.813,OWNER,PRO
1418,449,USER,True,92,2020-12-14 14:49:38.046,OWNER,PRO
1420,450,USER,True,94,2020-12-14 14:56:31.746,OWNER,PRO
1423,451,USER,True,93,2020-12-14 15:58:49.902,OWNER,PRO
1425,452,USER,True,92,2020-12-14 16:23:15.064,OWNER,PRO
1427,453,USER,True,78,2020-12-14 16:36:06.445,OWNER,PRO
1429,454,USER,True,67,2020-12-14 16:42:10.548,OWNER,PRO
1431,455,USER,True,67,2020-12-14 17:55:48.820,EDITOR,PRO
1434,456,USER,True,75,2020-12-14 20:04:25.758,OWNER,PRO
1436,457,USER,True,93,2020-12-15 07:44:09.746,OWNER,PRO
1438,458,USER,True,78,2020-12-15 08:11:21.304,OWNER,PRO
1444,459,USER,True,78,2020-12-15 08:36:49.372,OWNER,PRO
