,organization_id,createdAt,territories
791,1041,2020-11,75
792,1042,2020-11,75
793,1043,2020-11,75
794,1044,2020-11,75
795,1045,2020-11,75
796,1046,2020-11,75
797,1047,2020-11,75
798,1048,2020-11,75
799,1049,2020-11,75
800,1050,2020-11,75
801,1051,2020-11,75
802,1052,2020-11,75
803,1055,2020-11,75
804,1056,2020-11,75
805,1057,2020-11,75
806,1058,2020-11,75
807,1059,2020-11,75
808,1060,2020-11,75
809,1062,2020-11,75
810,1064,2020-11,75
811,1065,2020-11,75
812,1066,2020-11,75
813,1067,2020-11,75
814,1068,2020-11,75
815,1069,2020-11,75
816,1070,2020-11,75
817,1071,2020-11,75
818,1073,2020-11,75
819,1075,2020-11,75
820,1076,2020-11,75
821,1078,2020-11,75
822,1080,2020-11,75
823,1081,2020-11,75
824,1082,2020-11,75
825,1083,2020-11,75
826,1084,2020-11,75
827,1085,2020-11,75
828,1086,2020-11,75
829,1087,2020-11,75
830,1088,2020-11,75
831,1089,2020-11,75
832,1090,2020-11,75
833,1091,2020-11,75
834,1093,2020-11,75
835,1094,2020-11,75
836,1095,2020-11,75
837,1096,2020-11,75
838,1098,2020-11,75
839,1099,2020-11,75
840,1100,2020-11,75
841,1101,2020-11,75
842,1102,2020-11,75
843,1103,2020-11,75
844,1105,2020-11,75
845,1106,2020-11,75
846,1107,2020-11,75
847,1109,2020-11,75
848,1110,2020-11,75
849,1112,2020-11,75
850,1114,2020-11,75
851,1115,2020-11,75
852,1116,2020-11,75
853,1117,2020-11,75
854,1118,2020-11,75
855,1119,2020-11,75
856,1121,2020-11,75
857,1122,2020-11,75
858,1123,2020-11,75
859,1125,2020-11,75
860,1126,2020-11,75
861,1127,2020-11,75
862,1128,2020-11,75
863,1129,2020-11,75
864,1130,2020-11,75
865,1131,2020-11,75
866,1132,2020-11,75
867,1133,2020-11,75
868,1134,2020-11,75
869,1135,2020-11,75
870,1136,2020-11,75
871,1138,2020-11,75
872,1139,2020-11,75
873,1140,2020-11,75
874,1141,2020-11,75
875,1142,2020-11,75
876,1143,2020-11,75
877,1144,2020-11,75
878,1146,2020-11,75
879,1148,2020-11,75
880,1149,2020-11,75
881,1150,2020-11,75
882,1151,2020-11,75
883,1152,2020-11,75
884,1153,2020-11,75
885,1154,2020-11,75
886,1155,2020-11,75
887,1156,2020-11,75
888,1157,2020-11,75
889,1158,2020-11,75
890,1160,2020-11,75
891,1161,2020-11,75
892,1164,2020-11,75
893,1165,2020-11,75
894,1166,2020-11,75
895,1167,2020-11,75
896,1168,2020-11,75
897,1169,2020-11,75
898,1170,2020-11,75
899,1171,2020-11,75
900,1172,2020-11,75
901,1173,2020-11,75
902,1174,2020-11,75
903,1175,2020-11,75
904,1176,2020-11,75
905,1178,2020-11,75
906,1179,2020-11,75
907,1180,2020-11,75
908,1181,2020-11,75
909,1182,2020-11,75
910,1183,2020-11,75
911,1184,2020-11,75
912,1185,2020-11,75
913,1186,2020-11,75
914,1187,2020-11,75
915,1188,2020-11,75
916,1189,2020-11,75
917,1190,2020-11,75
918,1191,2020-11,75
919,1192,2020-11,75
920,1194,2020-11,75
921,1195,2020-11,75
922,1196,2020-11,75
923,1197,2020-11,75
924,1198,2020-11,75
925,1199,2020-11,75
926,1200,2020-11,75
927,1201,2020-11,75
928,1202,2020-11,75
929,1203,2020-11,75
930,1204,2020-11,75
931,1205,2020-11,75
932,1206,2020-11,75
933,1207,2020-11,75
934,1208,2020-11,75
935,1210,2020-11,75
936,1211,2020-11,75
937,1212,2020-11,75
938,1213,2020-11,75
939,1214,2020-11,75
940,1215,2020-11,75
941,1216,2020-11,75
942,1217,2020-11,75
943,1218,2020-11,75
944,1219,2020-11,75
945,1221,2020-11,75
946,1222,2020-11,75
947,1223,2020-11,75
948,1224,2020-11,75
949,1225,2020-11,75
950,1226,2020-11,75
951,1227,2020-11,75
952,1228,2020-11,75
953,1229,2020-11,75
954,1230,2020-11,75
955,1231,2020-11,75
956,1232,2020-11,75
957,1233,2020-11,75
958,1234,2020-11,75
959,1237,2020-11,75
960,1241,2020-11,75
961,1242,2020-11,75
962,1247,2020-11,75
963,1248,2020-11,75
964,1249,2020-11,75
965,1250,2020-11,75
966,1251,2020-11,75
967,1252,2020-11,75
968,1253,2020-11,75
969,1254,2020-11,75
970,1255,2020-11,75
971,1257,2020-11,75
972,1259,2020-11,75
973,1260,2020-11,75
974,1261,2020-11,75
975,1262,2020-11,75
976,1263,2020-11,75
977,1264,2020-11,75
978,1265,2020-11,75
979,1266,2020-11,75
980,1267,2020-11,75
981,1268,2020-11,75
982,1269,2020-11,75
983,1270,2020-11,75
984,1271,2020-11,75
985,1274,2020-11,75
986,1275,2020-11,75
987,1276,2020-11,75
988,1277,2020-11,75
989,1278,2020-11,75
990,1279,2020-11,75
991,1280,2020-11,75
992,1281,2020-11,75
993,1282,2020-11,75
994,1283,2020-11,75
995,1284,2020-11,75
996,1285,2020-11,75
997,1286,2020-11,75
998,1287,2020-11,75
999,1288,2020-11,75
1000,1289,2020-11,75
1001,1290,2020-11,75
1002,1291,2020-11,75
1003,1292,2020-11,75
1004,1293,2020-11,75
1005,1294,2020-11,75
1006,1295,2020-11,75
1007,1296,2020-11,75
1008,1298,2020-11,75
1009,1299,2020-11,75
1010,1300,2020-11,75
1011,1301,2020-11,75
1012,1302,2020-11,75
1013,1303,2020-11,75
1014,1304,2020-11,75
1015,1305,2020-11,75
1016,1306,2020-11,75
1017,1307,2020-11,75
1018,1308,2020-11,75
1019,1309,2020-11,75
1020,1310,2020-11,75
1021,1311,2020-11,75
1022,1312,2020-11,75
1023,1313,2020-11,75
1024,1315,2020-11,75
1025,1316,2020-11,75
1026,1318,2020-11,75
1027,1319,2020-11,75
1028,1320,2020-11,75
1029,1321,2020-11,75
1030,1322,2020-11,75
1031,1323,2020-11,75
1032,1324,2020-11,75
1033,1325,2020-11,75
1034,1326,2020-11,75
1035,1327,2020-11,75
1036,1328,2020-11,75
1037,1329,2020-11,75
1038,1330,2020-11,75
1039,1331,2020-11,75
1040,1332,2020-11,75
1041,1333,2020-11,75
1042,1334,2020-11,75
1043,1335,2020-11,75
1044,1336,2020-11,75
1045,1337,2020-11,75
1046,1338,2020-11,75
1047,1339,2020-11,75
1048,1341,2020-11,75
1049,1344,2020-11,75
1050,1346,2020-11,75
1051,1355,2020-11,75
1052,1356,2020-11,75
1053,1357,2020-11,75
1054,1358,2020-11,75
1055,1359,2020-11,75
1056,1360,2020-11,75
1057,1361,2020-11,75
1058,1362,2020-11,75
1059,1363,2020-11,75
1060,1364,2020-11,75
1061,1365,2020-11,75
1062,1366,2020-11,75
1063,1367,2020-11,75
1064,1368,2020-11,75
1065,1369,2020-11,75
1066,1370,2020-11,75
1067,1371,2020-11,75
1068,1373,2020-11,75
1069,1374,2020-11,75
1070,1375,2020-11,75
1071,1376,2020-11,75
1072,1377,2020-11,75
1073,1379,2020-11,75
1074,1380,2020-11,75
1075,1381,2020-11,75
1076,1383,2020-11,75
1077,1384,2020-11,75
1078,1386,2020-11,75
1079,1391,2020-11,75
1080,1392,2020-11,75
1081,1393,2020-11,75
1082,1394,2020-11,75
1083,1395,2020-11,75
1084,1396,2020-11,75
1085,1397,2020-11,75
1086,1398,2020-11,75
1087,1399,2020-11,75
1088,1400,2020-11,75
1089,1401,2020-11,75
1090,1402,2020-11,75
1091,1403,2020-11,75
1092,1404,2020-11,75
1093,1406,2020-11,75
1094,1408,2020-11,75
1095,1409,2020-11,75
1096,1410,2020-11,75
1097,1411,2020-11,75
1098,1412,2020-11,75
1099,1413,2020-11,75
1100,1414,2020-11,75
1101,1415,2020-11,75
1102,1417,2020-11,75
1103,1418,2020-11,75
1104,1419,2020-11,75
1105,1421,2020-11,75
1106,1422,2020-11,75
1107,1424,2020-11,75
1108,1425,2020-11,75
1109,1426,2020-11,75
1110,1427,2020-11,75
1111,1428,2020-11,75
1112,1429,2020-11,75
1113,1430,2020-11,75
1114,1431,2020-11,75
1115,1432,2020-11,75
1116,1434,2020-11,75
1117,1435,2020-11,75
1118,1438,2020-11,75
1119,1439,2020-11,75
1120,1440,2020-11,75
1121,1441,2020-11,75
1122,1442,2020-11,75
1123,1443,2020-11,75
1124,1444,2020-11,75
1125,1445,2020-11,75
1126,1446,2020-11,75
1127,1447,2020-11,75
1128,1448,2020-11,75
1129,1449,2020-11,75
1130,1450,2020-11,75
1131,1451,2020-11,75
1132,1452,2020-11,75
1133,1453,2020-11,75
1134,1454,2020-11,75
1135,1455,2020-11,75
1136,1456,2020-11,75
1137,1457,2020-11,75
1138,1458,2020-11,75
1139,1459,2020-11,75
1140,1460,2020-11,75
1141,1461,2020-11,75
1142,1462,2020-11,75
1143,1463,2020-11,75
1144,1464,2020-11,75
1145,1465,2020-11,75
1146,1466,2020-11,75
1147,1467,2020-11,75
1148,1468,2020-11,75
1149,1469,2020-11,75
1150,1470,2020-11,75
1151,1471,2020-11,75
1152,1472,2020-11,75
1153,1473,2020-11,75
1154,1474,2020-11,75
1155,1475,2020-11,75
1156,1476,2020-11,75
1157,1477,2020-11,75
1158,1478,2020-11,75
1159,1481,2020-11,75
1160,1483,2020-11,75
1161,1484,2020-11,75
1162,1486,2020-11,75
1163,1489,2020-11,75
1164,1491,2020-11,75
1165,1492,2020-11,75
1166,1494,2020-11,75
1167,1495,2020-11,75
1168,1496,2020-11,75
1169,1497,2020-11,75
1170,1498,2020-11,75
1171,1500,2020-11,75
1172,1501,2020-11,75
1173,1502,2020-11,75
1174,1503,2020-11,75
1175,1504,2020-11,75
1176,1505,2020-11,75
1177,1508,2020-11,75
1178,1509,2020-11,75
1179,1510,2020-11,75
1180,1511,2020-11,75
1181,1512,2020-11,75
1182,1513,2020-11,75
1183,1514,2020-11,75
1184,1515,2020-11,75
1185,1516,2020-11,75
1186,1517,2020-11,75
1187,1518,2020-11,75
1188,1519,2020-11,75
1189,1520,2020-11,75
1190,1521,2020-11,75
1191,1522,2020-11,75
1192,1523,2020-11,75
1193,1524,2020-11,75
1194,1525,2020-11,75
1195,1526,2020-11,75
1196,1527,2020-11,75
1197,1528,2020-11,75
1198,1529,2020-11,75
1199,1530,2020-11,75
1200,1531,2020-11,75
1201,1532,2020-11,75
1202,1533,2020-11,75
1203,1534,2020-11,75
1204,1535,2020-11,75
1205,1536,2020-11,75
1206,1537,2020-11,75
1207,1538,2020-11,75
