,createdAt,territories,departement
78,2020-11,['33'],33
79,2020-11,['33'],33
80,2020-11,['33'],33
81,2020-11,['33'],33
82,2020-11,['33'],33
83,2020-11,['33'],33
84,2020-11,['33'],33
85,2020-11,['33'],33
86,2020-11,['33'],33
87,2020-11,['33'],33
88,2020-11,['33'],33
89,2020-11,['33'],33
90,2020-11,['33'],33
91,2020-11,['33'],33
92,2020-11,['33'],33
93,2020-11,['33'],33
94,2020-11,['33'],33
95,2020-11,['33'],33
96,2020-11,['33'],33
97,2020-11,['33'],33
98,2020-11,['33'],33
99,2020-11,['33'],33
100,2020-11,['33'],33
101,2020-11,['33'],33
102,2020-11,['33'],33
103,2020-11,['33'],33
104,2020-11,['33'],33
105,2020-11,['33'],33
106,2020-11,['33'],33
107,2020-11,['33'],33
108,2020-11,['33'],33
109,2020-11,['33'],33
110,2020-11,['33'],33
111,2020-11,['33'],33
112,2020-11,['33'],33
113,2020-11,['33'],33
114,2020-11,['33'],33
115,2020-11,['33'],33
116,2020-11,['33'],33
117,2020-11,['33'],33
118,2020-11,['33'],33
119,2020-11,['33'],33
120,2020-11,['33'],33
121,2020-11,['33'],33
122,2020-11,['33'],33
123,2020-11,['33'],33
124,2020-11,['33'],33
125,2020-11,['33'],33
126,2020-11,['33'],33
127,2020-11,['33'],33
128,2020-11,['33'],33
129,2020-11,['33'],33
130,2020-11,['33'],33
131,2020-11,['33'],33
132,2020-11,['33'],33
133,2020-11,['33'],33
134,2020-11,['33'],33
135,2020-11,['33'],33
136,2020-11,['33'],33
137,2020-11,['33'],33
138,2020-11,['33'],33
139,2020-11,['33'],33
140,2020-11,['33'],33
141,2020-11,['33'],33
142,2020-11,['33'],33
143,2020-11,['33'],33
144,2020-11,['33'],33
145,2020-11,['33'],33
146,2020-11,['33'],33
147,2020-11,['33'],33
148,2020-11,['33'],33
149,2020-11,['33'],33
150,2020-11,['33'],33
151,2020-11,['33'],33
152,2020-11,['33'],33
153,2020-11,['33'],33
154,2020-11,['33'],33
155,2020-11,['33'],33
156,2020-11,['33'],33
157,2020-11,['33'],33
158,2020-11,['33'],33
159,2020-11,['33'],33
160,2020-11,['33'],33
161,2020-11,['33'],33
162,2020-11,['33'],33
163,2020-11,['33'],33
164,2020-11,['33'],33
165,2020-11,['33'],33
166,2020-11,['33'],33
167,2020-11,['33'],33
168,2020-11,['33'],33
169,2020-11,['33'],33
170,2020-11,['33'],33
171,2020-11,['33'],33
172,2020-11,['33'],33
173,2020-11,['33'],33
174,2020-11,['33'],33
175,2020-11,['33'],33
176,2020-11,['33'],33
177,2020-11,['33'],33
178,2020-11,['33'],33
179,2020-11,['33'],33
180,2020-11,['33'],33
181,2020-11,['33'],33
182,2020-11,['33'],33
183,2020-11,['33'],33
184,2020-11,['33'],33
185,2020-11,['33'],33
186,2020-11,['33'],33
187,2020-11,['33'],33
188,2020-11,['33'],33
189,2020-11,['33'],33
190,2020-11,['33'],33
191,2020-11,['33'],33
192,2020-11,['33'],33
193,2020-11,['33'],33
194,2020-11,['33'],33
195,2020-11,['33'],33
196,2020-11,['33'],33
197,2020-11,['33'],33
198,2020-11,['33'],33
199,2020-11,['33'],33
200,2020-11,['33'],33
201,2020-11,['33'],33
202,2020-11,['33'],33
203,2020-11,['33'],33
204,2020-11,['33'],33
205,2020-11,['33'],33
206,2020-11,['33'],33
207,2020-11,['33'],33
208,2020-11,['33'],33
209,2020-11,['33'],33
210,2020-11,['33'],33
211,2020-11,['33'],33
212,2020-11,['33'],33
213,2020-11,['33'],33
214,2020-11,['33'],33
215,2020-11,['33'],33
216,2020-11,['33'],33
217,2020-11,['33'],33
218,2020-11,['33'],33
219,2020-11,['33'],33
220,2020-11,['33'],33
221,2020-11,['33'],33
222,2020-11,['33'],33
223,2020-11,['33'],33
224,2020-11,['33'],33
225,2020-11,['33'],33
226,2020-11,['33'],33
227,2020-11,['33'],33
228,2020-11,['33'],33
229,2020-11,['33'],33
230,2020-11,['33'],33
231,2020-11,['33'],33
232,2020-11,['33'],33
233,2020-11,['33'],33
234,2020-11,['33'],33
235,2020-11,['33'],33
236,2020-11,['33'],33
237,2020-11,['33'],33
238,2020-11,['33'],33
239,2020-11,['33'],33
240,2020-11,['33'],33
241,2020-11,['33'],33
242,2020-11,['33'],33
243,2020-11,['33'],33
244,2020-11,['33'],33
245,2020-11,['33'],33
246,2020-11,['33'],33
247,2020-11,['33'],33
248,2020-11,['33'],33
249,2020-11,['33'],33
250,2020-11,['33'],33
251,2020-11,['33'],33
252,2020-11,['33'],33
253,2020-11,['33'],33
254,2020-11,['33'],33
255,2020-11,['33'],33
256,2020-11,['33'],33
257,2020-11,['33'],33
258,2020-11,['33'],33
259,2020-11,['33'],33
260,2020-11,['33'],33
261,2020-11,['33'],33
262,2020-11,['33'],33
263,2020-11,['33'],33
264,2020-11,['33'],33
265,2020-11,['33'],33
266,2020-11,['33'],33
267,2020-11,['33'],33
268,2020-11,['33'],33
269,2020-11,['33'],33
270,2020-11,['33'],33
271,2020-11,['33'],33
272,2020-11,['33'],33
273,2020-11,['33'],33
274,2020-11,['33'],33
275,2020-11,['33'],33
276,2020-11,['33'],33
277,2020-11,['33'],33
278,2020-11,['33'],33
279,2020-11,['33'],33
280,2020-11,['33'],33
281,2020-11,['33'],33
282,2020-11,['33'],33
283,2020-11,['33'],33
284,2020-11,['33'],33
285,2020-11,['33'],33
286,2020-11,['33'],33
287,2020-11,['33'],33
288,2020-11,['33'],33
289,2020-11,['33'],33
290,2020-11,['33'],33
291,2020-11,['33'],33
292,2020-11,['33'],33
293,2020-11,['33'],33
294,2020-11,['33'],33
295,2020-11,['33'],33
296,2020-11,['33'],33
297,2020-11,['44'],44
298,2020-11,['44'],44
299,2020-11,['44'],44
300,2020-11,['44'],44
301,2020-11,['44'],44
302,2020-11,['44'],44
303,2020-11,['44'],44
304,2020-11,['44'],44
305,2020-11,['44'],44
306,2020-11,['44'],44
307,2020-11,['44'],44
308,2020-11,['44'],44
309,2020-11,['44'],44
310,2020-11,['44'],44
311,2020-11,['44'],44
312,2020-11,['44'],44
313,2020-11,['44'],44
314,2020-11,['44'],44
315,2020-11,['44'],44
316,2020-11,['44'],44
317,2020-11,['44'],44
318,2020-11,['44'],44
319,2020-11,['44'],44
320,2020-11,['44'],44
321,2020-11,['44'],44
322,2020-11,['44'],44
323,2020-11,['44'],44
324,2020-11,['44'],44
325,2020-11,['44'],44
326,2020-11,['44'],44
327,2020-11,['44'],44
328,2020-11,['44'],44
329,2020-11,['44'],44
330,2020-11,['44'],44
331,2020-11,['44'],44
332,2020-11,['44'],44
333,2020-11,['44'],44
334,2020-11,['44'],44
335,2020-11,['44'],44
336,2020-11,['44'],44
337,2020-11,['44'],44
338,2020-11,['44'],44
339,2020-11,['44'],44
340,2020-11,['44'],44
341,2020-11,['44'],44
342,2020-11,['44'],44
343,2020-11,['44'],44
344,2020-11,['44'],44
345,2020-11,['44'],44
346,2020-11,['44'],44
347,2020-11,['44'],44
348,2020-11,['44'],44
349,2020-11,['44'],44
350,2020-11,['44'],44
351,2020-11,['44'],44
352,2020-11,['44'],44
353,2020-11,['44'],44
354,2020-11,['44'],44
355,2020-11,['44'],44
356,2020-11,['44'],44
357,2020-11,['44'],44
358,2020-11,['44'],44
359,2020-11,['44'],44
360,2020-11,['44'],44
361,2020-11,['44'],44
362,2020-11,['44'],44
363,2020-11,['44'],44
364,2020-11,['44'],44
365,2020-11,['44'],44
366,2020-11,['44'],44
367,2020-11,['44'],44
368,2020-11,['44'],44
369,2020-11,['44'],44
370,2020-11,['44'],44
371,2020-11,['44'],44
372,2020-11,['44'],44
373,2020-11,['44'],44
374,2020-11,['44'],44
375,2020-11,['44'],44
376,2020-11,['44'],44
377,2020-11,['44'],44
378,2020-11,['44'],44
379,2020-11,['44'],44
380,2020-11,['44'],44
381,2020-11,['44'],44
382,2020-11,['44'],44
383,2020-11,['44'],44
384,2020-11,['44'],44
385,2020-11,['44'],44
386,2020-11,['44'],44
387,2020-11,['44'],44
388,2020-11,['44'],44
389,2020-11,['44'],44
390,2020-11,['44'],44
391,2020-11,['44'],44
392,2020-11,['44'],44
393,2020-11,['44'],44
394,2020-11,['44'],44
395,2020-11,['44'],44
396,2020-11,['44'],44
397,2020-11,['44'],44
398,2020-11,['44'],44
399,2020-11,['44'],44
400,2020-11,['44'],44
401,2020-11,['44'],44
402,2020-11,['44'],44
403,2020-11,['44'],44
404,2020-11,['44'],44
405,2020-11,['44'],44
406,2020-11,['44'],44
407,2020-11,['44'],44
408,2020-11,['44'],44
409,2020-11,['44'],44
410,2020-11,['44'],44
411,2020-11,['44'],44
412,2020-11,['44'],44
413,2020-11,['44'],44
414,2020-11,['44'],44
415,2020-11,['44'],44
416,2020-11,['44'],44
417,2020-11,['44'],44
418,2020-11,['44'],44
419,2020-11,['44'],44
420,2020-11,['44'],44
421,2020-11,['44'],44
422,2020-11,['44'],44
423,2020-11,['44'],44
424,2020-11,['44'],44
425,2020-11,['44'],44
426,2020-11,['44'],44
427,2020-11,['44'],44
428,2020-11,['44'],44
429,2020-11,['44'],44
430,2020-11,['44'],44
431,2020-11,['44'],44
432,2020-11,['44'],44
433,2020-11,['44'],44
434,2020-11,['44'],44
435,2020-11,['44'],44
436,2020-11,['44'],44
437,2020-11,['44'],44
438,2020-11,['44'],44
439,2020-11,['44'],44
440,2020-11,['44'],44
441,2020-11,['44'],44
442,2020-11,['44'],44
443,2020-11,['44'],44
444,2020-11,['44'],44
445,2020-11,['44'],44
446,2020-11,['44'],44
447,2020-11,['44'],44
448,2020-11,['44'],44
449,2020-11,['44'],44
450,2020-11,['44'],44
451,2020-11,['44'],44
452,2020-11,['44'],44
453,2020-11,['44'],44
454,2020-11,['44'],44
455,2020-11,['44'],44
456,2020-11,['44'],44
457,2020-11,['44'],44
458,2020-11,['44'],44
459,2020-11,['44'],44
460,2020-11,['44'],44
461,2020-11,['44'],44
462,2020-11,['44'],44
463,2020-11,['44'],44
464,2020-11,['44'],44
465,2020-11,['44'],44
466,2020-11,['44'],44
467,2020-11,['44'],44
468,2020-11,['44'],44
469,2020-11,['44'],44
470,2020-11,['44'],44
471,2020-11,['44'],44
472,2020-11,['44'],44
473,2020-11,['44'],44
474,2020-11,['44'],44
475,2020-11,['44'],44
476,2020-11,['44'],44
477,2020-11,['44'],44
478,2020-11,['44'],44
479,2020-11,['44'],44
480,2020-11,['44'],44
481,2020-11,['44'],44
482,2020-11,['44'],44
483,2020-11,['44'],44
484,2020-11,['44'],44
485,2020-11,['44'],44
486,2020-11,['44'],44
487,2020-11,['44'],44
488,2020-11,['44'],44
489,2020-11,['44'],44
490,2020-11,['44'],44
491,2020-11,['44'],44
492,2020-11,['44'],44
493,2020-11,['44'],44
494,2020-11,['44'],44
495,2020-11,['44'],44
496,2020-11,['44'],44
497,2020-11,['44'],44
498,2020-11,['44'],44
499,2020-11,['44'],44
500,2020-11,['44'],44
501,2020-11,['44'],44
502,2020-11,['44'],44
503,2020-11,['44'],44
504,2020-11,['44'],44
505,2020-11,['44'],44
506,2020-11,['44'],44
507,2020-11,['44'],44
508,2020-11,['44'],44
509,2020-11,['44'],44
510,2020-11,['44'],44
511,2020-11,['44'],44
512,2020-11,['44'],44
513,2020-11,['44'],44
514,2020-11,['44'],44
515,2020-11,['44'],44
516,2020-11,['44'],44
517,2020-11,['44'],44
518,2020-11,['44'],44
519,2020-11,['44'],44
520,2020-11,['44'],44
521,2020-11,['44'],44
522,2020-11,['44'],44
523,2020-11,['44'],44
524,2020-11,['44'],44
525,2020-11,['44'],44
526,2020-11,['44'],44
527,2020-11,['44'],44
528,2020-11,['44'],44
529,2020-11,['44'],44
530,2020-11,['44'],44
531,2020-11,['44'],44
532,2020-11,['44'],44
533,2020-11,['44'],44
534,2020-11,['44'],44
535,2020-11,['44'],44
536,2020-11,['44'],44
537,2020-11,['44'],44
538,2020-11,['44'],44
539,2020-11,['44'],44
540,2020-11,['44'],44
541,2020-11,['44'],44
542,2020-11,['44'],44
543,2020-11,['44'],44
544,2020-11,['44'],44
545,2020-11,['44'],44
546,2020-11,['44'],44
547,2020-11,['44'],44
548,2020-11,['44'],44
549,2020-11,['44'],44
550,2020-11,['44'],44
551,2020-11,['44'],44
552,2020-11,['44'],44
553,2020-11,['44'],44
554,2020-11,['44'],44
555,2020-11,['44'],44
556,2020-11,['44'],44
557,2020-11,['44'],44
558,2020-11,['44'],44
559,2020-11,['44'],44
560,2020-11,['44'],44
561,2020-11,['44'],44
562,2020-11,['44'],44
563,2020-11,['44'],44
564,2020-11,['44'],44
565,2020-11,['44'],44
566,2020-11,['44'],44
567,2020-11,['44'],44
568,2020-11,['44'],44
569,2020-11,['44'],44
570,2020-11,['44'],44
571,2020-11,['44'],44
572,2020-11,['44'],44
573,2020-11,['44'],44
574,2020-11,['44'],44
575,2020-11,['44'],44
576,2020-11,['44'],44
577,2020-11,['44'],44
578,2020-11,['44'],44
579,2020-11,['44'],44
580,2020-11,['44'],44
581,2020-11,['44'],44
582,2020-11,['44'],44
583,2020-11,['44'],44
584,2020-11,['44'],44
585,2020-11,['44'],44
586,2020-11,['44'],44
587,2020-11,['44'],44
588,2020-11,['44'],44
589,2020-11,['44'],44
590,2020-11,['44'],44
591,2020-11,['44'],44
592,2020-11,['44'],44
593,2020-11,['44'],44
594,2020-11,['44'],44
595,2020-11,['44'],44
596,2020-11,['44'],44
597,2020-11,['44'],44
598,2020-11,['44'],44
599,2020-11,['44'],44
600,2020-11,['44'],44
601,2020-11,['44'],44
602,2020-11,['44'],44
603,2020-11,['44'],44
604,2020-11,['44'],44
605,2020-11,['44'],44
606,2020-11,['44'],44
607,2020-11,['44'],44
608,2020-11,['44'],44
609,2020-11,['44'],44
610,2020-11,['44'],44
611,2020-11,['44'],44
612,2020-11,['44'],44
613,2020-11,['44'],44
614,2020-11,['44'],44
615,2020-11,['44'],44
616,2020-11,['44'],44
617,2020-11,['44'],44
618,2020-11,['44'],44
619,2020-11,['44'],44
620,2020-11,['44'],44
621,2020-11,['44'],44
622,2020-11,['44'],44
623,2020-11,['44'],44
624,2020-11,['44'],44
625,2020-11,['44'],44
626,2020-11,['44'],44
627,2020-11,['44'],44
628,2020-11,['44'],44
629,2020-11,['44'],44
630,2020-11,['44'],44
631,2020-11,['44'],44
632,2020-11,['44'],44
633,2020-11,['44'],44
634,2020-11,['44'],44
635,2020-11,['44'],44
636,2020-11,['44'],44
637,2020-11,['44'],44
638,2020-11,['44'],44
639,2020-11,['44'],44
640,2020-11,['67'],67
641,2020-11,['67'],67
642,2020-11,['67'],67
643,2020-11,['67'],67
644,2020-11,['67'],67
645,2020-11,['67'],67
646,2020-11,['67'],67
647,2020-11,['67'],67
648,2020-11,['67'],67
649,2020-11,['67'],67
650,2020-11,['67'],67
651,2020-11,['67'],67
652,2020-11,['67'],67
653,2020-11,['67'],67
654,2020-11,['67'],67
655,2020-11,['67'],67
656,2020-11,['67'],67
657,2020-11,['67'],67
658,2020-11,['67'],67
659,2020-11,['67'],67
660,2020-11,['67'],67
661,2020-11,['67'],67
662,2020-11,['67'],67
663,2020-11,['67'],67
664,2020-11,['67'],67
665,2020-11,['67'],67
666,2020-11,['67'],67
667,2020-11,['67'],67
668,2020-11,['67'],67
669,2020-11,['67'],67
670,2020-11,['67'],67
671,2020-11,['67'],67
672,2020-11,['67'],67
673,2020-11,['67'],67
674,2020-11,['67'],67
675,2020-11,['67'],67
676,2020-11,['67'],67
677,2020-11,['67'],67
678,2020-11,['67'],67
679,2020-11,['67'],67
680,2020-11,['67'],67
681,2020-11,['67'],67
682,2020-11,['67'],67
683,2020-11,['67'],67
684,2020-11,['67'],67
685,2020-11,['67'],67
686,2020-11,['67'],67
687,2020-11,['67'],67
688,2020-11,['67'],67
689,2020-11,['67'],67
690,2020-11,['67'],67
691,2020-11,['67'],67
692,2020-11,['67'],67
693,2020-11,['67'],67
694,2020-11,['67'],67
695,2020-11,['67'],67
696,2020-11,['67'],67
697,2020-11,['67'],67
698,2020-11,['67'],67
699,2020-11,['67'],67
700,2020-11,['67'],67
701,2020-11,['67'],67
702,2020-11,['67'],67
703,2020-11,['67'],67
704,2020-11,['67'],67
705,2020-11,['67'],67
706,2020-11,['67'],67
707,2020-11,['67'],67
708,2020-11,['67'],67
709,2020-11,['67'],67
710,2020-11,['67'],67
711,2020-11,['67'],67
712,2020-11,['67'],67
713,2020-11,['67'],67
714,2020-11,['67'],67
715,2020-11,['67'],67
716,2020-11,['75'],75
717,2020-11,['75'],75
718,2020-11,['75'],75
719,2020-11,['75'],75
720,2020-11,['75'],75
721,2020-11,['75'],75
722,2020-11,['75'],75
723,2020-11,['75'],75
724,2020-11,['75'],75
725,2020-11,['75'],75
726,2020-11,['75'],75
727,2020-11,['75'],75
728,2020-11,['75'],75
729,2020-11,['75'],75
730,2020-11,['75'],75
731,2020-11,['75'],75
732,2020-11,['75'],75
733,2020-11,['75'],75
734,2020-11,['75'],75
735,2020-11,['75'],75
736,2020-11,['75'],75
737,2020-11,['75'],75
738,2020-11,['75'],75
739,2020-11,['75'],75
740,2020-11,['75'],75
741,2020-11,['75'],75
742,2020-11,['75'],75
743,2020-11,['75'],75
744,2020-11,['75'],75
745,2020-11,['75'],75
746,2020-11,['75'],75
747,2020-11,['75'],75
748,2020-11,['75'],75
749,2020-11,['75'],75
750,2020-11,['75'],75
751,2020-11,['75'],75
752,2020-11,['75'],75
753,2020-11,['75'],75
754,2020-11,['75'],75
755,2020-11,['75'],75
756,2020-11,['75'],75
757,2020-11,['75'],75
758,2020-11,['75'],75
759,2020-11,['75'],75
760,2020-11,['75'],75
761,2020-11,['75'],75
762,2020-11,['75'],75
763,2020-11,['75'],75
764,2020-11,['75'],75
765,2020-11,['75'],75
766,2020-11,['75'],75
767,2020-11,['75'],75
768,2020-11,['75'],75
769,2020-11,['75'],75
770,2020-11,['75'],75
771,2020-11,['75'],75
772,2020-11,['75'],75
773,2020-11,['75'],75
774,2020-11,['75'],75
775,2020-11,['75'],75
776,2020-11,['75'],75
777,2020-11,['75'],75
778,2020-11,['75'],75
779,2020-11,['75'],75
780,2020-11,['75'],75
781,2020-11,['75'],75
782,2020-11,['75'],75
783,2020-11,['75'],75
784,2020-11,['75'],75
785,2020-11,['75'],75
786,2020-11,['75'],75
787,2020-11,['75'],75
788,2020-11,['75'],75
789,2020-11,['75'],75
790,2020-11,['75'],75
791,2020-11,['75'],75
792,2020-11,['75'],75
793,2020-11,['75'],75
794,2020-11,['75'],75
795,2020-11,['75'],75
796,2020-11,['75'],75
797,2020-11,['75'],75
798,2020-11,['75'],75
799,2020-11,['75'],75
800,2020-11,['75'],75
801,2020-11,['75'],75
802,2020-11,['75'],75
803,2020-11,['75'],75
804,2020-11,['75'],75
805,2020-11,['75'],75
806,2020-11,['75'],75
807,2020-11,['75'],75
808,2020-11,['75'],75
809,2020-11,['75'],75
810,2020-11,['75'],75
811,2020-11,['75'],75
812,2020-11,['75'],75
813,2020-11,['75'],75
814,2020-11,['75'],75
815,2020-11,['75'],75
816,2020-11,['75'],75
817,2020-11,['75'],75
818,2020-11,['75'],75
819,2020-11,['75'],75
820,2020-11,['75'],75
821,2020-11,['75'],75
822,2020-11,['75'],75
823,2020-11,['75'],75
824,2020-11,['75'],75
825,2020-11,['75'],75
826,2020-11,['75'],75
827,2020-11,['75'],75
828,2020-11,['75'],75
829,2020-11,['75'],75
830,2020-11,['75'],75
831,2020-11,['75'],75
832,2020-11,['75'],75
833,2020-11,['75'],75
834,2020-11,['75'],75
835,2020-11,['75'],75
836,2020-11,['75'],75
837,2020-11,['75'],75
838,2020-11,['75'],75
839,2020-11,['75'],75
840,2020-11,['75'],75
841,2020-11,['75'],75
842,2020-11,['75'],75
843,2020-11,['75'],75
844,2020-11,['75'],75
845,2020-11,['75'],75
846,2020-11,['75'],75
847,2020-11,['75'],75
848,2020-11,['75'],75
849,2020-11,['75'],75
850,2020-11,['75'],75
851,2020-11,['75'],75
852,2020-11,['75'],75
853,2020-11,['75'],75
854,2020-11,['75'],75
855,2020-11,['75'],75
856,2020-11,['75'],75
857,2020-11,['75'],75
858,2020-11,['75'],75
859,2020-11,['75'],75
860,2020-11,['75'],75
861,2020-11,['75'],75
862,2020-11,['75'],75
863,2020-11,['75'],75
864,2020-11,['75'],75
865,2020-11,['75'],75
866,2020-11,['75'],75
867,2020-11,['75'],75
868,2020-11,['75'],75
869,2020-11,['75'],75
870,2020-11,['75'],75
871,2020-11,['75'],75
872,2020-11,['75'],75
873,2020-11,['75'],75
874,2020-11,['75'],75
875,2020-11,['75'],75
876,2020-11,['75'],75
877,2020-11,['75'],75
878,2020-11,['75'],75
879,2020-11,['75'],75
880,2020-11,['75'],75
881,2020-11,['75'],75
882,2020-11,['75'],75
883,2020-11,['75'],75
884,2020-11,['75'],75
885,2020-11,['75'],75
886,2020-11,['75'],75
887,2020-11,['75'],75
888,2020-11,['75'],75
889,2020-11,['75'],75
890,2020-11,['75'],75
891,2020-11,['75'],75
892,2020-11,['75'],75
893,2020-11,['75'],75
894,2020-11,['75'],75
895,2020-11,['75'],75
896,2020-11,['75'],75
897,2020-11,['75'],75
898,2020-11,['75'],75
899,2020-11,['75'],75
900,2020-11,['75'],75
901,2020-11,['75'],75
902,2020-11,['75'],75
903,2020-11,['75'],75
904,2020-11,['75'],75
905,2020-11,['75'],75
906,2020-11,['75'],75
907,2020-11,['75'],75
908,2020-11,['75'],75
909,2020-11,['75'],75
910,2020-11,['75'],75
911,2020-11,['75'],75
912,2020-11,['75'],75
913,2020-11,['75'],75
914,2020-11,['75'],75
915,2020-11,['75'],75
916,2020-11,['75'],75
917,2020-11,['75'],75
918,2020-11,['75'],75
919,2020-11,['75'],75
920,2020-11,['75'],75
921,2020-11,['75'],75
922,2020-11,['75'],75
923,2020-11,['75'],75
924,2020-11,['75'],75
925,2020-11,['75'],75
926,2020-11,['75'],75
927,2020-11,['75'],75
928,2020-11,['75'],75
929,2020-11,['75'],75
930,2020-11,['75'],75
931,2020-11,['75'],75
932,2020-11,['75'],75
933,2020-11,['75'],75
934,2020-11,['75'],75
935,2020-11,['75'],75
936,2020-11,['75'],75
937,2020-11,['75'],75
938,2020-11,['75'],75
939,2020-11,['75'],75
940,2020-11,['75'],75
941,2020-11,['75'],75
942,2020-11,['75'],75
943,2020-11,['75'],75
944,2020-11,['75'],75
945,2020-11,['75'],75
946,2020-11,['75'],75
947,2020-11,['75'],75
948,2020-11,['75'],75
949,2020-11,['75'],75
950,2020-11,['75'],75
951,2020-11,['75'],75
952,2020-11,['75'],75
953,2020-11,['75'],75
954,2020-11,['75'],75
955,2020-11,['75'],75
956,2020-11,['75'],75
957,2020-11,['75'],75
958,2020-11,['75'],75
959,2020-11,['75'],75
960,2020-11,['75'],75
961,2020-11,['75'],75
962,2020-11,['75'],75
963,2020-11,['75'],75
964,2020-11,['75'],75
965,2020-11,['75'],75
966,2020-11,['75'],75
967,2020-11,['75'],75
968,2020-11,['75'],75
969,2020-11,['75'],75
970,2020-11,['75'],75
971,2020-11,['75'],75
972,2020-11,['75'],75
973,2020-11,['75'],75
974,2020-11,['75'],75
975,2020-11,['75'],75
976,2020-11,['75'],75
977,2020-11,['75'],75
978,2020-11,['75'],75
979,2020-11,['75'],75
980,2020-11,['75'],75
981,2020-11,['75'],75
982,2020-11,['75'],75
983,2020-11,['75'],75
984,2020-11,['75'],75
985,2020-11,['75'],75
986,2020-11,['75'],75
987,2020-11,['75'],75
988,2020-11,['75'],75
989,2020-11,['75'],75
990,2020-11,['75'],75
991,2020-11,['75'],75
992,2020-11,['75'],75
993,2020-11,['75'],75
994,2020-11,['75'],75
995,2020-11,['75'],75
996,2020-11,['75'],75
997,2020-11,['75'],75
998,2020-11,['75'],75
999,2020-11,['75'],75
1000,2020-11,['75'],75
1001,2020-11,['75'],75
1002,2020-11,['75'],75
1003,2020-11,['75'],75
1004,2020-11,['75'],75
1005,2020-11,['75'],75
1006,2020-11,['75'],75
1007,2020-11,['75'],75
1008,2020-11,['75'],75
1009,2020-11,['75'],75
1010,2020-11,['75'],75
1011,2020-11,['75'],75
1012,2020-11,['75'],75
1013,2020-11,['75'],75
1014,2020-11,['75'],75
1015,2020-11,['75'],75
1016,2020-11,['75'],75
1017,2020-11,['75'],75
1018,2020-11,['75'],75
1019,2020-11,['75'],75
1020,2020-11,['75'],75
1021,2020-11,['75'],75
1022,2020-11,['75'],75
1023,2020-11,['75'],75
1024,2020-11,['75'],75
1025,2020-11,['75'],75
1026,2020-11,['75'],75
1027,2020-11,['75'],75
1028,2020-11,['75'],75
1029,2020-11,['75'],75
1030,2020-11,['75'],75
1031,2020-11,['75'],75
1032,2020-11,['75'],75
1033,2020-11,['75'],75
1034,2020-11,['75'],75
1035,2020-11,['75'],75
1036,2020-11,['75'],75
1037,2020-11,['75'],75
1038,2020-11,['75'],75
1039,2020-11,['75'],75
1040,2020-11,['75'],75
1041,2020-11,['75'],75
1042,2020-11,['75'],75
1043,2020-11,['75'],75
1044,2020-11,['75'],75
1045,2020-11,['75'],75
1046,2020-11,['75'],75
1047,2020-11,['75'],75
1048,2020-11,['75'],75
1049,2020-11,['75'],75
1050,2020-11,['75'],75
1051,2020-11,['75'],75
1052,2020-11,['75'],75
1053,2020-11,['75'],75
1054,2020-11,['75'],75
1055,2020-11,['75'],75
1056,2020-11,['75'],75
1057,2020-11,['75'],75
1058,2020-11,['75'],75
1059,2020-11,['75'],75
1060,2020-11,['75'],75
1061,2020-11,['75'],75
1062,2020-11,['75'],75
1063,2020-11,['75'],75
1064,2020-11,['75'],75
1065,2020-11,['75'],75
1066,2020-11,['75'],75
1067,2020-11,['75'],75
1068,2020-11,['75'],75
1069,2020-11,['75'],75
1070,2020-11,['75'],75
1071,2020-11,['75'],75
1072,2020-11,['75'],75
1073,2020-11,['75'],75
1074,2020-11,['75'],75
1075,2020-11,['75'],75
1076,2020-11,['75'],75
1077,2020-11,['75'],75
1078,2020-11,['75'],75
1079,2020-11,['75'],75
1080,2020-11,['75'],75
1081,2020-11,['75'],75
1082,2020-11,['75'],75
1083,2020-11,['75'],75
1084,2020-11,['75'],75
1085,2020-11,['75'],75
1086,2020-11,['75'],75
1087,2020-11,['75'],75
1088,2020-11,['75'],75
1089,2020-11,['75'],75
1090,2020-11,['75'],75
1091,2020-11,['75'],75
1092,2020-11,['75'],75
1093,2020-11,['75'],75
1094,2020-11,['75'],75
1095,2020-11,['75'],75
1096,2020-11,['75'],75
1097,2020-11,['75'],75
1098,2020-11,['75'],75
1099,2020-11,['75'],75
1100,2020-11,['75'],75
1101,2020-11,['75'],75
1102,2020-11,['75'],75
1103,2020-11,['75'],75
1104,2020-11,['75'],75
1105,2020-11,['75'],75
1106,2020-11,['75'],75
1107,2020-11,['75'],75
1108,2020-11,['75'],75
1109,2020-11,['75'],75
1110,2020-11,['75'],75
1111,2020-11,['75'],75
1112,2020-11,['75'],75
1113,2020-11,['75'],75
1114,2020-11,['75'],75
1115,2020-11,['75'],75
1116,2020-11,['75'],75
1117,2020-11,['75'],75
1118,2020-11,['75'],75
1119,2020-11,['75'],75
1120,2020-11,['75'],75
1121,2020-11,['75'],75
1122,2020-11,['75'],75
1123,2020-11,['75'],75
1124,2020-11,['75'],75
1125,2020-11,['75'],75
1126,2020-11,['75'],75
1127,2020-11,['75'],75
1128,2020-11,['75'],75
1129,2020-11,['75'],75
1130,2020-11,['75'],75
1131,2020-11,['75'],75
1132,2020-11,['75'],75
1133,2020-11,['75'],75
1134,2020-11,['75'],75
1135,2020-11,['75'],75
1136,2020-11,['75'],75
1137,2020-11,['75'],75
1138,2020-11,['75'],75
1139,2020-11,['75'],75
1140,2020-11,['75'],75
1141,2020-11,['75'],75
1142,2020-11,['75'],75
