,departement,statut,Nb_services,territory
7063,Hauts-de-Seine,1,1,92
7064,Hauts-de-Seine,1,1,92
7065,Hauts-de-Seine,1,1,92
7066,Hauts-de-Seine,1,1,92
7067,Hauts-de-Seine,1,1,92
7068,Hauts-de-Seine,1,1,92
7069,Hauts-de-Seine,1,1,92
7070,Hauts-de-Seine,1,1,92
7071,Hauts-de-Seine,1,1,92
7072,Yvelines,1,12,78
7073,Hauts-de-Seine,1,1,92
7074,Val-de-Marne,1,2,94
7075,Val-de-Marne,1,3,94
7076,Val-de-Marne,1,3,94
7077,Val-de-Marne,1,3,94
7078,Yvelines,1,8,78
7079,Hauts-de-Seine,1,1,92
7080,Hauts-de-Seine,1,1,92
7081,Hauts-de-Seine,1,1,92
7082,Hauts-de-Seine,1,1,92
7083,Hauts-de-Seine,1,1,92
7084,Hauts-de-Seine,1,1,92
7085,Hauts-de-Seine,1,1,92
7086,Hauts-de-Seine,1,1,92
7087,Hauts-de-Seine,1,1,92
7088,Hauts-de-Seine,1,1,92
7089,Hauts-de-Seine,1,1,92
7090,Hauts-de-Seine,1,1,92
7091,Hauts-de-Seine,1,1,92
7092,Hauts-de-Seine,1,1,92
7093,Hauts-de-Seine,1,1,92
7094,Hauts-de-Seine,1,1,92
7095,Hauts-de-Seine,1,1,92
7096,Hauts-de-Seine,1,1,92
7097,Hauts-de-Seine,1,1,92
7098,Hauts-de-Seine,1,1,92
7099,Hauts-de-Seine,1,1,92
7100,Hauts-de-Seine,1,1,92
7101,Hauts-de-Seine,1,1,92
7102,Hauts-de-Seine,1,1,92
7103,Val-de-Marne,1,4,94
7104,Hauts-de-Seine,1,1,92
7105,Hauts-de-Seine,1,1,92
7106,Hauts-de-Seine,1,1,92
7107,Hauts-de-Seine,1,1,92
7108,Hauts-de-Seine,1,1,92
7109,Hauts-de-Seine,1,1,92
7110,Hauts-de-Seine,1,1,92
7111,Hauts-de-Seine,1,1,92
7112,Hauts-de-Seine,1,1,92
7113,Hauts-de-Seine,1,1,92
7114,Hauts-de-Seine,1,1,92
7115,Val-de-Marne,1,5,94
7116,Hauts-de-Seine,1,1,92
7117,Hauts-de-Seine,1,1,92
7118,Hauts-de-Seine,1,1,92
7119,Hauts-de-Seine,1,1,92
7120,Hauts-de-Seine,1,1,92
7121,Hauts-de-Seine,1,1,92
7122,Hauts-de-Seine,1,1,92
7123,Hauts-de-Seine,1,1,92
7124,Hauts-de-Seine,1,1,92
7125,Hauts-de-Seine,1,1,92
7126,Hauts-de-Seine,1,1,92
7127,Val-de-Marne,1,5,94
7128,Val-de-Marne,1,5,94
7129,Hauts-de-Seine,1,1,92
7130,Hauts-de-Seine,1,1,92
7131,Hauts-de-Seine,1,1,92
7132,Hauts-de-Seine,1,1,92
7133,Hauts-de-Seine,1,1,92
7134,Hauts-de-Seine,1,1,92
7135,Hauts-de-Seine,1,1,92
7136,Hauts-de-Seine,1,1,92
7137,Val-de-Marne,1,1,94
7138,Hauts-de-Seine,1,1,92
7139,Hauts-de-Seine,1,1,92
7140,Hauts-de-Seine,1,1,92
7141,Hauts-de-Seine,1,1,92
7142,Hauts-de-Seine,1,1,92
7143,Hauts-de-Seine,1,1,92
7144,Hauts-de-Seine,1,1,92
7145,Hauts-de-Seine,1,1,92
7146,Hauts-de-Seine,1,1,92
7147,Hauts-de-Seine,1,1,92
7148,Val-de-Marne,1,4,94
7149,Hauts-de-Seine,1,1,92
7150,Hauts-de-Seine,1,1,92
7151,Hauts-de-Seine,1,1,92
7152,Hauts-de-Seine,1,1,92
7153,Hauts-de-Seine,1,1,92
7154,Hauts-de-Seine,1,1,92
7155,Hauts-de-Seine,1,1,92
7156,Hauts-de-Seine,1,1,92
7157,Hauts-de-Seine,1,1,92
7158,Val-de-Marne,1,3,94
7159,Hauts-de-Seine,1,1,92
7160,Hauts-de-Seine,1,1,92
7161,Hauts-de-Seine,1,1,92
7162,Val-de-Marne,1,4,94
7163,Hauts-de-Seine,1,1,92
7164,Hauts-de-Seine,1,1,92
7165,Hauts-de-Seine,1,1,92
7166,Hauts-de-Seine,1,1,92
7167,Hauts-de-Seine,1,1,92
7168,Hauts-de-Seine,1,1,92
7169,Hauts-de-Seine,1,1,92
7170,Hauts-de-Seine,1,1,92
7171,Hauts-de-Seine,1,1,92
7172,Hauts-de-Seine,0,1,92
7173,Val-de-Marne,1,3,94
7174,Val-de-Marne,1,7,94
7175,Val-de-Marne,1,3,94
7176,Loire-Atlantique,1,1,44
7177,Val-de-Marne,1,4,94
7178,Val-de-Marne,1,3,94
7179,Hauts-de-Seine,1,1,92
7180,Hauts-de-Seine,1,1,92
7181,Hauts-de-Seine,1,1,92
7182,Hauts-de-Seine,1,1,92
7183,Hauts-de-Seine,1,1,92
7184,Hauts-de-Seine,1,1,92
7185,Hauts-de-Seine,1,1,92
7186,Hauts-de-Seine,1,1,92
7187,Hauts-de-Seine,1,1,92
7188,Hauts-de-Seine,1,1,92
7189,Hauts-de-Seine,1,1,92
7190,Hauts-de-Seine,1,1,92
7191,Hauts-de-Seine,1,1,92
7192,Hauts-de-Seine,1,1,92
7193,Hauts-de-Seine,1,1,92
7194,Hauts-de-Seine,1,1,92
7195,Hauts-de-Seine,1,1,92
7196,Hauts-de-Seine,1,1,92
7197,Hauts-de-Seine,1,1,92
7198,Hauts-de-Seine,1,1,92
7199,Hauts-de-Seine,1,1,92
7200,Hauts-de-Seine,1,1,92
7201,Hauts-de-Seine,1,1,92
7202,Hauts-de-Seine,1,1,92
7203,Hauts-de-Seine,1,1,92
7204,Hauts-de-Seine,1,1,92
7205,Hauts-de-Seine,1,1,92
7206,Hauts-de-Seine,1,1,92
7207,Hauts-de-Seine,1,1,92
7208,,1,1,
7209,Hauts-de-Seine,1,1,92
7210,Hauts-de-Seine,1,1,92
7211,Hauts-de-Seine,1,1,92
7212,Hauts-de-Seine,1,1,92
7213,Hauts-de-Seine,1,1,92
7214,Hauts-de-Seine,1,1,92
7215,Val-de-Marne,1,1,94
7216,Val-de-Marne,1,4,94
7217,Val-de-Marne,1,2,94
7218,Val-de-Marne,1,4,94
7219,Val-de-Marne,1,2,94
7220,Val-de-Marne,1,4,94
7221,Val-d'Oise,1,1,95
7222,Val-d'Oise,1,1,95
7223,,1,1,
7224,Val-d'Oise,1,1,95
7225,Val-d'Oise,1,1,95
7226,Val-d'Oise,1,1,95
7227,Val-d'Oise,1,1,95
7228,Val-d'Oise,1,1,95
7229,Val-d'Oise,1,1,95
7230,Val-d'Oise,1,1,95
7231,Val-d'Oise,1,1,95
7232,Val-d'Oise,1,1,95
7233,Val-d'Oise,1,1,95
7234,Yvelines,1,5,78
7235,Yvelines,1,4,78
7236,Yvelines,1,4,78
7237,Yvelines,1,4,78
7238,Yvelines,1,4,78
7239,Yvelines,1,4,78
7240,Yvelines,1,4,78
7241,Yvelines,1,4,78
7242,Yvelines,1,4,78
7243,Val-d'Oise,1,1,95
7244,Val-d'Oise,1,1,95
7245,Val-d'Oise,1,1,95
7246,Val-d'Oise,1,1,95
7247,Val-d'Oise,1,1,95
7248,Val-d'Oise,1,1,95
7249,Val-d'Oise,1,1,95
7250,Val-d'Oise,1,1,95
7251,Val-d'Oise,1,1,95
7252,Val-d'Oise,1,1,95
7253,Val-d'Oise,1,1,95
7254,Bas-Rhin,1,1,67
7255,Val-d'Oise,1,1,95
7256,Bas-Rhin,1,1,67
7257,Hauts-de-Seine,1,5,92
7258,Val-d'Oise,1,1,95
7259,Bas-Rhin,1,1,67
7260,Val-d'Oise,1,1,95
7261,Bas-Rhin,1,1,67
7262,,1,1,
7263,Bas-Rhin,1,2,67
7264,Bas-Rhin,1,12,67
7265,Bas-Rhin,1,2,67
7266,Val-d'Oise,1,1,95
7267,Bas-Rhin,1,2,67
7268,Val-d'Oise,1,1,95
7269,Val-d'Oise,1,1,95
7270,Val-d'Oise,1,1,95
7271,Val-d'Oise,1,1,95
7272,Val-de-Marne,1,1,94
7273,Val-de-Marne,1,2,94
7274,Val-de-Marne,1,1,94
7275,Val-de-Marne,1,5,94
7276,Val-de-Marne,1,1,94
7277,Val-de-Marne,1,3,94
7278,Val-de-Marne,1,5,94
7279,Val-de-Marne,1,1,94
7280,Val-de-Marne,1,1,94
7281,Val-de-Marne,1,5,94
7282,Paris,1,9,75
7283,Val-de-Marne,1,7,94
7284,Val-de-Marne,1,4,94
7285,Paris,1,3,75
7286,Paris,1,2,75
7287,Val-de-Marne,1,2,94
7288,Hauts-de-Seine,1,2,92
7289,Hauts-de-Seine,1,1,92
7290,Loire-Atlantique,0,1,44
7291,Loire-Atlantique,0,1,44
7292,Val-de-Marne,1,5,94
7293,Val-de-Marne,1,5,94
7294,Paris,1,5,75
7295,Val-de-Marne,1,5,94
7296,Val-de-Marne,1,5,94
7297,Val-de-Marne,1,5,94
7298,Val-de-Marne,1,5,94
7299,Val-de-Marne,1,5,94
7300,Val-de-Marne,1,5,94
7301,Val-de-Marne,1,5,94
7302,Val-de-Marne,1,5,94
7303,Val-de-Marne,1,5,94
7304,Paris,1,1,75
7305,Val-de-Marne,1,5,94
7306,Val-de-Marne,1,5,94
7307,Val-de-Marne,1,5,94
7308,Bas-Rhin,1,1,67
7309,Yvelines,1,3,78
7310,Yvelines,1,1,78
7311,Bas-Rhin,1,1,67
7312,Bas-Rhin,1,4,67
7313,Yvelines,1,5,78
7314,Loire-Atlantique,0,2,44
7315,Paris,1,1,75
7316,Paris,1,1,75
7317,Département de Paris,1,5,
7318,Paris,1,3,75
7319,Paris,1,1,75
7320,Paris,1,1,75
7321,Paris,1,1,75
7322,Paris,1,3,75
7323,Paris,1,1,75
7324,Paris,1,2,75
7325,Paris,1,1,75
7326,Paris,1,1,75
7327,Paris,1,2,75
7328,Paris,1,1,75
7329,Paris,1,3,75
7330,Paris,1,1,75
7331,Paris,1,2,75
7332,Paris,1,1,75
7333,Paris,1,1,75
7334,Seine-Saint-Denis,1,1,93
7335,Seine-Saint-Denis,0,1,93
7336,Loire-Atlantique,1,5,44
7337,Loire-Atlantique,1,3,44
7338,Loire-Atlantique,1,3,44
7339,Loire-Atlantique,0,3,44
7340,Loire-Atlantique,1,1,44
7341,Val-de-Marne,1,1,94
7342,Val-de-Marne,1,1,94
7343,Bas-Rhin,1,1,67
7344,Loire-Atlantique,1,3,44
7345,Bas-Rhin,1,1,67
7346,Bas-Rhin,1,1,67
7347,Val-de-Marne,1,1,94
7348,Val-de-Marne,1,1,94
7349,Yvelines,1,4,78
7350,Loire-Atlantique,1,2,44
7351,Seine-Saint-Denis,1,1,93
7352,Seine-Saint-Denis,1,1,93
7353,Loire-Atlantique,1,1,44
7354,Loire-Atlantique,1,13,44
7355,Loire-Atlantique,1,2,44
7356,Loire-Atlantique,1,2,44
7357,Val-de-Marne,1,7,94
7358,Loire-Atlantique,1,4,44
7359,Bas-Rhin,1,2,67
7360,Val-de-Marne,1,2,94
7361,Loire-Atlantique,0,3,44
7362,Haute-Garonne,0,1,
7363,Yvelines,1,1,78
7364,Seine-Saint-Denis,0,1,93
7365,Paris,1,1,75
7366,Paris,1,1,75
7367,Gironde,1,6,33
7368,Loire-Atlantique,0,1,44
7369,Paris,1,5,75
7370,Seine-et-Marne,1,2,77
7371,Gironde,0,1,33
7372,Gironde,1,4,33
7373,Gironde,1,1,33
7374,Gironde,1,2,33
7375,Gironde,1,1,33
7376,Gironde,1,1,33
7377,Gironde,1,1,33
7378,Gironde,1,1,33
7379,Gironde,1,1,33
7380,Gironde,1,1,33
7381,Gironde,0,1,33
7382,Gironde,1,10,33
7383,Gironde,1,3,33
7384,Paris,1,2,75
7385,Paris,1,1,75
7386,Seine-Saint-Denis,1,1,93
7387,Paris,1,1,75
7388,Seine-Saint-Denis,0,1,93
7389,Seine-Saint-Denis,1,3,93
7390,Yvelines,0,8,78
7391,Yvelines,1,17,78
7392,Yvelines,0,8,78
7393,Loire-Atlantique,1,12,44
7394,Val-d'Oise,1,1,95
7395,Val-d'Oise,1,1,95
7396,Paris,1,1,75
7397,Paris,1,1,75
7398,Paris,1,1,75
7399,Loire-Atlantique,1,1,44
7400,Paris,1,1,75
7401,Paris,1,1,75
7402,Paris,1,1,75
7403,Paris,1,1,75
7404,Paris,1,1,75
7405,Loire-Atlantique,1,3,44
7406,Rhône,0,1,
7407,Yvelines,1,6,78
7408,Gironde,1,1,33
7409,Gironde,1,1,33
7410,Gironde,1,1,33
7411,Gironde,1,1,33
7412,Rhône,0,2,
7413,Gironde,1,1,33
7414,Rhône,0,1,
7415,Gironde,1,1,33
7416,Rhône,0,1,
7417,Rhône,0,1,
7418,Gironde,1,1,33
7419,Rhône,0,1,
7420,Paris,1,1,75
7421,Rhône,0,1,
7422,Paris,1,1,75
7423,Rhône,0,1,
7424,Paris,1,1,75
7425,Paris,1,1,75
7426,Gironde,1,1,33
7427,Paris,1,1,75
7428,Paris,1,1,75
7429,Rhône,0,1,
7430,Rhône,0,1,
7431,Rhône,0,1,
7432,Rhône,0,1,
7433,Rhône,0,1,
7434,Rhône,0,1,
7435,Charente,0,1,16
7436,Rhône,0,1,
7437,Rhône,0,1,
7438,Rhône,0,3,
7439,Gironde,1,2,33
7440,Gironde,1,1,33
7441,Gironde,1,1,33
7442,Gironde,1,1,33
7443,Gironde,1,1,33
7444,Gironde,1,1,33
7445,Gironde,1,1,33
7446,Gironde,1,1,33
7447,Gironde,1,1,33
7448,Gironde,1,1,33
7449,Gironde,1,1,33
7450,Gironde,1,1,33
7451,Gironde,1,2,33
7452,Gironde,1,1,33
7453,Seine-Saint-Denis,1,16,93
7454,Yvelines,1,2,78
7455,Seine-Saint-Denis,1,6,93
7456,Seine-Saint-Denis,1,4,93
7457,Seine-Saint-Denis,1,2,93
7458,Rhône,0,1,
7459,Yvelines,1,4,78
7460,Rhône,0,1,
7461,Seine-Saint-Denis,1,4,93
7462,Yvelines,1,3,78
7463,Yvelines,1,4,78
7464,Yvelines,1,4,78
7465,Seine-Saint-Denis,1,13,93
7466,Rhône,0,1,
7467,Rhône,0,2,
7468,Loire-Atlantique,1,1,44
7469,Rhône,0,1,
7470,Rhône,0,1,
7471,Hauts-de-Seine,1,7,92
7472,Rhône,0,1,
7473,Paris,1,1,75
7474,Rhône,0,1,
7475,Rhône,0,1,
7476,Rhône,0,1,
7477,Gironde,1,1,33
7478,Gironde,1,1,33
7479,Gironde,1,1,33
7480,Seine-Saint-Denis,1,16,93
7481,Rhône,0,1,
7482,Rhône,0,1,
7483,Loire-Atlantique,1,1,44
7484,Rhône,1,1,
7485,Rhône,0,2,
7486,Loire-Atlantique,1,1,44
7487,Loire-Atlantique,1,1,44
7488,Loire-Atlantique,1,1,44
7489,Bas-Rhin,1,1,67
7490,Yvelines,1,4,78
7491,Bas-Rhin,1,1,67
7492,Loire-Atlantique,1,1,44
7493,Loire-Atlantique,1,1,44
7494,Yvelines,1,3,78
7495,Nord,0,1,59
7496,Haut-Rhin,0,1,
7497,Rhône,0,4,
7498,Rhône,0,3,
7499,Rhône,0,3,
7500,Rhône,0,1,
7501,Seine-Saint-Denis,1,1,93
7502,Rhône,0,4,
7503,Rhône,0,1,
7504,Seine-Saint-Denis,1,1,93
7505,Rhône,0,1,
7506,Nord,0,1,59
7507,Sarthe,0,1,
7508,Rhône,0,3,
7509,Rhône,0,1,
7510,Seine-Saint-Denis,1,16,93
7511,Rhône,0,1,
7512,Rhône,0,1,
7513,Seine-Saint-Denis,1,1,93
7514,Rhône,0,1,
7515,Rhône,0,3,
7516,Rhône,0,3,
7517,Rhône,0,1,
7518,Seine-Saint-Denis,1,14,93
7519,Rhône,0,1,
7520,Seine-Saint-Denis,1,8,93
7521,Rhône,0,3,
7522,Rhône,0,1,
7523,Rhône,0,1,
7524,Rhône,0,1,
7525,Manche,0,2,
7526,Gironde,1,1,33
7527,Manche,0,4,
7528,Seine-Saint-Denis,1,11,93
7529,Rhône,0,1,
7530,Rhône,0,1,
7531,Seine-Saint-Denis,1,5,93
7532,Rhône,0,2,
7533,Seine-Saint-Denis,1,1,93
7534,Rhône,0,1,
7535,Rhône,0,2,
7536,Rhône,0,1,
7537,Loire-Atlantique,1,2,44
7538,Rhône,0,2,
7539,Seine-Saint-Denis,1,7,93
7540,Rhône,0,3,
7541,Seine-Saint-Denis,1,3,93
7542,Loire-Atlantique,1,2,44
7543,Seine-Saint-Denis,1,10,93
7544,Loire-Atlantique,1,1,44
7545,Loire-Atlantique,0,1,44
7546,Paris,1,1,75
7547,Seine-Saint-Denis,1,3,93
7548,Seine-Saint-Denis,0,1,93
7549,Seine-Saint-Denis,1,6,93
7550,Seine-Saint-Denis,1,12,93
7551,Hauts-de-Seine,1,19,92
7552,Seine-Saint-Denis,1,12,93
7553,Seine-Saint-Denis,1,8,93
7554,Hauts-de-Seine,1,5,92
7555,Seine-Saint-Denis,1,6,93
7556,Seine-Saint-Denis,1,7,93
7557,Seine-Saint-Denis,1,13,93
7558,Seine-Saint-Denis,1,7,93
7559,Seine-Saint-Denis,1,17,93
7560,Seine-Saint-Denis,1,9,93
7561,Seine-Saint-Denis,1,6,93
7562,Seine-Saint-Denis,1,7,93
7563,Seine-Saint-Denis,1,1,93
7564,Yvelines,1,9,78
7565,Pas-de-Calais,0,3,
7566,Seine-Saint-Denis,1,4,93
7567,Loire-Atlantique,1,2,44
7568,Loire-Atlantique,1,1,44
7569,Loire-Atlantique,1,2,44
7570,Loire-Atlantique,1,1,44
7571,Loire-Atlantique,0,3,44
7572,Seine-Saint-Denis,1,18,93
7573,Hauts-de-Seine,1,4,92
7574,Loire-Atlantique,1,1,44
7575,Loire-Atlantique,1,1,44
7576,Seine-Saint-Denis,1,13,93
7577,Seine-Saint-Denis,1,10,93
7578,Ain,0,2,
7579,Ain,0,2,
7580,Loire-Atlantique,1,4,44
7581,Charente-Maritime,0,1,
7582,Loire-Atlantique,0,1,44
7583,Loire-Atlantique,1,1,44
7584,Hauts-de-Seine,1,14,92
7585,Seine-Saint-Denis,1,1,93
7586,Hauts-de-Seine,1,6,92
7587,Seine-Saint-Denis,1,1,93
7588,Bas-Rhin,1,1,67
7589,Seine-Saint-Denis,1,1,93
7590,Bas-Rhin,1,1,67
7591,Bas-Rhin,1,1,67
7592,Seine-Saint-Denis,1,1,93
7593,Loire-Atlantique,1,5,44
7594,Bas-Rhin,1,1,67
7595,Hauts-de-Seine,1,9,92
7596,Hauts-de-Seine,1,5,92
7597,Seine-Saint-Denis,1,1,93
7598,Seine-Saint-Denis,1,1,93
7599,Seine-Saint-Denis,1,1,93
7600,Seine-Saint-Denis,1,1,93
7601,Seine-Saint-Denis,1,1,93
7602,Seine-Saint-Denis,1,1,93
7603,Paris,1,2,75
7604,Seine-Saint-Denis,1,1,93
7605,Hauts-de-Seine,1,20,92
7606,Seine-Saint-Denis,1,1,93
7607,Seine-Saint-Denis,1,1,93
7608,Seine-Saint-Denis,1,1,93
7609,Seine-Saint-Denis,1,1,93
7610,Seine-Saint-Denis,1,1,93
7611,Seine-Saint-Denis,1,1,93
7612,Seine-Saint-Denis,0,1,93
7613,Seine-Saint-Denis,1,1,93
7614,Seine-Saint-Denis,0,1,93
7615,Seine-Saint-Denis,1,2,93
7616,Seine-Saint-Denis,0,1,93
7617,Loire-Atlantique,1,3,44
7618,Gironde,1,3,33
7619,Gironde,1,3,33
7620,Loire-Atlantique,0,3,44
7621,Bas-Rhin,1,5,67
7622,Finistère,0,3,
7623,Val-d'Oise,1,6,95
7624,Hauts-de-Seine,1,12,92
7625,Seine-Saint-Denis,1,2,93
7626,Hauts-de-Seine,1,17,92
7627,Hauts-de-Seine,1,16,92
7628,Gironde,1,2,33
7629,Gironde,1,2,33
7630,Vienne,0,1,
7631,Loire-Atlantique,1,2,44
7632,Loire-Atlantique,1,1,44
7633,Loire-Atlantique,1,2,44
7634,Bas-Rhin,1,1,67
7635,Loire-Atlantique,1,3,44
7636,Loire-Atlantique,1,1,44
7637,Val-de-Marne,0,1,94
7638,Val-de-Marne,1,1,94
7639,Alpes-de-Haute-Provence,0,1,
7640,Alpes-de-Haute-Provence,0,1,
7641,Alpes-de-Haute-Provence,0,1,
7642,Alpes-de-Haute-Provence,0,1,
7643,Alpes-de-Haute-Provence,0,1,
7644,Hautes-Alpes,0,1,
7645,Hautes-Alpes,0,1,
7646,Hautes-Alpes,0,1,
7647,Hautes-Alpes,0,1,
7648,Alpes-Maritimes,1,8,06
7649,Alpes-Maritimes,1,2,06
7650,Alpes-Maritimes,1,1,06
7651,Alpes-Maritimes,1,2,06
7652,Alpes-Maritimes,1,4,06
7653,Alpes-Maritimes,1,2,06
7654,Alpes-Maritimes,0,1,06
7655,Alpes-Maritimes,0,1,06
7656,Alpes-Maritimes,0,2,06
7657,Ariège,0,1,
7658,Ariège,0,1,
7659,Ariège,0,1,
7660,Ariège,0,1,
7661,Ariège,0,1,
7662,Ariège,0,1,
7663,Ariège,0,1,
7664,Ariège,0,1,
7665,Aude,0,1,
7666,Aude,0,1,
7667,Aude,0,1,
7668,Aude,0,1,
7669,Aveyron,0,1,
7670,Rhône,0,2,
7671,Rhône,0,4,
7672,Rhône,0,1,
7673,Rhône,0,1,
7674,Rhône,0,1,
7675,Rhône,0,1,
7676,Corse-du-Sud,0,1,
7677,Haute-Corse,0,1,
7678,Haute-Corse,0,1,
7679,Côte-d'Or,0,1,21
7680,Côte-d'Or,0,1,21
7681,Côte-d'Or,0,1,21
7682,Côte-d'Or,0,1,21
7683,Doubs,0,1,
7684,Doubs,0,1,
7685,Doubs,0,1,
7686,Doubs,0,1,
7687,Gard,0,1,
7688,Gard,0,1,
7689,Gard,0,1,
7690,Gard,0,1,
7691,Gard,0,1,
7692,Gard,0,1,
7693,Gard,0,1,
7694,Gard,0,1,
7695,Gard,0,2,
7696,Gard,0,1,
7697,Gard,0,1,
7698,Haute-Garonne,0,1,
7699,Haute-Garonne,0,1,
7700,Loire-Atlantique,1,1,44
7701,Rhône,0,1,
7702,Rhône,0,1,
7703,Rhône,0,1,
7704,Rhône,0,1,
7705,Rhône,0,1,
7706,Rhône,0,1,
7707,Rhône,0,1,
7708,Paris,1,1,75
7709,Paris,1,1,75
7710,Ardèche,0,1,07
7711,Ardèche,0,1,07
7712,Cantal,0,1,15
7713,Cher,0,1,
7714,Drôme,0,1,
7715,Drôme,0,1,
7716,Eure-et-Loir,0,1,
7717,Eure-et-Loir,0,1,
7718,Indre,0,1,36
7719,Indre,0,1,36
7720,Indre,0,1,36
7721,Indre-et-Loire,0,1,
7722,Indre-et-Loire,0,1,
7723,Indre-et-Loire,0,1,
7724,Indre-et-Loire,0,1,
7725,Indre-et-Loire,0,1,
7726,Indre-et-Loire,0,1,
7727,Indre-et-Loire,0,1,
7728,Indre-et-Loire,0,1,
7729,Indre-et-Loire,0,1,
7730,Indre-et-Loire,0,1,
7731,Indre-et-Loire,0,1,
7732,Indre-et-Loire,0,1,
7733,Indre-et-Loire,0,1,
7734,Loire,0,1,
7735,Loire,0,1,
7736,Loire,0,1,
7737,Loire,0,1,
7738,Loiret,0,1,
7739,Puy-de-Dôme,0,1,63
7740,Puy-de-Dôme,0,1,63
7741,Puy-de-Dôme,0,1,63
7742,Loir-et-Cher,0,1,
7743,Val-d'Oise,1,1,95
7744,Val-d'Oise,1,7,95
7745,Val-d'Oise,0,1,95
7746,,1,1,
7747,Val-d'Oise,0,1,95
7748,Val-d'Oise,0,1,95
7749,Val-d'Oise,0,2,95
7750,Val-d'Oise,1,2,95
7751,Haute-Savoie,0,1,
7752,Haute-Savoie,0,1,
7753,Haute-Savoie,0,1,
7754,Haute-Savoie,0,1,
7755,Haute-Savoie,0,1,
7756,Yvelines,1,2,78
7757,Gers,0,1,
7758,Gers,0,1,
7759,Gers,0,1,
7760,Gers,0,1,
7761,Gers,0,1,
7762,Dordogne,0,1,24
7763,Charente,0,1,16
7764,Calvados,0,3,
7765,Seine-Maritime,0,1,
7766,Manche,0,2,
7767,Dordogne,0,1,24
7768,Jura,0,1,
7769,Jura,0,1,
7770,Jura,0,1,
7771,Jura,0,1,
7772,Pyrénées-Atlantiques,0,2,
7773,Lozère,0,1,
7774,Manche,0,1,
7775,Lozère,0,1,
7776,Pyrénées-Atlantiques,0,1,
7777,Lozère,0,1,
7778,Manche,0,1,
7779,Pyrénées-Atlantiques,0,1,
7780,Pyrénées-Atlantiques,0,1,
7781,Seine-Maritime,0,2,
7782,Val-de-Marne,1,3,94
7783,Val-de-Marne,1,4,94
7784,Nièvre,0,1,
7785,Manche,0,2,
7786,Nièvre,0,1,
7787,Pyrénées-Atlantiques,0,1,
7788,Manche,0,1,
7789,Seine-Maritime,0,2,
7790,Orne,0,2,
7791,Seine-Maritime,0,1,
7792,Charente,0,1,16
7793,Hautes-Pyrénées,0,1,
7794,Hautes-Pyrénées,0,1,
7795,Hautes-Pyrénées,0,1,
7796,Pyrénées-Orientales,0,1,
7797,Pyrénées-Orientales,0,2,
7798,Pyrénées-Orientales,0,1,
7799,Pyrénées-Orientales,0,1,
7800,Pyrénées-Orientales,0,1,
7801,Seine-Maritime,0,1,
7802,Pyrénées-Orientales,0,1,
7803,Pyrénées-Atlantiques,0,1,
7804,Seine-Maritime,0,1,
7805,Pyrénées-Atlantiques,0,1,
7806,Yvelines,1,1,78
7807,Calvados,0,2,
7808,Dordogne,0,1,24
7809,Dordogne,0,2,24
7810,Deux-Sèvres,0,1,
7811,Charente,0,1,16
7812,Manche,0,2,
7813,Orne,0,1,
7814,Calvados,0,3,
7815,Orne,0,1,
7816,Val-de-Marne,1,3,94
7817,Calvados,0,1,
7818,Val-de-Marne,1,2,94
7819,Val-de-Marne,1,1,94
7820,Val-de-Marne,1,1,94
7821,Val-de-Marne,1,1,94
7822,Val-de-Marne,1,2,94
7823,Maine-et-Loire,0,1,
7824,Val-de-Marne,1,1,94
7825,Paris,1,1,75
7826,Maine-et-Loire,0,1,
7827,Eure,0,3,
7828,Seine-Saint-Denis,0,1,93
7829,Mayenne,0,1,
7830,Sarthe,0,1,
7831,Seine-Saint-Denis,0,1,93
7832,Sarthe,0,1,
7833,Côtes-d'Armor,0,4,
7834,Yvelines,0,1,78
7835,Charente,0,1,16
7836,Gironde,1,2,33
7837,Côtes-d'Armor,0,1,
7838,Deux-Sèvres,0,1,
7839,Deux-Sèvres,0,1,
7840,Deux-Sèvres,0,1,
7841,Deux-Sèvres,0,1,
7842,Ardennes,0,3,
7843,Deux-Sèvres,0,1,
7844,Côtes-d'Armor,0,3,
7845,Eure,0,4,
7846,Essonne,1,1,91
7847,Deux-Sèvres,0,1,
7848,Vosges,0,2,
7849,Deux-Sèvres,0,1,
7850,Aube,0,5,
7851,Essonne,1,2,91
7852,Deux-Sèvres,0,1,
7853,Côtes-d'Armor,0,3,
7854,Yvelines,1,4,78
7855,Deux-Sèvres,0,1,
7856,Essonne,1,2,91
7857,Aube,0,4,
7858,Paris,1,1,75
7859,Vosges,0,1,
7860,Essonne,1,3,91
7861,Finistère,0,1,
7862,Essonne,0,1,91
7863,Haute-Vienne,0,5,87
7864,Haute-Vienne,0,1,87
7865,Essonne,1,1,91
7866,Haute-Vienne,0,1,87
7867,Seine-Saint-Denis,1,2,93
7868,Eure,0,3,
7869,Haute-Vienne,0,2,87
7870,Essonne,1,1,91
7871,Bas-Rhin,1,5,67
7872,Haute-Vienne,0,1,87
7873,Marne,0,5,
7874,Essonne,1,1,91
7875,Haute-Vienne,0,1,87
7876,Ille-et-Vilaine,0,3,
7877,Paris,1,1,75
7878,Eure,0,2,
7879,Charente,0,1,16
7880,Haute-Marne,0,2,
7881,Bas-Rhin,1,4,67
7882,Vosges,0,2,
7883,Paris,1,1,75
7884,Haute-Marne,0,2,
7885,Eure,0,3,
7886,Charente,0,1,16
7887,Meuse,0,5,
7888,Ardennes,0,6,
