,departement,statut,Nb_services,territory
4483,Loire-Atlantique,1,1,44
4484,Loire-Atlantique,1,1,44
4485,Seine-Saint-Denis,1,4,93
4486,Loire-Atlantique,1,1,44
4487,Loire-Atlantique,1,1,44
4488,Loire-Atlantique,1,1,44
4489,Loire-Atlantique,1,1,44
4490,Loire-Atlantique,1,1,44
4491,Loire-Atlantique,1,1,44
4492,Paris,1,3,75
4493,Paris,1,5,75
4494,Loire-Atlantique,1,1,44
4495,Paris,1,7,75
4496,Paris,1,4,75
4497,Loire-Atlantique,1,2,44
4498,Paris,1,9,75
4499,Seine-Saint-Denis,1,4,93
4500,Paris,1,3,75
4501,Loire-Atlantique,1,2,44
4502,Seine-Saint-Denis,1,4,93
4503,Loire-Atlantique,1,2,44
4504,Loire-Atlantique,1,1,44
4505,Seine-Saint-Denis,1,4,93
4506,Seine-Saint-Denis,1,4,93
4507,Paris,1,4,75
4508,Seine-Saint-Denis,1,4,93
4509,Seine-Saint-Denis,1,4,93
4510,Seine-Saint-Denis,1,4,93
4511,Loire-Atlantique,1,2,44
4512,Seine-Saint-Denis,1,2,93
4513,Seine-Saint-Denis,1,4,93
4514,Loire-Atlantique,0,2,44
4515,Loire-Atlantique,1,1,44
4516,Seine-Saint-Denis,1,4,93
4517,Seine-Saint-Denis,1,4,93
4518,Seine-Saint-Denis,1,4,93
4519,Seine-Saint-Denis,1,4,93
4520,Loire-Atlantique,1,1,44
4521,Seine-Saint-Denis,1,4,93
4522,Seine-Saint-Denis,1,4,93
4523,Seine-Saint-Denis,1,4,93
4524,Seine-Saint-Denis,1,4,93
4525,Seine-Saint-Denis,1,4,93
4526,Seine-Saint-Denis,1,5,93
4527,Seine-Saint-Denis,1,4,93
4528,Seine-Saint-Denis,1,4,93
4529,Loire-Atlantique,1,4,44
4530,Loire-Atlantique,1,4,44
4531,Loire-Atlantique,1,4,44
4532,Loire-Atlantique,1,4,44
4533,Loire-Atlantique,1,4,44
4534,Loire-Atlantique,1,3,44
4535,Loire-Atlantique,1,5,44
4536,Loire-Atlantique,1,4,44
4537,Loire-Atlantique,1,4,44
4538,Loire-Atlantique,1,4,44
4539,Loire-Atlantique,1,11,44
4540,Loire-Atlantique,1,4,44
4541,Loire-Atlantique,1,4,44
4542,Loire-Atlantique,1,4,44
4543,Loire-Atlantique,1,4,44
4544,Loire-Atlantique,1,2,44
4545,Loire-Atlantique,1,2,44
4546,Loire-Atlantique,1,1,44
4547,Loire-Atlantique,1,7,44
4548,Loire-Atlantique,1,5,44
4549,Loire-Atlantique,1,6,44
4550,Loire-Atlantique,1,3,44
4551,Loire-Atlantique,1,2,44
4552,Loire-Atlantique,1,7,44
4553,Seine-Saint-Denis,1,3,93
4554,Seine-Saint-Denis,1,4,93
4555,Paris,1,5,75
4556,Loire-Atlantique,1,1,44
4557,Paris,1,1,75
4558,Loire-Atlantique,1,8,44
4559,Loire-Atlantique,1,2,44
4560,Loire-Atlantique,1,9,44
4561,Loire-Atlantique,1,1,44
4562,Loire-Atlantique,1,2,44
4563,Loire-Atlantique,1,1,44
4564,Loire-Atlantique,1,4,44
4565,Loire-Atlantique,1,2,44
4566,Loire-Atlantique,1,1,44
4567,Loire-Atlantique,1,11,44
4568,Loire-Atlantique,1,6,44
4569,Loire-Atlantique,1,4,44
4570,Seine-Saint-Denis,1,5,93
4571,Seine-Saint-Denis,1,3,93
4572,Loire-Atlantique,1,1,44
4573,Loire-Atlantique,1,6,44
4574,Loire-Atlantique,1,1,44
4575,Loire-Atlantique,1,1,44
4576,Loire-Atlantique,1,3,44
4577,Loire-Atlantique,1,5,44
4578,Loire-Atlantique,1,2,44
4579,Loire-Atlantique,1,1,44
4580,Loire-Atlantique,1,4,44
4581,Loire-Atlantique,1,3,44
4582,Loire-Atlantique,1,2,44
4583,Loire-Atlantique,1,3,44
4584,Loire-Atlantique,1,1,44
4585,Loire-Atlantique,1,2,44
4586,Loire-Atlantique,1,1,44
4587,Loire-Atlantique,1,6,44
4588,Loire-Atlantique,1,4,44
4589,Loire-Atlantique,1,1,44
4590,Loire-Atlantique,1,4,44
4591,Loire-Atlantique,1,4,44
4592,Loire-Atlantique,1,2,44
4593,Loire-Atlantique,1,4,44
4594,Loire-Atlantique,1,4,44
4595,Loire-Atlantique,1,4,44
4596,Loire-Atlantique,1,4,44
4597,Loire-Atlantique,1,4,44
4598,Loire-Atlantique,1,4,44
4599,Loire-Atlantique,1,4,44
4600,Loire-Atlantique,1,8,44
4601,Loire-Atlantique,1,4,44
4602,Loire-Atlantique,1,1,44
4603,Seine-Saint-Denis,1,5,93
4604,Seine-Saint-Denis,1,3,93
4605,Loire-Atlantique,1,5,44
4606,Seine-et-Marne,0,1,77
4607,Seine-et-Marne,0,1,77
4608,Seine-et-Marne,0,1,77
4609,Seine-et-Marne,0,1,77
4610,Loire-Atlantique,1,4,44
4611,Yvelines,0,1,78
4612,Yvelines,1,7,78
4613,Yvelines,1,2,78
4614,Yvelines,0,1,78
4615,Yvelines,0,1,78
4616,Essonne,1,1,91
4617,Essonne,1,2,91
4618,Essonne,0,1,91
4619,Essonne,1,1,91
4620,Essonne,0,4,91
4621,Hauts-de-Seine,1,1,92
4622,Hauts-de-Seine,1,1,92
4623,Hauts-de-Seine,1,6,92
4624,Hauts-de-Seine,1,1,92
4625,Hauts-de-Seine,1,1,92
4626,Hauts-de-Seine,1,1,92
4627,Hauts-de-Seine,1,1,92
4628,Hauts-de-Seine,1,1,92
4629,Hauts-de-Seine,1,1,92
4630,Hauts-de-Seine,1,1,92
4631,Val-de-Marne,1,2,94
4632,Val-de-Marne,1,2,94
4633,Val-de-Marne,0,1,94
4634,Val-de-Marne,1,1,94
4635,Val-de-Marne,1,2,94
4636,Val-de-Marne,1,2,94
4637,Val-de-Marne,1,1,94
4638,Seine-Saint-Denis,1,3,93
4639,Loire-Atlantique,1,1,44
4640,Seine-Saint-Denis,1,3,93
4641,Loire-Atlantique,1,1,44
4642,Loire-Atlantique,1,4,44
4643,Seine-Saint-Denis,0,4,93
4644,Loire-Atlantique,1,1,44
4645,Seine-Saint-Denis,1,8,93
4646,Seine-Saint-Denis,1,1,93
4647,Loire-Atlantique,0,1,44
4648,Loire-Atlantique,1,1,44
4649,Seine-Saint-Denis,1,1,93
4650,Seine-Saint-Denis,1,1,93
4651,Seine-Saint-Denis,1,1,93
4652,Seine-Saint-Denis,1,3,93
4653,Loire-Atlantique,0,1,44
4654,Loire-Atlantique,0,1,44
4655,Loire-Atlantique,0,1,44
4656,Loire-Atlantique,0,1,44
4657,Loire-Atlantique,1,1,44
4658,Seine-Saint-Denis,1,1,93
4659,Seine-Saint-Denis,1,6,93
4660,Seine-Saint-Denis,1,8,93
4661,Loire-Atlantique,1,1,44
4662,Val-de-Marne,1,2,94
4663,Val-de-Marne,0,1,94
4664,Val-de-Marne,1,1,94
4665,Val-de-Marne,0,1,94
4666,Val-d'Oise,1,1,95
4667,Val-d'Oise,0,1,95
4668,Val-d'Oise,0,1,95
4669,Val-d'Oise,0,1,95
4670,Val-d'Oise,0,1,95
4671,Val-d'Oise,0,1,95
4672,Val-de-Marne,1,1,94
4673,Loire-Atlantique,1,1,44
4674,Loire-Atlantique,1,1,44
4675,Loire-Atlantique,1,4,44
4676,Loire-Atlantique,1,4,44
4677,Loire-Atlantique,1,1,44
4678,Seine-Saint-Denis,1,1,93
4679,Loire-Atlantique,1,4,44
4680,Seine-Saint-Denis,1,2,93
4681,Loire-Atlantique,1,4,44
4682,Loire-Atlantique,1,4,44
4683,Loire-Atlantique,1,4,44
4684,Loire-Atlantique,1,4,44
4685,Loire-Atlantique,1,6,44
4686,Loire-Atlantique,1,4,44
4687,Loire-Atlantique,1,4,44
4688,Loire-Atlantique,1,5,44
4689,Loire-Atlantique,1,4,44
4690,Loire-Atlantique,1,4,44
4691,Loire-Atlantique,1,8,44
4692,Loire-Atlantique,1,4,44
4693,Loire-Atlantique,1,2,44
4694,Loire-Atlantique,1,4,44
4695,Loire-Atlantique,1,4,44
4696,Loire-Atlantique,1,4,44
4697,Loire-Atlantique,1,4,44
4698,Loire-Atlantique,1,4,44
4699,Loire-Atlantique,1,4,44
4700,Loire-Atlantique,1,4,44
4701,Loire-Atlantique,1,4,44
4702,Loire-Atlantique,1,4,44
4703,Loire-Atlantique,1,4,44
4704,Loire-Atlantique,1,4,44
4705,Loire-Atlantique,1,4,44
4706,Loire-Atlantique,1,1,44
4707,Loire-Atlantique,1,4,44
4708,Loire-Atlantique,1,4,44
4709,Loire-Atlantique,1,4,44
4710,Loire-Atlantique,1,4,44
4711,Loire-Atlantique,1,4,44
4712,Loire-Atlantique,1,4,44
4713,Gironde,1,1,33
4714,Gironde,1,3,33
4715,Loire-Atlantique,1,3,44
4716,Hauts-de-Seine,1,2,92
4717,Loire-Atlantique,1,1,44
4718,Loire-Atlantique,1,1,44
4719,Loire-Atlantique,0,1,44
4720,Hauts-de-Seine,1,4,92
4721,Gironde,1,3,33
4722,Gironde,1,1,33
4723,Gironde,1,2,33
4724,Loire-Atlantique,1,4,44
4725,Loire-Atlantique,1,4,44
4726,Loire-Atlantique,1,4,44
4727,Loire-Atlantique,1,4,44
4728,Loire-Atlantique,1,4,44
4729,Loire-Atlantique,1,4,44
4730,Loire-Atlantique,1,4,44
4731,Loire-Atlantique,1,4,44
4732,Loire-Atlantique,1,4,44
4733,Loire-Atlantique,1,4,44
4734,Loire-Atlantique,1,5,44
4735,Loire-Atlantique,1,9,44
4736,Loire-Atlantique,1,4,44
4737,Loire-Atlantique,1,4,44
4738,Gironde,1,3,33
4739,Gironde,1,1,33
4740,Gironde,1,1,33
4741,Gironde,1,1,33
4742,Loire-Atlantique,1,4,44
4743,Loire-Atlantique,1,4,44
4744,Loire-Atlantique,1,4,44
4745,Loire-Atlantique,1,4,44
4746,Loire-Atlantique,1,4,44
4747,Loire-Atlantique,1,4,44
4748,Seine-Saint-Denis,1,7,93
4749,Loire-Atlantique,1,4,44
4750,Loire-Atlantique,1,4,44
4751,Loire-Atlantique,1,4,44
4752,Loire-Atlantique,1,4,44
4753,Loire-Atlantique,1,4,44
4754,Loire-Atlantique,1,4,44
4755,Loire-Atlantique,1,4,44
4756,Loire-Atlantique,1,4,44
4757,Loire-Atlantique,1,4,44
4758,Loire-Atlantique,1,4,44
4759,Loire-Atlantique,1,4,44
4760,Gironde,1,3,33
4761,Gironde,1,3,33
4762,Gironde,1,2,33
4763,Gironde,1,1,33
4764,Seine-Saint-Denis,1,1,93
4765,Loire-Atlantique,1,5,44
4766,Loire-Atlantique,1,2,44
4767,Loire-Atlantique,1,4,44
4768,Loire-Atlantique,1,4,44
4769,Loire-Atlantique,1,4,44
4770,Loire-Atlantique,1,4,44
4771,Seine-Saint-Denis,1,22,93
4772,Loire-Atlantique,1,4,44
4773,Loire-Atlantique,1,4,44
4774,Loire-Atlantique,1,4,44
4775,Loire-Atlantique,1,4,44
4776,Loire-Atlantique,1,4,44
4777,Loire-Atlantique,1,4,44
4778,Loire-Atlantique,1,4,44
4779,Loire-Atlantique,1,4,44
4780,Loire-Atlantique,1,4,44
4781,Loire-Atlantique,1,4,44
4782,Loire-Atlantique,1,2,44
4783,Gironde,1,1,33
4784,Gironde,1,2,33
4785,Loire-Atlantique,1,2,44
4786,Loire-Atlantique,1,3,44
4787,Loire-Atlantique,1,3,44
4788,Loire-Atlantique,1,4,44
4789,Gironde,1,3,33
4790,Gironde,1,2,33
4791,Gironde,1,4,33
4792,Loire-Atlantique,1,1,44
4793,Loire-Atlantique,1,5,44
4794,Seine-Saint-Denis,1,1,93
4795,Loire-Atlantique,1,1,44
4796,Gironde,1,5,33
4797,Loire-Atlantique,1,3,44
4798,Gironde,1,1,33
4799,Loire-Atlantique,1,4,44
4800,Loire-Atlantique,1,4,44
4801,Loire-Atlantique,1,4,44
4802,Loire-Atlantique,1,4,44
4803,Loire-Atlantique,1,4,44
4804,Loire-Atlantique,1,4,44
4805,Loire-Atlantique,1,4,44
4806,Loire-Atlantique,1,4,44
4807,Loire-Atlantique,1,4,44
4808,Loire-Atlantique,1,4,44
4809,Loire-Atlantique,1,4,44
4810,Gironde,1,1,33
4811,Loire-Atlantique,1,4,44
4812,Loire-Atlantique,1,4,44
4813,Gironde,1,1,33
4814,Gironde,1,1,33
4815,Gironde,1,2,33
4816,Gironde,1,1,33
4817,Seine-Saint-Denis,1,4,93
4818,Gironde,1,6,33
4819,Seine-Saint-Denis,1,16,93
4820,Loire-Atlantique,1,1,44
4821,Loire-Atlantique,1,2,44
4822,Hauts-de-Seine,1,4,92
4823,Hauts-de-Seine,1,4,92
4824,Loire-Atlantique,0,1,44
4825,Loire-Atlantique,1,1,44
4826,Loire-Atlantique,1,1,44
4827,Loire-Atlantique,1,1,44
4828,Loire-Atlantique,1,1,44
4829,Loire-Atlantique,1,1,44
4830,Loire-Atlantique,1,1,44
4831,Loire-Atlantique,1,1,44
4832,Loire-Atlantique,0,1,44
4833,Loire-Atlantique,1,1,44
4834,Loire-Atlantique,1,1,44
4835,Loire-Atlantique,1,4,44
4836,Loire-Atlantique,1,4,44
4837,Gironde,1,1,33
4838,Loire-Atlantique,1,4,44
4839,Loire-Atlantique,1,1,44
4840,Loire-Atlantique,1,1,44
4841,Gironde,1,1,33
4842,Loire-Atlantique,1,1,44
4843,Gironde,1,1,33
4844,Loire-Atlantique,1,3,44
4845,Loire-Atlantique,1,1,44
4846,Loire-Atlantique,1,5,44
4847,Loire-Atlantique,1,4,44
4848,Loire-Atlantique,1,4,44
4849,Paris,1,2,75
4850,Loire-Atlantique,1,4,44
4851,Loire-Atlantique,1,4,44
4852,Loire-Atlantique,1,4,44
4853,Loire-Atlantique,1,8,44
4854,Loire-Atlantique,1,4,44
4855,Loire-Atlantique,1,4,44
4856,Loire-Atlantique,1,4,44
4857,Loire-Atlantique,1,4,44
4858,Loire-Atlantique,1,4,44
4859,Loire-Atlantique,1,4,44
4860,Loire-Atlantique,1,4,44
4861,Loire-Atlantique,1,4,44
4862,Loire-Atlantique,1,4,44
4863,Loire-Atlantique,1,4,44
4864,Loire-Atlantique,1,4,44
4865,Loire-Atlantique,1,4,44
4866,Loire-Atlantique,1,4,44
4867,Loire-Atlantique,1,4,44
4868,Loire-Atlantique,1,4,44
4869,Loire-Atlantique,1,4,44
4870,Loire-Atlantique,1,4,44
4871,Loire-Atlantique,1,4,44
4872,Loire-Atlantique,1,4,44
4873,Loire-Atlantique,1,4,44
4874,Seine-Saint-Denis,1,2,93
4875,Gironde,1,2,33
4876,Gironde,1,1,33
4877,Gironde,1,1,33
4878,Gironde,1,1,33
4879,Gironde,1,1,33
4880,Gironde,1,1,33
4881,Gironde,1,2,33
4882,Gironde,1,1,33
4883,Gironde,1,1,33
4884,Gironde,1,1,33
4885,Gironde,1,2,33
4886,Gironde,1,2,33
4887,Gironde,1,2,33
4888,Gironde,1,2,33
4889,Loire-Atlantique,1,3,44
4890,Loire-Atlantique,1,3,44
4891,Gironde,1,1,33
4892,Loire-Atlantique,1,3,44
4893,Loire-Atlantique,1,3,44
4894,Loire-Atlantique,1,3,44
4895,Loire-Atlantique,1,3,44
4896,Paris,1,1,75
4897,Hauts-de-Seine,1,3,92
4898,Loire-Atlantique,1,1,44
4899,Loire-Atlantique,1,1,44
4900,Loire-Atlantique,1,1,44
4901,Loire-Atlantique,1,1,44
4902,Loire-Atlantique,1,1,44
4903,Loire-Atlantique,1,1,44
4904,Loire-Atlantique,1,1,44
4905,Loire-Atlantique,1,1,44
4906,Loire-Atlantique,1,1,44
4907,Loire-Atlantique,1,1,44
4908,Loire-Atlantique,1,1,44
4909,Loire-Atlantique,1,1,44
4910,Loire-Atlantique,1,1,44
4911,Loire-Atlantique,1,1,44
4912,Loire-Atlantique,1,1,44
4913,Loire-Atlantique,1,6,44
4914,Loire-Atlantique,1,1,44
4915,Loire-Atlantique,1,1,44
4916,Loire-Atlantique,1,1,44
4917,Loire-Atlantique,1,1,44
4918,Loire-Atlantique,1,1,44
4919,Loire-Atlantique,1,1,44
4920,Loire-Atlantique,1,1,44
4921,Loire-Atlantique,1,1,44
4922,Loire-Atlantique,1,1,44
4923,Loire-Atlantique,1,1,44
4924,Loire-Atlantique,1,1,44
4925,Loire-Atlantique,1,1,44
4926,Loire-Atlantique,1,1,44
4927,Loire-Atlantique,1,1,44
4928,Seine-Saint-Denis,1,3,93
4929,Seine-Saint-Denis,1,1,93
4930,Hérault,1,4,34
4931,Hérault,0,2,34
4932,Hérault,0,1,34
4933,Hérault,0,4,34
4934,Hérault,1,1,34
4935,Hérault,1,3,34
4936,Hérault,1,1,34
4937,Hérault,0,5,34
4938,Hérault,0,2,34
4939,Hérault,1,4,34
4940,Hérault,0,3,34
4941,Hérault,1,3,34
4942,Hérault,1,6,34
4943,Hérault,1,2,34
4944,Hérault,1,3,34
4945,Hérault,0,1,34
4946,Hérault,0,3,34
4947,Hérault,1,15,34
4948,Hérault,1,4,34
4949,Hérault,0,2,34
4950,Hérault,0,1,34
4951,Hérault,0,1,34
4952,Hérault,0,3,34
4953,Hérault,0,1,34
4954,Hérault,0,2,34
4955,Hérault,0,1,34
4956,Hérault,0,2,34
4957,Hérault,1,7,34
4958,Hérault,0,9,34
4959,Hérault,0,1,34
4960,Hérault,0,1,34
4961,Hérault,0,1,34
4962,Hérault,0,1,34
4963,Hérault,1,3,34
4964,Hérault,0,2,34
4965,Hérault,0,1,34
4966,Hérault,0,1,34
4967,Hérault,0,1,34
4968,Hérault,0,1,34
4969,Hérault,0,1,34
4970,Hérault,1,1,34
4971,Hérault,0,1,34
4972,Hérault,0,1,34
4973,Hérault,0,1,34
4974,Loire-Atlantique,1,4,44
4975,Loire-Atlantique,1,4,44
4976,Loire-Atlantique,1,5,44
4977,Loire-Atlantique,1,1,44
4978,Gironde,1,1,33
4979,Gironde,1,2,33
4980,Loire-Atlantique,1,3,44
4981,Gironde,1,7,33
4982,Gironde,1,2,33
4983,Gironde,1,2,33
4984,Gironde,1,2,33
4985,Gironde,1,2,33
4986,Gironde,1,3,33
4987,Gironde,1,2,33
4988,Gironde,1,2,33
4989,Gironde,1,2,33
4990,Gironde,1,2,33
4991,Gironde,1,2,33
4992,Gironde,1,2,33
4993,Gironde,1,2,33
4994,Gironde,1,2,33
4995,Paris,1,1,75
4996,Loire-Atlantique,1,6,44
4997,Loire-Atlantique,1,4,44
4998,Loire-Atlantique,1,4,44
4999,Paris,1,1,75
5000,Paris,1,2,75
5001,Loire-Atlantique,1,3,44
5002,Loire-Atlantique,1,3,44
5003,Loire-Atlantique,0,2,44
5004,Loire-Atlantique,1,2,44
5005,Loire-Atlantique,1,3,44
5006,Loire-Atlantique,1,3,44
5007,Loire-Atlantique,1,1,44
5008,Gironde,1,3,33
5009,Gironde,1,2,33
5010,Dordogne,1,2,24
5011,Loire-Atlantique,1,3,44
5012,Loire-Atlantique,1,1,44
5013,Loire-Atlantique,1,1,44
5014,Loire-Atlantique,1,1,44
5015,Paris,1,1,75
5016,Paris,1,17,75
5017,Gironde,1,4,33
5018,Gironde,1,9,33
5019,Gironde,1,2,33
5020,Lot-et-Garonne,0,2,
5021,Gironde,1,2,33
5022,Gironde,1,2,33
5023,Gironde,1,2,33
5024,Gironde,1,2,33
5025,Seine-Saint-Denis,1,1,93
5026,Seine-Saint-Denis,1,1,93
5027,Gironde,1,2,33
5028,Seine-Saint-Denis,1,1,93
5029,Seine-Saint-Denis,1,1,93
5030,Seine-Saint-Denis,1,1,93
5031,Gironde,1,2,33
5032,Gironde,1,2,33
5033,Seine-Saint-Denis,1,4,93
5034,Gironde,1,5,33
5035,Seine-Saint-Denis,1,2,93
5036,Loire-Atlantique,1,17,44
5037,Loire-Atlantique,1,5,44
5038,Loire-Atlantique,1,1,44
5039,Loire-Atlantique,1,2,44
5040,Gironde,1,2,33
5041,Gironde,1,2,33
5042,Hauts-de-Seine,1,1,92
5043,Hauts-de-Seine,1,1,92
5044,Loire-Atlantique,1,1,44
5045,Seine-Saint-Denis,2,3,93
5046,Loire-Atlantique,1,8,44
5047,Loire-Atlantique,1,2,44
5048,Loire-Atlantique,1,1,44
5049,Loire-Atlantique,1,1,44
5050,Loire-Atlantique,1,3,44
5051,Paris,1,4,75
5052,Gironde,1,4,33
5053,Gironde,1,2,33
5054,Gironde,1,2,33
5055,Paris,1,1,75
5056,Loire-Atlantique,1,1,44
5057,Loire-Atlantique,1,1,44
5058,Loire-Atlantique,1,2,44
5059,Loire-Atlantique,1,2,44
5060,Loire-Atlantique,1,2,44
5061,Loire-Atlantique,1,2,44
5062,Seine-Saint-Denis,1,2,93
5063,Loire-Atlantique,1,1,44
5064,Loire-Atlantique,1,1,44
5065,Loire-Atlantique,1,1,44
5066,Loire-Atlantique,1,1,44
5067,Loire-Atlantique,1,1,44
5068,Seine-Saint-Denis,1,2,93
5069,Gironde,1,2,33
5070,Gironde,1,1,33
5071,Gironde,1,2,33
5072,Gironde,1,2,33
5073,Gironde,1,2,33
5074,Seine-Saint-Denis,1,12,93
5075,Loire-Atlantique,1,2,44
5076,Loire-Atlantique,1,2,44
5077,Paris,1,1,75
5078,Paris,1,1,75
5079,Paris,0,1,75
5080,Paris,1,3,75
5081,Paris,1,1,75
5082,Paris,1,1,75
5083,Paris,1,3,75
5084,Paris,1,1,75
5085,Paris,1,1,75
5086,Département de Paris,1,1,
5087,Département de Paris,1,1,
5088,Paris,1,1,75
5089,Paris,1,1,75
5090,Paris,1,1,75
5091,Département de Paris,1,1,
5092,Paris,1,2,75
5093,Paris,1,1,75
5094,Gironde,1,2,33
5095,Gironde,1,2,33
5096,Gironde,1,3,33
5097,Gironde,1,2,33
5098,Gironde,1,2,33
5099,Gironde,1,2,33
5100,Loire-Atlantique,1,1,44
5101,Gironde,1,3,33
5102,,1,1,
5103,Loire-Atlantique,1,1,44
5104,Gironde,1,1,33
5105,Loire-Atlantique,1,4,44
5106,Seine-Saint-Denis,1,7,93
5107,Loire-Atlantique,1,3,44
5108,Loire-Atlantique,1,6,44
5109,Loire-Atlantique,1,1,44
5110,Seine-Saint-Denis,1,1,93
5111,Seine-Saint-Denis,1,7,93
5112,Paris,1,1,75
5113,Paris,1,1,75
5114,Paris,1,1,75
5115,Paris,1,1,75
5116,Paris,1,3,75
5117,Paris,1,1,75
5118,Paris,1,1,75
5119,Paris,1,2,75
5120,Paris,1,1,75
5121,Paris,1,1,75
5122,Paris,1,1,75
5123,Paris,1,1,75
5124,Hauts-de-Seine,1,1,92
5125,Paris,1,5,75
5126,Paris,1,5,75
5127,Gironde,1,1,33
5128,Gironde,1,2,33
5129,Gironde,1,2,33
5130,Loire-Atlantique,1,2,44
5131,Loire-Atlantique,1,1,44
5132,Loire-Atlantique,1,1,44
5133,Paris,1,2,75
5134,Paris,1,3,75
5135,Paris,1,4,75
5136,Seine-Saint-Denis,1,1,93
5137,Paris,1,2,75
5138,Paris,1,1,75
5139,Paris,1,4,75
5140,Loire-Atlantique,1,5,44
5141,Paris,1,1,75
5142,Paris,1,3,75
5143,Paris,1,1,75
5144,Paris,1,1,75
5145,Paris,1,1,75
5146,Yvelines,1,5,78
5147,Yvelines,1,3,78
5148,Yvelines,1,3,78
5149,Essonne,0,1,91
5150,Seine-et-Marne,1,1,77
5151,Essonne,1,2,91
5152,Seine-et-Marne,1,7,77
5153,Hauts-de-Seine,1,4,92
5154,Val-de-Marne,1,5,94
5155,Val-de-Marne,1,4,94
5156,Val-de-Marne,1,4,94
5157,Val-de-Marne,1,4,94
5158,Gironde,1,3,33
5159,Gironde,1,2,33
5160,Gironde,1,2,33
5161,Loire-Atlantique,1,1,44
5162,Loire-Atlantique,1,1,44
5163,Val-de-Marne,1,5,94
5164,Val-de-Marne,0,1,94
5165,Hauts-de-Seine,1,2,92
5166,Val-de-Marne,1,4,94
5167,Val-de-Marne,1,3,94
5168,Val-de-Marne,1,4,94
5169,Val-de-Marne,1,1,94
5170,Val-de-Marne,1,4,94
5171,Val-de-Marne,1,2,94
5172,Val-de-Marne,1,2,94
5173,Val-de-Marne,1,2,94
5174,Val-de-Marne,1,4,94
5175,Seine-Saint-Denis,1,3,93
5176,Val-de-Marne,1,4,94
5177,Paris,1,4,75
5178,Paris,1,1,75
5179,Paris,1,1,75
5180,Paris,1,1,75
5181,Paris,1,1,75
5182,Paris,1,1,75
5183,Paris,1,6,75
5184,Paris,1,1,75
5185,Paris,1,1,75
5186,Paris,1,1,75
5187,Paris,1,1,75
5188,Paris,1,1,75
5189,Paris,1,1,75
5190,Paris,1,1,75
5191,Paris,1,1,75
5192,Paris,1,1,75
5193,Paris,1,1,75
5194,Paris,1,1,75
5195,Paris,1,1,75
5196,Paris,1,1,75
5197,Paris,1,1,75
5198,Paris,1,1,75
5199,Paris,1,1,75
5200,Paris,1,1,75
5201,Gironde,1,1,33
5202,Gironde,1,1,33
5203,Gironde,1,2,33
5204,Loire-Atlantique,1,2,44
5205,Gironde,1,3,33
5206,Seine-Saint-Denis,1,1,93
5207,Hauts-de-Seine,1,2,92
5208,Seine-Saint-Denis,1,4,93
5209,Seine-Saint-Denis,1,4,93
5210,Seine-Saint-Denis,1,2,93
5211,Loire-Atlantique,1,1,44
5212,Seine-Saint-Denis,1,3,93
5213,Seine-Saint-Denis,1,3,93
5214,Seine-Saint-Denis,1,3,93
5215,Seine-Saint-Denis,1,2,93
5216,Seine-Saint-Denis,1,2,93
5217,Seine-Saint-Denis,1,2,93
5218,Gironde,1,2,33
5219,Seine-Saint-Denis,1,3,93
5220,Seine-Saint-Denis,1,2,93
5221,Seine-Saint-Denis,1,2,93
5222,Hauts-de-Seine,1,2,92
5223,Paris,1,3,75
5224,Loire-Atlantique,1,1,44
5225,Gironde,1,1,33
5226,Seine-Saint-Denis,1,2,93
5227,Paris,1,1,75
5228,Paris,1,2,75
5229,Paris,1,2,75
5230,Paris,1,2,75
5231,Paris,1,2,75
5232,Département de Paris,1,11,
5233,Paris,1,3,75
5234,Loire-Atlantique,1,4,44
5235,Loire-Atlantique,0,1,44
5236,Loire-Atlantique,1,3,44
5237,Loire-Atlantique,1,2,44
5238,Hauts-de-Seine,1,1,92
5239,Hauts-de-Seine,1,1,92
5240,Hauts-de-Seine,1,1,92
5241,Hauts-de-Seine,1,1,92
5242,Hauts-de-Seine,1,1,92
5243,Hauts-de-Seine,1,1,92
5244,Loire-Atlantique,1,1,44
5245,Loire-Atlantique,1,1,44
5246,Loire-Atlantique,1,1,44
5247,Paris,1,1,75
5248,Seine-Saint-Denis,1,1,93
5249,Seine-Saint-Denis,1,1,93
5250,Paris,1,2,75
5251,Paris,1,2,75
5252,Paris,1,1,75
5253,Gironde,1,1,33
5254,Gironde,1,2,33
5255,Gironde,1,1,33
5256,Yvelines,1,2,78
5257,Yvelines,1,7,78
5258,Yvelines,1,3,78
5259,Yvelines,1,4,78
5260,Yvelines,1,3,78
5261,Yvelines,1,4,78
5262,Yvelines,1,4,78
5263,Yvelines,1,4,78
5264,Yvelines,1,1,78
5265,Yvelines,1,4,78
5266,Yvelines,1,8,78
5267,Yvelines,1,3,78
5268,Yvelines,1,2,78
5269,Yvelines,1,6,78
5270,Yvelines,1,6,78
5271,Yvelines,1,6,78
5272,Yvelines,1,4,78
5273,Yvelines,1,3,78
5274,Yvelines,1,6,78
5275,Yvelines,1,7,78
5276,Yvelines,1,3,78
5277,Yvelines,1,4,78
5278,Yvelines,1,5,78
5279,Yvelines,1,3,78
5280,Yvelines,1,4,78
5281,Yvelines,1,3,78
5282,Yvelines,0,3,78
5283,Yvelines,1,2,78
5284,Yvelines,1,5,78
5285,Yvelines,0,2,78
5286,Yvelines,1,6,78
5287,Yvelines,1,3,78
5288,Yvelines,1,3,78
5289,Yvelines,1,2,78
5290,Yvelines,1,4,78
