,territories,status
3174,75,PRO
3175,75,PRO
3176,92,PRO
3177,92,PRO
3178,92,PRO
3179,92,PRO
3180,92,PRO
3181,92,PRO
3182,92,PRO
3183,92,PRO
3184,92,PRO
3185,92,PRO
3186,92,PRO
3187,92,PRO
3188,92,PRO
3189,92,PRO
3190,75,PRO
3191,92,PRO
3192,67,PRO
3193,92,PRO
3194,33,PRO
3195,92,PRO
3196,92,PRO
3197,92,PRO
3198,92,PRO
3199,95,PRO
3200,93,PRO
3201,75,PRO
3202,75,PRO
3203,92,PRO
3204,92,PRO
3205,75,PRO
3206,75,PRO
3207,92,PRO
3208,67,PRO
3209,92,PRO
3210,93,PRO
3211,93,PRO
3212,93,PRO
3213,93,PRO
3214,93,PRO
3215,93,PRO
3216,93,PRO
3217,93,PRO
3218,93,PRO
3219,93,PRO
3220,93,PRO
3221,93,PRO
3222,93,PRO
3223,93,PRO
3224,93,PRO
3225,93,PRO
3226,93,PRO
3227,93,PRO
3228,93,PRO
3229,92,PRO
3230,67,PRO
3231,06,PRO
3232,93,PRO
3233,06,PRO
3234,92,PRO
3235,34,PRO
3236,94,PRO
3237,92,PRO
3238,33,PRO
3239,92,PRO
3240,92,PRO
3241,92,PRO
3242,92,PRO
3243,93,PRO
3244,75,PRO
3245,94,PRO
3246,67,PRO
3247,94,PRO
3248,94,PRO
3249,94,PRO
3250,92,PRO
3251,92,PRO
3252,93,PRO
3253,93,PRO
3254,78,PRO
3255,78,PRO
3256,78,PRO
3257,78,PRO
3258,78,PRO
3259,78,PRO
3260,78,PRO
3261,78,PRO
3262,78,PRO
3263,78,PRO
3264,78,PRO
3265,78,PRO
3266,78,PRO
3267,78,PRO
3268,78,PRO
3269,95,PRO
3270,95,PRO
3271,75,PRO
3272,94,PRO
3273,75,PRO
3274,92,PRO
3275,67,PRO
3276,92,PRO
3277,78,PRO
3278,92,PRO
3279,92,PRO
3280,92,PRO
3281,92,PRO
3282,93,PRO
3283,93,PRO
3284,93,PRO
3285,94,PRO
3286,92,PRO
3287,75,PRO
3288,94,PRO
3289,67,PRO
3290,67,PRO
3291,94,PRO
3292,92,PRO
3293,78,PRO
3294,94,PRO
3295,92,PRO
3296,92,PRO
3297,92,PRO
3298,92,PRO
3299,92,PRO
3300,92,PRO
3301,92,PRO
3302,92,PRO
3303,67,PRO
3304,93,PRO
3305,92,PRO
3306,94,PRO
3307,93,PRO
3308,92,PRO
3309,94,PRO
3310,93,PRO
3311,92,PRO
3312,75,PRO
3313,67,PRO
3314,92,PRO
3315,92,PRO
3316,33,PRO
3317,93,PRO
3318,78,PRO
3319,44,PRO
3320,93,PRO
3321,13,PRO
3322,94,PRO
3323,33,PRO
3324,67,PRO
3325,93,PRO
3326,93,PRO
3327,93,PRO
3328,67,PRO
3329,67,PRO
3330,93,PRO
3331,93,PRO
3332,94,PRO
3333,93,PRO
3334,94,PRO
3335,94,PRO
3336,93,PRO
3337,93,PRO
3338,78,PRO
3339,92,PRO
3340,78,PRO
3341,93,PRO
3342,92,PRO
3343,92,PRO
3344,06,PRO
3345,93,PRO
3346,93,PRO
3347,93,PRO
3348,974,PRO
3349,33,PRO
3350,93,PRO
3351,93,PRO
3352,78,PRO
3353,93,PRO
3354,93,PRO
3355,93,PRO
3356,67,PRO
3357,06,PRO
3358,93,PRO
3359,78,PRO
3360,33,PRO
3361,33,PRO
3362,93,PRO
3363,94,PRO
3364,93,PRO
3365,94,PRO
3366,75,PRO
3367,93,PRO
3368,93,PRO
3369,93,PRO
3370,93,PRO
3371,75,PRO
3372,93,PRO
3373,93,PRO
3374,78,PRO
3375,93,PRO
3376,92,PRO
3377,67,PRO
3378,93,PRO
3379,92,PRO
3380,94,PRO
3381,92,PRO
3382,94,PRO
3383,94,PRO
3384,75,PRO
3385,94,PRO
3386,93,PRO
3387,93,PRO
3388,93,PRO
3389,67,PRO
3390,95,PRO
3391,95,PRO
3392,91,PRO
3393,77,PRO
3394,94,PRO
3395,33,PRO
3396,78,PRO
3397,78,PRO
3398,77,PRO
3399,78,PRO
3400,94,PRO
3401,78,PRO
3402,95,PRO
3403,06,PRO
3404,33,PRO
3405,93,PRO
3406,75,PRO
3407,93,PRO
3408,94,PRO
3409,93,PRO
3410,93,PRO
3411,93,PRO
3412,92,PRO
3413,92,PRO
3414,94,PRO
3415,93,PRO
3416,92,PRO
3417,92,PRO
3418,75,PRO
3419,94,PRO
3420,94,PRO
3421,77,PRO
3422,93,PRO
3423,67,PRO
3424,92,PRO
3425,92,PRO
3426,94,PRO
3427,77,PRO
3428,75,PRO
3429,75,PRO
3430,92,PRO
3431,75,PRO
3432,77,PRO
3433,75,PRO
3434,59,PRO
3435,67,PRO
3436,94,PRO
3437,67,PRO
3438,77,PRO
3439,77,PRO
3440,06,PRO
3441,06,PRO
3442,06,PRO
3443,06,PRO
3444,06,PRO
3445,06,PRO
3446,06,PRO
3447,06,PRO
3448,06,PRO
3449,06,PRO
3450,95,PRO
3451,95,PRO
3452,95,PRO
3453,95,PRO
3454,95,PRO
3455,95,PRO
3456,95,PRO
3457,95,PRO
3458,95,PRO
3459,95,PRO
3460,95,PRO
3461,06,PRO
3462,95,PRO
3463,95,PRO
3464,95,PRO
3465,95,PRO
3466,95,PRO
3467,95,PRO
3468,95,PRO
3469,95,PRO
3470,95,PRO
3471,95,PRO
3472,95,PRO
3473,95,PRO
3474,95,PRO
3475,95,PRO
3476,95,PRO
3477,95,PRO
3478,33,PRO
3479,95,PRO
3480,95,PRO
3481,95,PRO
3482,95,PRO
3483,95,PRO
3484,95,PRO
3485,95,PRO
3486,95,PRO
3487,95,PRO
3488,95,PRO
3489,95,PRO
3490,33,PRO
3491,95,PRO
3492,95,PRO
3493,95,PRO
3494,95,PRO
3495,95,PRO
3496,95,PRO
3497,95,PRO
3498,95,PRO
3499,75,PRO
3500,75,PRO
3501,95,PRO
3502,95,PRO
3503,95,PRO
3504,95,PRO
3505,95,PRO
3506,95,PRO
3507,95,PRO
3508,95,PRO
3509,95,PRO
3510,95,PRO
3511,95,PRO
3512,75,PRO
3513,95,PRO
3514,95,PRO
3515,95,PRO
3516,95,PRO
3517,78,PRO
3518,78,PRO
3519,95,PRO
3520,91,PRO
3521,94,PRO
3522,94,PRO
3523,95,PRO
3524,33,PRO
3525,75,PRO
3526,95,PRO
3527,95,PRO
3528,95,PRO
3529,92,PRO
3530,77,PRO
3531,95,PRO
3532,95,PRO
3533,95,PRO
3534,95,PRO
3535,95,PRO
3536,33,PRO
3537,95,PRO
3538,33,PRO
3539,95,PRO
3540,95,PRO
3541,95,PRO
3542,94,PRO
3543,75,PRO
3544,91,PRO
3545,92,PRO
3546,94,PRO
3547,95,PRO
3548,95,PRO
3549,94,PRO
3550,44,PRO
3551,75,PRO
3552,44,PRO
3553,94,PRO
3554,44,PRO
3555,75,PRO
3556,44,PRO
3557,44,PRO
3558,95,PRO
3559,44,PRO
3560,77,PRO
3561,94,PRO
3562,75,PRO
3563,67,PRO
3564,95,PRO
3565,91,PRO
3566,67,PRO
3567,67,PRO
3568,77,PRO
3569,67,PRO
3570,67,PRO
3571,67,PRO
3572,33,PRO
3573,94,PRO
3574,33,PRO
3575,67,PRO
3576,78,PRO
3577,92,PRO
3578,94,PRO
3579,92,PRO
3580,33,PRO
3581,33,PRO
3582,33,PRO
3583,33,PRO
3584,33,PRO
3585,94,PRO
3586,44,PRO
3587,67,PRO
3588,94,PRO
3589,77,PRO
3590,77,PRO
3591,77,PRO
3592,33,PRO
3593,33,PRO
3594,33,PRO
3595,33,PRO
3596,33,PRO
3597,33,PRO
3598,33,PRO
3599,33,PRO
3600,33,PRO
3601,33,PRO
3602,33,PRO
3603,33,PRO
3604,33,PRO
3605,33,PRO
3606,44,PRO
3607,44,PRO
3608,44,PRO
3609,44,PRO
3610,44,PRO
3611,44,PRO
3612,44,PRO
3613,44,PRO
3614,44,PRO
3615,75,PRO
3616,75,PRO
3617,75,PRO
3618,75,PRO
3619,75,PRO
3620,75,PRO
3621,78,PRO
3622,78,PRO
3623,78,PRO
3624,78,PRO
3625,75,PRO
3626,78,PRO
3627,78,PRO
3628,78,PRO
3629,78,PRO
3630,78,PRO
3631,75,PRO
3632,78,PRO
3633,78,PRO
3634,78,PRO
3635,92,PRO
3636,92,PRO
3637,92,PRO
3638,94,PRO
3639,94,PRO
3640,94,PRO
3641,94,PRO
3642,94,PRO
3643,94,PRO
3644,94,PRO
3645,78,PRO
3646,94,PRO
3647,94,PRO
3648,94,PRO
3649,94,PRO
3650,92,PRO
3651,92,PRO
3652,92,PRO
3653,92,PRO
3654,92,PRO
3655,75,PRO
3656,92,PRO
3657,92,PRO
3658,78,PRO
3659,92,PRO
3660,75,PRO
3661,75,PRO
3662,44,PRO
3663,44,PRO
3664,44,PRO
3665,78,PRO
3666,92,PRO
3667,33,PRO
3668,94,PRO
3669,94,PRO
3670,94,PRO
3671,94,PRO
3672,94,PRO
3673,94,PRO
3674,94,PRO
3675,94,PRO
3676,94,PRO
3677,94,PRO
3678,94,PRO
3679,44,PRO
3680,94,PRO
3681,78,PRO
3682,06,PRO
3683,06,PRO
3684,06,PRO
3685,33,PRO
3686,77,PRO
3687,33,PRO
3688,33,PRO
3689,33,PRO
3690,33,PRO
3691,33,PRO
3692,33,PRO
3693,33,PRO
3694,33,PRO
3695,33,PRO
3696,33,PRO
3697,33,PRO
3698,33,PRO
3699,33,PRO
3700,33,PRO
3701,33,PRO
3702,33,PRO
3703,33,PRO
3704,44,PRO
3705,44,PRO
3706,44,PRO
3707,44,PRO
3708,44,PRO
3709,44,PRO
3710,44,PRO
3711,44,PRO
3712,44,PRO
3713,44,PRO
3714,44,PRO
3715,44,PRO
3716,44,PRO
3717,44,PRO
3718,44,PRO
3719,44,PRO
3720,44,PRO
3721,44,PRO
3722,44,PRO
3723,44,PRO
3724,44,PRO
3725,44,PRO
3726,44,PRO
3727,44,PRO
3728,44,PRO
3729,44,PRO
3730,44,PRO
3731,44,PRO
3732,75,PRO
3733,75,PRO
3734,75,PRO
3735,75,PRO
3736,75,PRO
3737,75,PRO
3738,75,PRO
3739,75,PRO
3740,75,PRO
3741,75,PRO
3742,75,PRO
3743,75,PRO
3744,75,PRO
3745,75,PRO
3746,75,PRO
3747,75,PRO
3748,75,PRO
3749,75,PRO
3750,78,PRO
3751,78,PRO
3752,78,PRO
3753,78,PRO
3754,78,PRO
3755,78,PRO
3756,78,PRO
3757,78,PRO
3758,78,PRO
3759,78,PRO
3760,78,PRO
3761,78,PRO
3762,78,PRO
3763,92,PRO
3764,92,PRO
3765,92,PRO
3766,92,PRO
3767,92,PRO
3768,92,PRO
3769,92,PRO
3770,92,PRO
3771,92,PRO
3772,92,PRO
3773,92,PRO
3774,92,PRO
3775,92,PRO
3776,94,PRO
3777,94,PRO
3778,94,PRO
3779,94,PRO
3780,94,PRO
3781,94,PRO
3782,94,PRO
3783,94,PRO
3784,94,PRO
3785,94,PRO
3786,94,PRO
3787,94,PRO
3788,94,PRO
3789,94,PRO
3790,94,PRO
3791,94,PRO
3792,94,PRO
3793,94,PRO
3794,94,PRO
3795,94,PRO
3796,94,PRO
3797,94,PRO
3798,94,PRO
3799,94,PRO
3800,95,PRO
3801,95,PRO
3802,78,PRO
3803,78,PRO
3804,78,PRO
3805,78,PRO
3806,78,PRO
3807,33,PRO
3808,92,PRO
3809,95,PRO
3810,95,PRO
3811,75,PRO
3812,75,PRO
3813,75,PRO
3814,75,PRO
3815,75,PRO
3816,75,PRO
3817,75,PRO
3818,75,PRO
3819,92,PRO
3820,92,PRO
3821,92,PRO
3822,92,PRO
3823,92,PRO
3824,92,PRO
3825,75,PRO
3826,75,PRO
3827,92,PRO
3828,78,PRO
3829,92,PRO
3830,92,PRO
3831,94,PRO
3832,94,PRO
3833,78,PRO
3834,78,PRO
3835,92,PRO
3836,78,PRO
3837,78,PRO
3838,75,PRO
3839,75,PRO
3840,75,PRO
3841,95,PRO
3842,95,PRO
3843,92,PRO
3844,44,PRO
3845,78,PRO
3846,75,PRO
3847,75,PRO
3848,75,PRO
3849,44,PRO
3850,44,PRO
3851,95,PRO
3852,95,PRO
3853,92,PRO
3854,75,PRO
3855,94,PRO
3856,94,PRO
3857,94,PRO
3858,78,PRO
3859,78,PRO
3860,78,PRO
3861,78,PRO
3862,78,PRO
3863,92,PRO
3864,78,PRO
3865,77,PRO
3866,33,PRO
3867,93,PRO
3868,93,PRO
3869,93,PRO
3870,93,PRO
3871,93,PRO
3872,93,PRO
3873,93,PRO
3874,93,PRO
3875,93,PRO
3876,93,PRO
3877,93,PRO
3878,93,PRO
3879,93,PRO
3880,93,PRO
3881,93,PRO
3882,93,PRO
3883,93,PRO
3884,93,PRO
3885,93,PRO
3886,93,PRO
3887,93,PRO
3888,93,PRO
3889,06,PRO
3890,78,PRO
3891,06,PRO
3892,06,PRO
3893,77,PRO
3894,94,PRO
3895,33,PRO
3896,77,PRO
3897,33,PRO
3898,94,PRO
3899,94,PRO
3900,94,PRO
3901,94,PRO
3902,94,PRO
3903,94,PRO
3904,75,PRO
3905,92,PRO
3906,94,PRO
3907,77,PRO
3908,94,PRO
3909,94,PRO
3910,94,PRO
3911,75,PRO
3912,75,PRO
3913,75,PRO
3914,75,PRO
3915,95,PRO
3916,95,PRO
3917,95,PRO
3918,95,PRO
3919,95,PRO
3920,06,PRO
3921,06,PRO
3922,77,PRO
3923,06,PRO
3924,06,PRO
3925,95,PRO
3926,95,PRO
3927,94,PRO
3928,94,PRO
3929,94,PRO
3930,94,PRO
3931,77,PRO
3932,77,PRO
3933,91,PRO
3934,91,PRO
3935,77,PRO
3936,77,PRO
3937,06,PRO
3938,06,PRO
3939,06,PRO
3940,75,PRO
3941,77,PRO
3942,44,PRO
3943,33,PRO
3944,77,PRO
3945,77,PRO
3946,44,PRO
3947,94,PRO
3948,06,PRO
3949,91,PRO
3950,91,PRO
3951,91,PRO
3952,33,PRO
3953,94,PRO
3954,91,PRO
3955,06,PRO
3956,06,PRO
3957,06,PRO
3958,91,PRO
3959,91,PRO
3960,91,PRO
3961,94,PRO
3962,78,PRO
3963,77,PRO
3964,77,PRO
3965,77,PRO
3966,77,PRO
3967,77,PRO
3968,06,PRO
3969,94,PRO
3970,94,PRO
3971,91,PRO
3972,06,PRO
3973,06,PRO
3974,78,PRO
3975,92,PRO
3976,78,PRO
3977,78,PRO
3978,77,PRO
3979,77,PRO
3980,95,PRO
3981,77,PRO
3982,91,PRO
3983,06,PRO
3984,91,PRO
3985,91,PRO
3986,91,PRO
3987,06,PRO
3988,91,PRO
3989,78,PRO
3990,91,PRO
3991,78,PRO
3992,06,PRO
3993,91,PRO
3994,77,PRO
3995,77,PRO
3996,77,PRO
3997,77,PRO
3998,77,PRO
3999,77,PRO
4000,33,PRO
4001,33,PRO
4002,06,PRO
4003,95,PRO
4004,95,PRO
4005,78,PRO
4006,95,PRO
4007,06,PRO
4008,75,PRO
4009,75,PRO
4010,75,PRO
4011,06,PRO
4012,44,PRO
4013,93,PRO
4014,06,PRO
4015,06,PRO
4016,06,PRO
4017,77,PRO
4018,67,PRO
4019,78,PRO
4020,78,PRO
4021,78,PRO
4022,06,PRO
4023,06,PRO
4024,06,PRO
4025,06,PRO
4026,06,PRO
4027,06,PRO
4028,06,PRO
4029,06,PRO
4030,06,PRO
4031,06,PRO
4032,06,PRO
4033,06,PRO
4034,06,PRO
4035,06,PRO
4036,06,PRO
4037,06,PRO
4038,06,PRO
4039,06,PRO
4040,67,PRO
4041,77,PRO
4042,33,PRO
4043,78,PRO
4044,78,PRO
4045,94,PRO
4046,78,PRO
4047,78,PRO
4048,78,PRO
4049,78,PRO
4050,77,PRO
4051,94,PRO
4052,78,PRO
4053,94,PRO
4054,94,PRO
4055,75,PRO
4056,06,PRO
4057,77,PRO
4058,77,PRO
4059,78,PRO
4060,78,PRO
4061,75,PRO
4062,91,PRO
4063,78,PRO
4064,06,PRO
4065,75,PRO
4066,75,PRO
4067,06,PRO
4068,06,PRO
4069,06,PRO
4070,75,PRO
4071,06,PRO
4072,06,PRO
4073,06,PRO
4074,06,PRO
4075,06,PRO
4076,06,PRO
4077,06,PRO
4078,06,PRO
4079,06,PRO
4080,06,PRO
4081,06,PRO
4082,06,PRO
4083,92,PRO
4084,78,PRO
4085,94,PRO
4086,00,SIMPLE_USER
4087,75,PRO
4088,91,PRO
4089,78,PRO
4090,78,PRO
4091,78,PRO
4092,78,PRO
4093,95,PRO
4094,44,ADMIN_SOLIGUIDE
4095,44,ADMIN_SOLIGUIDE
4096,75,PRO
4097,44,PRO
4098,15,PRO
4099,95,PRO
4100,78,PRO
4101,13,PRO
4102,92,PRO
4103,94,PRO
4104,94,PRO
4105,44,PRO
4106,44,PRO
4107,13,PRO
4108,78,PRO
4109,78,PRO
4110,06,PRO
4111,06,PRO
4112,06,PRO
4113,36,ADMIN_TERRITORY
4114,78,PRO
4115,67,PRO
4116,00,SIMPLE_USER
4117,36,PRO
4118,33,ADMIN_SOLIGUIDE
4119,95,PRO
4120,75,PRO
4121,76,ADMIN_SOLIGUIDE
4122,21,ADMIN_SOLIGUIDE
4123,00,ADMIN_SOLIGUIDE
4124,59,ADMIN_SOLIGUIDE
4125,78,PRO
4126,75,PRO
4127,77,PRO
4128,06,PRO
4129,06,PRO
4130,13,PRO
4131,06,ADMIN_SOLIGUIDE
4132,06,PRO
4133,91,PRO
4134,77,PRO
4135,44,PRO
4136,78,PRO
4137,44,PRO
4138,13,PRO
4139,67,PRO
4140,13,PRO
4141,77,PRO
4142,77,PRO
4143,77,PRO
4144,94,PRO
4145,95,PRO
4146,06,ADMIN_SOLIGUIDE
4147,13,PRO
4148,00,SIMPLE_USER
4149,13,PRO
4150,13,PRO
4151,92,PRO
4152,13,PRO
4153,92,PRO
4154,13,PRO
4155,13,PRO
4156,00,SIMPLE_USER
4157,13,PRO
4158,13,PRO
4159,44,PRO
4160,75,PRO
4161,13,PRO
4162,33,PRO
4163,75,PRO
4164,94,PRO
4165,67,PRO
4166,06,PRO
4167,06,PRO
4168,06,PRO
4169,06,PRO
4170,83,PRO
4171,91,PRO
4172,67,PRO
4173,91,PRO
4174,94,PRO
4175,94,PRO
4176,94,PRO
4177,94,PRO
4178,94,PRO
4179,94,PRO
4180,94,PRO
4181,94,PRO
4182,77,PRO
4183,15,PRO
4184,13,PRO
4185,44,PRO
4186,78,PRO
4187,13,PRO
4188,13,PRO
4189,06,PRO
4190,67,PRO
4191,44,PRO
4192,13,PRO
4193,13,PRO
4194,13,PRO
4195,75,PRO
4196,75,PRO
4197,75,PRO
4198,67,PRO
4199,13,PRO
4200,67,PRO
4201,77,PRO
4202,95,PRO
4203,77,PRO
4204,77,PRO
4205,77,PRO
4206,67,PRO
4207,95,PRO
4208,06,PRO
4209,77,PRO
4210,75,PRO
4211,13,PRO
4212,92,PRO
4213,92,PRO
4214,92,PRO
4215,13,PRO
4216,92,PRO
4217,92,PRO
4218,13,PRO
4219,44,PRO
4220,33,PRO
4221,13,PRO
4222,44,PRO
4223,94,PRO
4224,94,PRO
4225,94,PRO
4226,75,PRO
4227,67,PRO
4228,94,PRO
4229,94,PRO
4230,33,PRO
4231,95,PRO
4232,94,PRO
4233,95,PRO
4234,75,PRO
4235,77,PRO
4236,77,PRO
4237,77,PRO
4238,77,PRO
4239,77,PRO
4240,77,PRO
4241,77,PRO
4242,77,PRO
4243,77,PRO
4244,77,PRO
4245,77,PRO
4246,00,SIMPLE_USER
4247,78,PRO
4248,95,PRO
4249,06,PRO
4250,13,PRO
4251,13,PRO
4252,13,PRO
4253,67,PRO
4254,67,PRO
4255,13,PRO
4256,13,PRO
4257,94,PRO
4258,67,PRO
4259,78,PRO
4260,78,PRO
4261,78,PRO
4262,78,PRO
4263,77,PRO
4264,91,ADMIN_SOLIGUIDE
4265,91,ADMIN_SOLIGUIDE
4266,91,ADMIN_SOLIGUIDE
4267,13,PRO
4268,44,PRO
4269,77,PRO
4270,75,PRO
4271,95,PRO
4272,91,PRO
4273,06,PRO
4274,"06,33",PRO
4275,13,PRO
4276,13,PRO
4277,13,PRO
4278,13,PRO
4279,91,PRO
4280,77,PRO
4281,95,PRO
4282,95,PRO
4283,2A,PRO
4284,77,PRO
4285,78,PRO
4286,94,PRO
4287,95,PRO
4288,95,PRO
4289,95,PRO
4290,95,PRO
4291,95,PRO
4292,77,PRO
4293,94,PRO
4294,94,PRO
4295,94,PRO
4296,94,PRO
4297,94,PRO
4298,77,PRO
4299,77,PRO
4300,75,PRO
4301,63,ADMIN_SOLIGUIDE
4302,63,ADMIN_SOLIGUIDE
4303,75,PRO
4304,91,PRO
4305,36,PRO
4306,36,PRO
4307,93,PRO
4308,36,PRO
4309,36,PRO
4310,36,PRO
4311,36,PRO
4312,44,PRO
4313,75,PRO
4314,77,PRO
4315,77,PRO
4316,06,PRO
4317,00,SIMPLE_USER
4318,13,PRO
4319,44,PRO
4320,44,PRO
4321,44,PRO
4322,44,PRO
4323,44,PRO
4324,67,PRO
4325,67,PRO
4326,67,PRO
4327,67,PRO
4328,67,PRO
4329,44,PRO
4330,44,PRO
4331,77,PRO
4332,94,PRO
4333,77,PRO
4334,63,PRO
4335,63,PRO
4336,63,PRO
4337,06,PRO
4338,06,PRO
4339,33,PRO
4340,"75,44",PRO
4341,44,PRO
4342,36,PRO
4343,44,PRO
4344,67,PRO
4345,36,PRO
4346,93,PRO
4347,33,PRO
4348,33,ADMIN_SOLIGUIDE
4349,91,PRO
4350,93,PRO
4351,67,PRO
4352,93,PRO
4353,93,PRO
4354,93,PRO
4355,94,PRO
4356,77,PRO
4357,93,PRO
4358,93,PRO
4359,93,PRO
4360,94,PRO
4361,33,PRO
4362,00,SIMPLE_USER
4363,00,SIMPLE_USER
4364,13,PRO
4365,00,SIMPLE_USER
4366,00,SIMPLE_USER
4367,00,SIMPLE_USER
4368,00,SIMPLE_USER
4369,00,SIMPLE_USER
4370,00,SIMPLE_USER
4371,00,SIMPLE_USER
4372,00,SIMPLE_USER
4373,13,PRO
4374,00,SIMPLE_USER
4375,44,PRO
4376,00,SIMPLE_USER
4377,00,SIMPLE_USER
4378,00,SIMPLE_USER
4379,00,SIMPLE_USER
4380,00,SIMPLE_USER
4381,00,SIMPLE_USER
4382,67,PRO
4383,67,PRO
4384,94,PRO
4385,00,SIMPLE_USER
4386,00,SIMPLE_USER
4387,00,SIMPLE_USER
4388,00,SIMPLE_USER
4389,00,SIMPLE_USER
4390,00,SIMPLE_USER
4391,00,SIMPLE_USER
4392,00,SIMPLE_USER
4393,00,SIMPLE_USER
4394,44,PRO
4395,00,SIMPLE_USER
4396,33,PRO
4397,33,PRO
4398,95,PRO
4399,00,SIMPLE_USER
4400,00,SIMPLE_USER
4401,00,SIMPLE_USER
4402,00,SIMPLE_USER
4403,00,SIMPLE_USER
4404,00,SIMPLE_USER
4405,92,PRO
4406,00,SIMPLE_USER
4407,00,SIMPLE_USER
4408,00,SIMPLE_USER
4409,00,SIMPLE_USER
4410,00,SIMPLE_USER
4411,44,PRO
4412,63,PRO
4413,76,PRO
4414,00,SIMPLE_USER
4415,00,SIMPLE_USER
4416,36,PRO
4417,36,PRO
4418,77,PRO
4419,67,PRO
4420,06,PRO
4421,06,PRO
4422,00,SIMPLE_USER
4423,00,SIMPLE_USER
4424,44,PRO
4425,44,PRO
4426,00,SIMPLE_USER
4427,92,PRO
4428,92,PRO
4429,00,SIMPLE_USER
4430,44,PRO
4431,13,PRO
4432,44,PRO
4433,91,PRO
4434,91,PRO
4435,91,PRO
4436,13,PRO
4437,92,PRO
4438,91,PRO
4439,63,PRO
4440,94,PRO
4441,94,PRO
4442,94,PRO
4443,36,PRO
4444,36,PRO
4445,36,PRO
4446,36,PRO
4447,36,PRO
4448,44,PRO
4449,15,PRO
4450,00,SIMPLE_USER
4451,00,SIMPLE_USER
4452,34,ADMIN_SOLIGUIDE
4453,34,ADMIN_SOLIGUIDE
4454,00,SIMPLE_USER
4455,00,SIMPLE_USER
4456,44,PRO
4457,76,PRO
4458,00,SIMPLE_USER
4459,78,PRO
4460,00,SIMPLE_USER
4461,78,PRO
4462,33,PRO
4463,78,PRO
4464,00,SIMPLE_USER
4465,78,PRO
4466,00,SIMPLE_USER
4467,00,SIMPLE_USER
4468,00,SIMPLE_USER
4469,00,SIMPLE_USER
4470,44,PRO
4471,13,PRO
4472,67,PRO
4473,00,SIMPLE_USER
4474,33,PRO
4475,06,PRO
4476,13,PRO
4477,13,PRO
4478,63,ADMIN_TERRITORY
4479,63,ADMIN_TERRITORY
4480,13,PRO
4481,75,PRO
4482,44,PRO
4483,00,SIMPLE_USER
4484,77,PRO
4485,95,PRO
4486,78,PRO
4487,78,PRO
4488,77,PRO
4489,00,SIMPLE_USER
4490,36,PRO
4491,78,PRO
4492,34,PRO
4493,06,PRO
4494,06,PRO
4495,44,PRO
4496,63,PRO
4497,06,PRO
4498,06,PRO
4499,06,PRO
4500,06,PRO
4501,00,SIMPLE_USER
4502,00,SIMPLE_USER
4503,78,PRO
4504,06,PRO
4505,44,PRO
4506,44,PRO
4507,15,PRO
4508,75,PRO
4509,75,PRO
4510,00,SIMPLE_USER
4511,44,PRO
4512,34,SIMPLE_USER
4513,91,PRO
4514,06,PRO
4515,00,SIMPLE_USER
4516,34,PRO
4517,34,PRO
4518,34,PRO
4519,34,PRO
4520,06,PRO
4521,75,PRO
4522,34,PRO
4523,44,PRO
4524,00,SIMPLE_USER
4525,00,SIMPLE_USER
4526,00,SIMPLE_USER
4527,95,PRO
4528,06,PRO
4529,95,PRO
4530,75,PRO
4531,91,PRO
4532,78,PRO
4533,78,PRO
4534,77,PRO
4535,78,PRO
4536,06,PRO
4537,06,PRO
4538,78,PRO
4539,95,PRO
4540,78,PRO
4541,34,PRO
4542,67,PRO
4543,94,PRO
4544,36,PRO
4545,94,PRO
4546,67,PRO
4547,94,PRO
4548,75,PRO
4549,36,PRO
4550,13,PRO
4551,77,PRO
4552,00,SIMPLE_USER
4553,00,SIMPLE_USER
4554,77,PRO
4555,13,PRO
4556,00,SIMPLE_USER
4557,06,PRO
4558,06,PRO
4559,06,PRO
4560,06,PRO
4561,06,PRO
4562,06,PRO
4563,06,PRO
4564,06,PRO
4565,06,PRO
4566,06,PRO
4567,06,PRO
4568,06,PRO
4569,06,PRO
4570,06,PRO
4571,06,PRO
4572,06,PRO
4573,06,PRO
4574,06,PRO
4575,06,PRO
4576,06,PRO
4577,06,PRO
4578,06,PRO
4579,06,PRO
4580,06,PRO
4581,06,PRO
4582,06,PRO
4583,06,PRO
4584,06,PRO
4585,06,PRO
4586,06,PRO
4587,06,PRO
4588,06,PRO
4589,06,PRO
4590,06,PRO
4591,44,PRO
4592,06,PRO
4593,06,PRO
4594,06,PRO
4595,06,PRO
4596,36,PRO
4597,44,PRO
4598,44,PRO
4599,44,PRO
4600,44,PRO
4601,94,PRO
4602,94,PRO
4603,94,PRO
4604,06,PRO
4605,94,PRO
4606,94,PRO
4607,06,PRO
4608,06,PRO
4609,06,PRO
4610,06,PRO
4611,06,PRO
4612,06,PRO
4613,06,PRO
4614,06,PRO
4615,06,PRO
4616,06,PRO
4617,06,PRO
4618,06,PRO
4619,06,PRO
4620,06,PRO
4621,06,PRO
4622,06,PRO
4623,15,PRO
4624,06,PRO
4625,15,PRO
4626,15,PRO
4627,94,PRO
4628,77,PRO
4629,95,PRO
4630,94,PRO
4631,06,PRO
4632,77,PRO
4633,94,PRO
4634,94,PRO
4635,36,PRO
4636,78,PRO
4637,77,PRO
4638,06,PRO
4639,75,PRO
4640,75,PRO
4641,75,PRO
4642,36,PRO
4643,36,PRO
4644,36,PRO
4645,36,PRO
4646,00,SIMPLE_USER
4647,00,SIMPLE_USER
4648,13,PRO
4649,13,PRO
4650,13,PRO
