,monthly,lieu_id,territoire,check,status_PRO
23401,2021-03,7232,93,2021-037232,1
23417,2021-03,2641,75,2021-032641,1
23505,2021-03,1743,75,2021-031743,1
23606,2021-03,4205,92,2021-034205,1
23623,2021-03,5115,93,2021-035115,1
23705,2021-03,2201,67,2021-032201,1
23723,2021-03,3679,75,2021-033679,1
23727,2021-03,5885,78,2021-035885,1
23731,2021-03,9064,78,2021-039064,1
23735,2021-03,8657,78,2021-038657,1
23738,2021-03,6156,78,2021-036156,1
23739,2021-03,8914,92,2021-038914,1
23750,2021-03,47,75,2021-0347,1
23791,2021-03,4918,75,2021-034918,1
23807,2021-03,9720,75,2021-039720,1
23891,2021-03,3373,93,2021-033373,1
23913,2021-03,4849,75,2021-034849,1
23916,2021-03,4475,94,2021-034475,1
23947,2021-03,8607,78,2021-038607,1
23978,2021-03,1243,75,2021-031243,1
23983,2021-03,2535,75,2021-032535,1
24012,2021-03,11530,75,2021-0311530,1
24088,2021-03,9505,78,2021-039505,1
24097,2021-03,269,75,2021-03269,1
24137,2021-03,218,75,2021-03218,1
24164,2021-03,2714,93,2021-032714,1
24211,2021-03,11544,78,2021-0311544,1
24289,2021-03,3297,92,2021-033297,1
24290,2021-03,11548,78,2021-0311548,1
24311,2021-03,11550,78,2021-0311550,1
24378,2021-03,9771,,2021-039771,1
24379,2021-03,9914,78,2021-039914,1
24471,2021-03,4396,78,2021-034396,1
24531,2021-03,11273,92,2021-0311273,1
24586,2021-03,2500,75,2021-032500,1
24593,2021-03,2498,75,2021-032498,1
24598,2021-03,5097,75,2021-035097,1
24856,2021-03,3064,92,2021-033064,1
24946,2021-03,5032,75,2021-035032,1
24964,2021-03,4594,93,2021-034594,1
24966,2021-03,888,75,2021-03888,1
24974,2021-03,11597,93,2021-0311597,1
25074,2021-03,11608,78,2021-0311608,1
25084,2021-03,3284,94,2021-033284,1
25086,2021-03,11609,78,2021-0311609,1
25092,2021-03,11610,78,2021-0311610,1
25099,2021-03,11611,78,2021-0311611,1
25106,2021-03,11612,78,2021-0311612,1
25113,2021-03,11613,78,2021-0311613,1
25120,2021-03,11614,78,2021-0311614,1
25125,2021-03,11615,78,2021-0311615,1
25131,2021-03,11616,78,2021-0311616,1
25141,2021-03,11617,78,2021-0311617,1
25146,2021-03,11618,78,2021-0311618,1
25153,2021-03,11619,78,2021-0311619,1
25171,2021-03,2864,93,2021-032864,1
25413,2021-03,3413,93,2021-033413,1
25416,2021-03,3438,93,2021-033438,1
25417,2021-03,3422,93,2021-033422,1
25419,2021-03,3416,93,2021-033416,1
25422,2021-03,3420,93,2021-033420,1
25426,2021-03,3424,93,2021-033424,1
25427,2021-03,3423,93,2021-033423,1
25430,2021-03,3418,93,2021-033418,1
25495,2021-03,7606,75,2021-037606,1
25509,2021-03,10014,75,2021-0310014,1
25649,2021-03,3425,93,2021-033425,1
25652,2021-03,3427,93,2021-033427,1
25653,2021-03,3430,93,2021-033430,1
25654,2021-03,5450,93,2021-035450,1
25663,2021-03,248,75,2021-03248,1
25678,2021-03,5686,75,2021-035686,1
25788,2021-03,1998,44,2021-031998,1
25801,2021-03,6402,94,2021-036402,1
25803,2021-03,6416,94,2021-036416,1
25814,2021-03,5900,78,2021-035900,1
25824,2021-03,3316,92,2021-033316,1
25833,2021-03,2690,93,2021-032690,1
25849,2021-03,5159,93,2021-035159,1
25954,2021-03,11687,78,2021-0311687,1
25968,2021-03,11689,78,2021-0311689,1
25975,2021-03,11690,78,2021-0311690,1
26059,2021-03,3065,93,2021-033065,1
26099,2021-03,11701,,2021-0311701,1
26101,2021-03,11702,,2021-0311702,1
26104,2021-03,11703,,2021-0311703,1
26517,2021-03,5048,93,2021-035048,1
26534,2021-03,5381,44,2021-035381,1
26569,2021-03,10681,75,2021-0310681,1
26597,2021-04,10064,78,2021-0410064,1
26610,2021-04,10065,78,2021-0410065,1
26619,2021-04,10706,75,2021-0410706,1
26622,2021-04,10066,78,2021-0410066,1
26631,2021-04,6066,93,2021-046066,1
26724,2021-04,11127,,2021-0411127,1
26725,2021-04,1980,44,2021-041980,1
26730,2021-04,10067,78,2021-0410067,1
26731,2021-04,11727,,2021-0411727,1
26733,2021-04,11729,,2021-0411729,1
26735,2021-04,11730,95,2021-0411730,1
26738,2021-04,11731,,2021-0411731,1
26739,2021-04,11732,,2021-0411732,1
26740,2021-04,11733,,2021-0411733,1
26741,2021-04,11734,,2021-0411734,1
26853,2021-04,8621,94,2021-048621,1
26871,2021-04,2522,75,2021-042522,1
26944,2021-04,2462,75,2021-042462,1
26945,2021-04,52,75,2021-0452,1
26946,2021-04,3537,75,2021-043537,1
26947,2021-04,29,75,2021-0429,1
26949,2021-04,5,75,2021-045,1
26950,2021-04,23,75,2021-0423,1
26951,2021-04,33,75,2021-0433,1
26958,2021-04,43,75,2021-0443,1
26968,2021-04,4981,44,2021-044981,1
27000,2021-04,6584,94,2021-046584,1
27002,2021-04,10681,75,2021-0410681,1
27007,2021-04,3023,93,2021-043023,1
27037,2021-04,11741,13,2021-0411741,1
27038,2021-04,11742,13,2021-0411742,1
27040,2021-04,11743,,2021-0411743,1
27042,2021-04,9064,78,2021-049064,1
27077,2021-04,151,75,2021-04151,1
27146,2021-04,2261,67,2021-042261,1
27202,2021-04,11222,67,2021-0411222,1
27246,2021-04,6306,94,2021-046306,1
27248,2021-04,6520,94,2021-046520,1
27249,2021-04,6524,94,2021-046524,1
27250,2021-04,6538,94,2021-046538,1
27251,2021-04,6541,94,2021-046541,1
27252,2021-04,7326,94,2021-047326,1
27253,2021-04,7484,94,2021-047484,1
27254,2021-04,8037,94,2021-048037,1
27255,2021-04,8038,94,2021-048038,1
27256,2021-04,8040,94,2021-048040,1
27257,2021-04,8041,94,2021-048041,1
27258,2021-04,8042,94,2021-048042,1
27259,2021-04,8043,94,2021-048043,1
27260,2021-04,8044,94,2021-048044,1
27261,2021-04,8045,94,2021-048045,1
27262,2021-04,8046,94,2021-048046,1
27263,2021-04,8047,94,2021-048047,1
27264,2021-04,8048,94,2021-048048,1
27265,2021-04,8050,94,2021-048050,1
27266,2021-04,8051,94,2021-048051,1
27267,2021-04,8052,94,2021-048052,1
27269,2021-04,5669,33,2021-045669,1
27282,2021-04,10069,78,2021-0410069,1
27286,2021-04,9781,67,2021-049781,1
27287,2021-04,6262,33,2021-046262,1
27290,2021-04,5900,78,2021-045900,1
27291,2021-04,11362,94,2021-0411362,1
27299,2021-04,10600,67,2021-0410600,1
27301,2021-04,10674,67,2021-0410674,1
27309,2021-04,3424,93,2021-043424,1
27310,2021-04,3423,93,2021-043423,1
27312,2021-04,11609,78,2021-0411609,1
27313,2021-04,11611,78,2021-0411611,1
27315,2021-04,11612,78,2021-0411612,1
27317,2021-04,11613,78,2021-0411613,1
27319,2021-04,11614,78,2021-0411614,1
27321,2021-04,11610,78,2021-0411610,1
27322,2021-04,11615,78,2021-0411615,1
27324,2021-04,11616,78,2021-0411616,1
27326,2021-04,11617,78,2021-0411617,1
27328,2021-04,11618,78,2021-0411618,1
27331,2021-04,11619,78,2021-0411619,1
27333,2021-04,1951,33,2021-041951,1
27334,2021-04,2288,67,2021-042288,1
27338,2021-04,11687,78,2021-0411687,1
27342,2021-04,11689,78,2021-0411689,1
27343,2021-04,4790,33,2021-044790,1
27346,2021-04,11690,78,2021-0411690,1
27356,2021-04,1974,33,2021-041974,1
27361,2021-04,2507,75,2021-042507,1
27364,2021-04,1929,33,2021-041929,1
27368,2021-04,5701,33,2021-045701,1
27370,2021-04,10031,78,2021-0410031,1
27371,2021-04,10030,78,2021-0410030,1
27413,2021-04,1960,33,2021-041960,1
27426,2021-04,7497,94,2021-047497,1
27428,2021-04,9744,78,2021-049744,1
27496,2021-04,3435,93,2021-043435,1
27502,2021-04,10068,78,2021-0410068,1
27503,2021-04,2845,93,2021-042845,1
27510,2021-04,10083,75,2021-0410083,1
27511,2021-04,3417,93,2021-043417,1
27513,2021-04,5450,93,2021-045450,1
27523,2021-04,10084,75,2021-0410084,1
27525,2021-04,3425,93,2021-043425,1
27536,2021-04,3436,93,2021-043436,1
27538,2021-04,3074,93,2021-043074,1
27539,2021-04,3432,93,2021-043432,1
27541,2021-04,5241,93,2021-045241,1
27542,2021-04,3437,93,2021-043437,1
27560,2021-04,1959,33,2021-041959,1
27568,2021-04,11495,78,2021-0411495,1
27569,2021-04,11497,78,2021-0411497,1
27570,2021-04,11544,78,2021-0411544,1
27571,2021-04,11548,78,2021-0411548,1
27572,2021-04,11550,78,2021-0411550,1
27573,2021-04,11608,78,2021-0411608,1
27595,2021-04,11757,,2021-0411757,1
27596,2021-04,11758,,2021-0411758,1
27597,2021-04,11759,,2021-0411759,1
27598,2021-04,11760,78,2021-0411760,1
27618,2021-04,11762,,2021-0411762,1
27620,2021-04,11763,78,2021-0411763,1
27636,2021-04,11764,,2021-0411764,1
27639,2021-04,11765,78,2021-0411765,1
27661,2021-04,3811,33,2021-043811,1
27671,2021-04,3694,33,2021-043694,1
27672,2021-04,2828,93,2021-042828,1
27678,2021-04,6684,78,2021-046684,1
27682,2021-04,3525,78,2021-043525,1
27683,2021-04,3540,78,2021-043540,1
27685,2021-04,3543,78,2021-043543,1
27686,2021-04,3606,78,2021-043606,1
27687,2021-04,3544,78,2021-043544,1
27788,2021-04,9720,75,2021-049720,1
27831,2021-04,248,75,2021-04248,1
27847,2021-04,11754,95,2021-0411754,1
27866,2021-04,6224,33,2021-046224,1
27871,2021-04,5433,44,2021-045433,1
27965,2021-04,6318,94,2021-046318,1
28048,2021-04,11270,75,2021-0411270,1
28056,2021-04,5097,75,2021-045097,1
28123,2021-04,4743,33,2021-044743,1
28128,2021-04,7339,33,2021-047339,1
28130,2021-04,7338,33,2021-047338,1
28136,2021-04,1998,44,2021-041998,1
28178,2021-04,4994,44,2021-044994,1
28202,2021-04,10862,78,2021-0410862,1
28219,2021-04,11777,,2021-0411777,1
28240,2021-04,7568,44,2021-047568,1
28247,2021-04,11778,,2021-0411778,1
28340,2021-04,7695,94,2021-047695,1
28521,2021-04,5768,44,2021-045768,1
28644,2021-04,6314,44,2021-046314,1
28666,2021-04,3542,78,2021-043542,1
28760,2021-04,10014,75,2021-0410014,1
28834,2021-04,11391,95,2021-0411391,1
28859,2021-04,6161,78,2021-046161,1
28976,2021-04,11678,06,2021-0411678,1
29030,2021-04,2388,93,2021-042388,1
29060,2021-04,11679,06,2021-0411679,1
29078,2021-04,7706,67,2021-047706,1
29085,2021-04,11196,95,2021-0411196,1
29091,2021-04,11603,06,2021-0411603,1
29112,2021-04,3690,78,2021-043690,1
29141,2021-04,11833,,2021-0411833,1
29142,2021-04,11834,,2021-0411834,1
29143,2021-04,11835,,2021-0411835,1
29144,2021-04,11836,,2021-0411836,1
29145,2021-04,11837,06,2021-0411837,1
29203,2021-04,11842,36,2021-0411842,1
29207,2021-04,11197,95,2021-0411197,1
29211,2021-04,11198,95,2021-0411198,1
29215,2021-04,11199,95,2021-0411199,1
29220,2021-04,11200,95,2021-0411200,1
29227,2021-04,11709,78,2021-0411709,1
29251,2021-04,11845,36,2021-0411845,1
29252,2021-04,11846,36,2021-0411846,1
29263,2021-04,11847,36,2021-0411847,1
29264,2021-04,11848,36,2021-0411848,1
29268,2021-04,11849,36,2021-0411849,1
29271,2021-04,11850,36,2021-0411850,1
29272,2021-04,11851,36,2021-0411851,1
29276,2021-04,11853,36,2021-0411853,1
29281,2021-04,11854,36,2021-0411854,1
29283,2021-04,11855,36,2021-0411855,1
29295,2021-04,11755,77,2021-0411755,1
29348,2021-04,11860,36,2021-0411860,1
29349,2021-04,11861,36,2021-0411861,1
29351,2021-04,11862,36,2021-0411862,1
29359,2021-04,11863,36,2021-0411863,1
29361,2021-04,5608,44,2021-045608,1
29362,2021-04,5609,44,2021-045609,1
29365,2021-04,5610,44,2021-045610,1
29366,2021-04,5648,44,2021-045648,1
29367,2021-04,10682,44,2021-0410682,1
29368,2021-04,10683,44,2021-0410683,1
29499,2021-04,9693,44,2021-049693,1
29537,2021-04,11887,,2021-0411887,1
29538,2021-04,11888,,2021-0411888,1
29559,2021-04,9930,67,2021-049930,1
29609,2021-04,6703,78,2021-046703,1
29649,2021-04,10833,78,2021-0410833,1
29882,2021-04,11902,36,2021-0411902,1
29912,2021-04,11907,36,2021-0411907,1
29917,2021-04,11908,36,2021-0411908,1
29922,2021-04,11910,36,2021-0411910,1
29932,2021-04,11912,36,2021-0411912,1
29939,2021-04,11914,36,2021-0411914,1
29942,2021-04,11915,36,2021-0411915,1
29945,2021-04,11916,36,2021-0411916,1
29952,2021-04,11918,36,2021-0411918,1
29963,2021-04,11921,36,2021-0411921,1
29974,2021-04,11923,36,2021-0411923,1
29989,2021-04,11924,36,2021-0411924,1
30085,2021-04,11125,93,2021-0411125,1
30129,2021-04,6686,78,2021-046686,1
30130,2021-04,6689,78,2021-046689,1
30131,2021-04,3541,78,2021-043541,1
30132,2021-04,4409,78,2021-044409,1
30136,2021-04,6978,78,2021-046978,1
30223,2021-04,11280,92,2021-0411280,1
30236,2021-04,9010,78,2021-049010,1
30237,2021-04,9969,95,2021-049969,1
30238,2021-04,9011,78,2021-049011,1
30239,2021-04,9970,95,2021-049970,1
30240,2021-04,10818,75,2021-0410818,1
30241,2021-04,9968,91,2021-049968,1
30242,2021-04,11943,36,2021-0411943,1
30244,2021-04,11944,36,2021-0411944,1
30259,2021-04,11946,36,2021-0411946,1
30262,2021-04,11947,36,2021-0411947,1
30277,2021-04,11949,36,2021-0411949,1
30290,2021-04,11951,36,2021-0411951,1
30324,2021-04,5356,44,2021-045356,1
30342,2021-04,11953,36,2021-0411953,1
30392,2021-04,10169,92,2021-0410169,1
30400,2021-04,2782,75,2021-042782,1
30405,2021-04,10668,75,2021-0410668,1
30507,2021-04,6654,92,2021-046654,1
30515,2021-04,3873,92,2021-043873,1
30535,2021-04,11960,36,2021-0411960,1
30579,2021-04,11962,36,2021-0411962,1
30585,2021-04,11963,36,2021-0411963,1
30589,2021-04,11964,36,2021-0411964,1
30601,2021-04,11965,36,2021-0411965,1
30604,2021-04,11966,36,2021-0411966,1
30643,2021-04,11967,36,2021-0411967,1
30681,2021-04,11970,36,2021-0411970,1
30682,2021-04,11971,36,2021-0411971,1
30686,2021-04,11972,36,2021-0411972,1
30716,2021-04,11975,36,2021-0411975,1
30723,2021-04,2982,93,2021-042982,1
30728,2021-04,2987,93,2021-042987,1
30778,2021-04,8218,78,2021-048218,1
30873,2021-04,6701,78,2021-046701,1
30893,2021-04,9795,78,2021-049795,1
30902,2021-04,7246,78,2021-047246,1
30904,2021-04,11991,36,2021-0411991,1
30908,2021-04,9780,,2021-049780,1
30918,2021-04,10831,78,2021-0410831,1
30921,2021-04,6704,78,2021-046704,1
30937,2021-04,6702,78,2021-046702,1
30939,2021-04,6700,78,2021-046700,1
30941,2021-04,6676,78,2021-046676,1
31270,2021-04,12015,01,2021-0412015,1
31280,2021-04,8384,44,2021-048384,1
31296,2021-04,3316,92,2021-043316,1
31330,2021-04,3172,92,2021-043172,1
31338,2021-04,6577,92,2021-046577,1
31587,2021-04,5737,75,2021-045737,1
31728,2021-04,12006,93,2021-0412006,1
31855,2021-04,11685,67,2021-0411685,1
31986,2021-04,6542,94,2021-046542,1
32020,2021-04,255,75,2021-04255,1
32073,2021-04,12028,93,2021-0412028,1
32214,2021-04,2481,75,2021-042481,1
32323,2021-04,12031,67,2021-0412031,1
32379,2021-04,1925,33,2021-041925,1
32522,2021-04,10817,75,2021-0410817,1
32524,2021-04,30,75,2021-0430,1
32584,2021-05,5159,93,2021-055159,1
32613,2021-05,12061,75,2021-0512061,1
32622,2021-05,11709,78,2021-0511709,1
32684,2021-05,12074,33,2021-0512074,1
32693,2021-05,12089,16,2021-0512089,1
32698,2021-05,12090,24,2021-0512090,1
32706,2021-05,12091,33,2021-0512091,1
32712,2021-05,12092,24,2021-0512092,1
32718,2021-05,12093,33,2021-0512093,1
32723,2021-05,12094,33,2021-0512094,1
32807,2021-05,2782,75,2021-052782,1
32832,2021-05,210,75,2021-05210,1
32849,2021-05,6952,94,2021-056952,1
32850,2021-05,7813,94,2021-057813,1
32880,2021-05,3479,92,2021-053479,1
32964,2021-05,5904,78,2021-055904,1
33028,2021-05,12084,93,2021-0512084,1
33060,2021-05,7128,44,2021-057128,1
33067,2021-05,12115,93,2021-0512115,1
33068,2021-05,11125,93,2021-0511125,1
33089,2021-05,12117,93,2021-0512117,1
33120,2021-05,4454,94,2021-054454,1
33122,2021-05,6415,94,2021-056415,1
33125,2021-05,6393,94,2021-056393,1
33128,2021-05,6413,94,2021-056413,1
33129,2021-05,6397,94,2021-056397,1
33131,2021-05,10889,94,2021-0510889,1
33160,2021-05,11820,93,2021-0511820,1
33364,2021-05,11749,92,2021-0511749,1
33497,2021-05,10668,75,2021-0510668,1
33619,2021-05,12175,75,2021-0512175,1
33870,2021-05,11216,33,2021-0511216,1
33886,2021-05,10706,75,2021-0510706,1
33898,2021-05,5388,33,2021-055388,1
33929,2021-05,1998,44,2021-051998,1
34006,2021-05,3719,94,2021-053719,1
34207,2021-05,6584,94,2021-056584,1
34249,2021-05,11,75,2021-0511,1
34336,2021-05,7497,94,2021-057497,1
34497,2021-05,9790,78,2021-059790,1
34534,2021-05,11663,91,2021-0511663,1
34601,2021-05,12079,33,2021-0512079,1
34772,2021-05,11222,67,2021-0511222,1
34791,2021-05,4476,94,2021-054476,1
34878,2021-05,11235,94,2021-0511235,1
34884,2021-05,6766,75,2021-056766,1
34885,2021-05,5900,78,2021-055900,1
35082,2021-05,2335,67,2021-052335,1
35187,2021-05,52,75,2021-0552,1
35190,2021-05,33,75,2021-0533,1
35306,2021-05,12182,06,2021-0512182,1
35397,2021-05,12183,06,2021-0512183,1
35398,2021-05,12185,06,2021-0512185,1
35399,2021-05,12190,06,2021-0512190,1
35400,2021-05,12181,06,2021-0512181,1
35401,2021-05,12180,06,2021-0512180,1
35402,2021-05,12179,06,2021-0512179,1
35403,2021-05,12191,06,2021-0512191,1
35404,2021-05,12192,06,2021-0512192,1
35405,2021-05,12193,06,2021-0512193,1
35406,2021-05,12194,06,2021-0512194,1
35420,2021-05,2201,67,2021-052201,1
35625,2021-05,11741,13,2021-0511741,1
36007,2021-05,9683,67,2021-059683,1
36019,2021-05,7214,78,2021-057214,1
36023,2021-05,7204,78,2021-057204,1
36027,2021-05,6694,78,2021-056694,1
36051,2021-05,4641,33,2021-054641,1
36162,2021-05,3785,92,2021-053785,1
36166,2021-05,6698,78,2021-056698,1
36272,2021-05,3692,78,2021-053692,1
36454,2021-05,12228,77,2021-0512228,1
36692,2021-05,248,75,2021-05248,1
36816,2021-05,15,75,2021-0515,1
36863,2021-05,11075,75,2021-0511075,1
36864,2021-05,10680,75,2021-0510680,1
36932,2021-05,5612,75,2021-055612,1
36978,2021-06,12213,94,2021-0612213,1
37000,2021-06,1998,44,2021-061998,1
37033,2021-06,4849,75,2021-064849,1
37038,2021-06,0,75,2021-060,1
37054,2021-06,8621,94,2021-068621,1
37066,2021-06,4,75,2021-064,1
37067,2021-06,2279,67,2021-062279,1
37082,2021-06,8007,67,2021-068007,1
37090,2021-06,11054,92,2021-0611054,1
37098,2021-06,11725,94,2021-0611725,1
37106,2021-06,2832,92,2021-062832,1
37108,2021-06,11233,75,2021-0611233,1
37111,2021-06,11755,77,2021-0611755,1
37144,2021-06,3858,33,2021-063858,1
37151,2021-06,12420,33,2021-0612420,1
37166,2021-06,12421,33,2021-0612421,1
37175,2021-06,5613,33,2021-065613,1
37177,2021-06,3852,33,2021-063852,1
37273,2021-06,5945,78,2021-065945,1
37312,2021-06,9414,67,2021-069414,1
37616,2021-06,12438,75,2021-0612438,1
37672,2021-06,6766,75,2021-066766,1
37675,2021-06,11,75,2021-0611,1
37691,2021-06,12453,78,2021-0612453,1
37708,2021-06,12454,78,2021-0612454,1
37721,2021-06,10055,78,2021-0610055,1
37728,2021-06,2353,67,2021-062353,1
37769,2021-06,12452,78,2021-0612452,1
37772,2021-06,2779,93,2021-062779,1
37773,2021-06,2784,93,2021-062784,1
37775,2021-06,2788,93,2021-062788,1
37824,2021-06,3413,93,2021-063413,1
37825,2021-06,3316,92,2021-063316,1
37916,2021-06,3119,93,2021-063119,1
37955,2021-06,1859,33,2021-061859,1
37973,2021-06,5450,93,2021-065450,1
37998,2021-06,1864,33,2021-061864,1
38010,2021-06,1866,33,2021-061866,1
38020,2021-06,1961,33,2021-061961,1
38063,2021-06,1863,,2021-061863,1
38067,2021-06,1867,33,2021-061867,1
38097,2021-06,1868,33,2021-061868,1
38119,2021-06,1869,33,2021-061869,1
38122,2021-06,6393,94,2021-066393,1
38126,2021-06,4450,94,2021-064450,1
38132,2021-06,6397,94,2021-066397,1
38134,2021-06,1860,33,2021-061860,1
38135,2021-06,10889,94,2021-0610889,1
38139,2021-06,6415,94,2021-066415,1
38143,2021-06,6413,94,2021-066413,1
38148,2021-06,1862,33,2021-061862,1
38164,2021-06,1870,,2021-061870,1
38172,2021-06,1871,33,2021-061871,1
38177,2021-06,1872,,2021-061872,1
38178,2021-06,3839,,2021-063839,1
38179,2021-06,4664,,2021-064664,1
38184,2021-06,9331,,2021-069331,1
38186,2021-06,4586,,2021-064586,1
38188,2021-06,4582,,2021-064582,1
38302,2021-06,6653,92,2021-066653,1
38511,2021-06,2207,67,2021-062207,1
38553,2021-06,12572,,2021-0612572,1
38786,2021-06,12417,33,2021-0612417,1
38797,2021-06,12228,77,2021-0612228,1
38798,2021-06,8039,75,2021-068039,1
38818,2021-06,10128,75,2021-0610128,1
38820,2021-06,6979,75,2021-066979,1
38821,2021-06,340,75,2021-06340,1
38841,2021-06,3423,93,2021-063423,1
38848,2021-06,3426,93,2021-063426,1
38862,2021-06,3435,93,2021-063435,1
38876,2021-06,2845,93,2021-062845,1
38885,2021-06,3417,93,2021-063417,1
38889,2021-06,3425,93,2021-063425,1
38900,2021-06,3436,93,2021-063436,1
38903,2021-06,3074,93,2021-063074,1
38905,2021-06,3432,93,2021-063432,1
38906,2021-06,3433,93,2021-063433,1
38911,2021-06,3437,93,2021-063437,1
38912,2021-06,12604,75,2021-0612604,1
38918,2021-06,12594,59,2021-0612594,1
38919,2021-06,12605,59,2021-0612605,1
38920,2021-06,3418,93,2021-063418,1
38930,2021-06,2864,93,2021-062864,1
38946,2021-06,3799,78,2021-063799,1
39108,2021-06,2675,75,2021-062675,1
39126,2021-06,12232,06,2021-0612232,1
39134,2021-06,12266,06,2021-0612266,1
39183,2021-06,2332,67,2021-062332,1
39196,2021-06,2357,67,2021-062357,1
39206,2021-06,2201,67,2021-062201,1
39215,2021-06,2211,67,2021-062211,1
39253,2021-06,12263,06,2021-0612263,1
39290,2021-06,12265,06,2021-0612265,1
39306,2021-06,12640,67,2021-0612640,1
39307,2021-06,12264,,2021-0612264,1
39314,2021-06,7288,67,2021-067288,1
39328,2021-06,2261,67,2021-062261,1
39396,2021-06,2280,67,2021-062280,1
39428,2021-06,12449,33,2021-0612449,1
39503,2021-06,11529,06,2021-0611529,1
39504,2021-06,12015,01,2021-0612015,1
39582,2021-06,2335,67,2021-062335,1
39583,2021-06,10660,78,2021-0610660,1
39603,2021-06,2470,75,2021-062470,1
39606,2021-06,2269,67,2021-062269,1
39615,2021-06,5829,75,2021-065829,1
39633,2021-06,4476,94,2021-064476,1
39730,2021-06,11844,93,2021-0611844,1
39850,2021-06,1873,33,2021-061873,1
39854,2021-06,2276,33,2021-062276,1
39857,2021-06,2187,33,2021-062187,1
39859,2021-06,3813,,2021-063813,1
39860,2021-06,4643,33,2021-064643,1
39863,2021-06,4650,33,2021-064650,1
39866,2021-06,4658,33,2021-064658,1
39871,2021-06,4660,33,2021-064660,1
39873,2021-06,5288,33,2021-065288,1
39874,2021-06,1861,33,2021-061861,1
39886,2021-06,4578,33,2021-064578,1
39889,2021-06,4579,33,2021-064579,1
39893,2021-06,4580,33,2021-064580,1
39896,2021-06,6126,33,2021-066126,1
39897,2021-06,6127,33,2021-066127,1
39899,2021-06,6128,33,2021-066128,1
40001,2021-06,3202,94,2021-063202,1
40003,2021-06,4984,44,2021-064984,1
40007,2021-06,2244,75,2021-062244,1
40008,2021-06,2537,75,2021-062537,1
40015,2021-06,5062,44,2021-065062,1
40017,2021-06,3037,75,2021-063037,1
40018,2021-06,4993,44,2021-064993,1
40023,2021-06,174,75,2021-06174,1
40024,2021-06,7393,78,2021-067393,1
40034,2021-06,4828,75,2021-064828,1
40043,2021-06,9951,75,2021-069951,1
40045,2021-06,10014,75,2021-0610014,1
40059,2021-06,30,75,2021-0630,1
